module	dlib	state	tk5_rmid	ce_rmid	bytes_tk5	bytes_ce	bytes_equal	v_tk5	v_ce	sect_tk5	sect_ce	diff_tk5	diff_ce	len_tk5	len_ce
ILRRLG	AOSC5	same	UZ26912	UZ26912	1950	1950	Y	differs	differs	1	1	0	0	Y	Y
ILRSAV	AOSC5	same	UZ21112	UZ21112	2278	2278	Y	differs	differs	1	1	0	0	Y	Y
ILRSLOTC	AOSC5	same	UZ76596	UZ76596	404	404	Y	identical	identical	2	2	0	0	N	N
ILRSWPDR	AOSC5	same	EBB1102	EBB1102	925	925	Y	differs	differs	1	1	4	4	N	N
ILRTMI00	AOSC5	same	EBB1102	EBB1102	5997	5997	Y	differs	differs	1	1	0	0	Y	Y
ILRTMI01	AOSC5	same	UZ26912	UZ26912	2790	2790	Y	differs	differs	1	1	0	0	Y	Y
IOEDKCLS	AOSD0	same	EMI1102	EMI1102	589	589	Y	differs	differs	1	1	24	24	N	N
IOEDKGET	AOSD0	same	EMI1102	EMI1102	1181	1181	Y	differs	differs	1	1	4	4	N	N
IOEDKMSG	AOSD0	rmid-differs	UZ47406	EMI1102	3334	3301	N	differs	differs	1	1	0	66	Y	N
IOEDKOPN	AOSD0	rmid-differs	UY33436	EMI1102	2181	2101	N	differs	differs	1	1	0	38	Y	N
IOEDKPUT	AOSD0	same	EMI1102	EMI1102	1257	1257	Y	identical	identical	1	1	0	0	N	N
IOEDKRDR	AOSD0	rmid-differs	UY11736	UZ27310	14005	13909	N	differs	differs	1	1	0	0	Y	Y
IOEDKWTR	AOSD0	rmid-differs	UY49149	UZ25396	8361	8065	N	differs	differs	1	1	0	0	Y	Y
IOEESTAE	AOSD0	same	EMI1102	EMI1102	661	661	Y	identical	identical	1	1	0	0	N	N
IOESDKTI	AOSD0	same	EMI1102	EMI1102	4689	4689	Y	differs	differs	1	1	20	20	N	N
IOESDKTO	AOSD0	rmid-differs	UZ47406	EMI1102	5202	5061	N	differs	identical	1	1	0	0	Y	N
IQADVM00	AOSC5	same	EBB1102	EBB1102	362	362	Y	identical	identical	1	1	0	0	N	N
IQARIH00	AOSC5	same	EBB1102	EBB1102	362	362	Y	identical	identical	1	1	0	0	N	N
IRARMMSG	AOSC5	same	UZ31779	UZ31779	1255	1255	Y	differs	differs	1	1	21	21	N	N
IRARMSET	ALPALIB	same	UZ35231	UZ35231	990	990	Y	differs	differs	1	1	19	19	N	N
IRARMWAR	ALPALIB	same	UZ35231	UZ35231	2142	2142	Y	differs	differs	1	1	0	0	Y	Y
IRBMFALL	AOSC5	same	EMF1102	EMF1102	757	757	Y	differs	differs	1	1	106	106	N	N
IRBMFANL	AOSC5	same	FBB1221	FBB1221	1081	1081	Y	identical	identical	1	1	0	0	N	N
IRBMFCNV	AOSC5	same	EMF1102	EMF1102	3045	3045	Y	differs	differs	1	1	83	83	N	N
IRBMFDDP	AOSC5	same	EMF1102	EMF1102	3929	3929	Y	differs	differs	1	1	429	429	N	N
IRBMFDHP	AOSC5	same	EMF1102	EMF1102	3545	3545	Y	differs	differs	1	1	147	147	N	N
IRBMFDPP	AOSC5	same	EMF1102	EMF1102	1793	1793	Y	differs	differs	1	1	96	96	N	N
IRBMFDSP	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFDTA	AOSC5	same	EMF1102	EMF1102	2269	2269	Y	differs	differs	1	1	0	0	Y	Y
IRBMFDTP	AOSC5	same	EMF1102	EMF1102	341	341	Y	identical	identical	1	1	0	0	N	N
IRBMFDWP	AOSC5	same	EMF1102	EMF1102	2577	2577	Y	differs	differs	1	1	98	98	N	N
IRBMFECH	ALPALIB	same	EMF1102	EMF1102	1213	1213	Y	differs	differs	1	1	108	108	N	N
IRBMFEDV	ALPALIB	same	EMF1102	EMF1102	989	989	Y	differs	differs	1	1	101	101	N	N
IRBMFEVT	ALPALIB	same	EMF1102	EMF1102	925	925	Y	differs	differs	2	2	106	106	N	N
IRBMFFUR	AOSC5	same	EMF1102	EMF1102	437	437	Y	differs	differs	1	1	54	54	N	N
IRBMFICP	AOSC5	same	EMF1102	EMF1102	837	837	Y	differs	differs	1	1	100	100	N	N
IRBMFIDV	AOSC5	same	EMF1102	EMF1102	2933	2933	Y	differs	differs	1	1	104	104	N	N
IRBMFIHA	AOSC5	same	EMF1102	EMF1102	2445	2445	Y	differs	differs	1	1	75	75	N	N
IRBMFINP	AOSC5	same	EMF1102	EMF1102	17525	17525	Y	differs	differs	1	1	0	0	Y	Y
IRBMFIOI	AOSC5	same	EMF1102	EMF1102	2309	2309	Y	differs	differs	1	1	0	0	Y	Y
IRBMFIPG	AOSC5	same	EMF1102	EMF1102	821	821	Y	differs	differs	1	1	70	70	N	N
IRBMFISP	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFITR	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFIWK	AOSC5	same	EMF1102	EMF1102	1565	1565	Y	differs	differs	1	1	40	40	N	N
IRBMFLAV	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFLCV	AOSC5	same	EMF1102	EMF1102	766	766	Y	differs	differs	3	3	100	100	N	N
IRBMFLDV	AOSC5	same	EMF1102	EMF1102	1322	1322	Y	differs	differs	2	2	204	204	N	N
IRBMFLHV	AOSC5	same	EMF1102	EMF1102	1030	1030	Y	differs	differs	2	2	187	187	N	N
IRBMFLMV	AOSC5	same	EMF1102	EMF1102	2490	2490	Y	differs	differs	3	3	0	0	N	N
IRBMFLPV	AOSC5	same	EMF1102	EMF1102	2034	2034	Y	differs	differs	3	3	27	27	N	N
IRBMFLSV	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFLTV	AOSC5	same	EMF1102	EMF1102	806	806	Y	differs	differs	2	2	200	200	N	N
IRBMFLWV	AOSC5	same	EMF1102	EMF1102	1158	1158	Y	differs	differs	2	2	97	97	N	N
IRBMFMPR	AOSC5	same	EMF1102	EMF1102	3434	3434	Y	differs	differs	2	2	100	100	N	N
IRBMFRCR	AOSC5	same	EMF1102	EMF1102	2821	2821	Y	differs	differs	1	1	88	88	N	N
IRBMFRDR	AOSC5	same	EMF1102	EMF1102	3457	3457	Y	differs	differs	1	1	178	178	N	N
IRBMFRHR	AOSC5	same	EMF1102	EMF1102	3893	3893	Y	differs	differs	1	1	171	171	N	N
IRBMFRPR	AOSC5	same	EMF1102	EMF1102	10081	10081	Y	differs	differs	1	1	372	372	N	N
IRBMFRSR	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFRTR	AOSC5	same	EMF1102	EMF1102	341	341	Y	differs	differs	1	1	2	2	N	N
IRBMFRWR	AOSC5	same	EMF1102	EMF1102	6737	6737	Y	differs	differs	1	1	108	108	N	N
IRBMFSAR	AOSC5	same	EMF1102	EMF1102	1649	1649	Y	differs	differs	1	1	0	0	Y	Y
IRBMFSDE	AOSC5	same	EMF1102	EMF1102	525	525	Y	differs	differs	1	1	50	50	N	N
IRBMFTCH	ALPALIB	same	EMF1102	EMF1102	653	653	Y	differs	differs	1	1	98	98	N	N
IRBMFTRM	AOSC5	same	EMF1102	EMF1102	1453	1453	Y	differs	differs	1	1	0	0	Y	Y
IRBMFTTB	AOSC5	same	EMF1102	EMF1102	341	341	Y	identical	identical	1	1	0	0	N	N
ISDACNFG	AOSD0	same	UZ54659	UZ54659	5393	5393	Y	differs	differs	1	1	0	0	Y	Y
ISDAGET0	AOSD0	same	EMS1102	EMS1102	949	949	Y	identical	identical	1	1	0	0	N	N
ISDAHEXP	AOSD0	same	UZ25345	UZ25345	1006	1006	Y	differs	differs	1	1	0	0	Y	Y
ISDAOPT0	AOSD0	same	UZ25621	UZ25621	3526	3526	Y	differs	differs	1	1	0	0	Y	Y
ISDAPARM	AOSD0	same	UZ90119	UZ90119	7713	7713	Y	differs	differs	1	1	0	0	Y	Y
ISDAPWR0	AOSD0	same	EMS1102	EMS1102	397	397	Y	identical	identical	1	1	0	0	N	N
ISDAPWR1	AOSD0	same	EMS1102	EMS1102	397	397	Y	identical	identical	1	1	0	0	N	N
ISDASDA0	AOSD0	rmid-differs	UY39686	UZ53613	10769	9977	N	differs	differs	1	1	0	0	Y	Y
ISDASUM2	AOSD0	same	UZ90150	UZ90150	2933	2933	Y	differs	differs	1	1	0	0	Y	Y
ISTAICCK	AOS26	same	EVT0108	EVT0108	793	793	Y	identical	identical	1	1	0	0	N	N
ISTAICIR	AOS26	same	UZ31209	UZ31209	2865	2865	Y	differs	differs	1	1	0	0	Y	Y
ISTAICPT	AOS24	same	UZ26983	UZ26983	2309	2309	Y	differs	differs	1	1	0	0	Y	Y
ISTAICTN	AOS24	same	UZ25739	UZ25739	1521	1521	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC11	AOS24	same	UZ19883	UZ19883	3005	3005	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC12	AOS24	same	EVT0108	EVT0108	1257	1257	Y	identical	identical	1	1	0	0	N	N
ISTAPC22	AOS26	same	UZ26899	UZ26899	1381	1381	Y	differs	differs	1	1	13	13	N	N
ISTAPC23	AOS24	same	UZ22141	UZ22141	1965	1965	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC25	AOS24	same	UZ25686	UZ25686	2125	2125	Y	differs	differs	1	1	1120	1120	N	N
ISTAPC31	AOS24	same	UZ21928	UZ21928	1581	1581	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC32	AOS24	same	UZ26222	UZ26222	749	749	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC33	AOS24	same	EVT0108	EVT0108	1461	1461	Y	identical	identical	1	1	0	0	N	N
ISTAPC34	AOS24	same	EVT0108	EVT0108	469	469	Y	identical	identical	1	1	0	0	N	N
ISTAPC35	AOS24	same	EVT0108	EVT0108	689	689	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC36	AOS24	same	EVT0108	EVT0108	641	641	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC37	AOS24	same	EVT0108	EVT0108	789	789	Y	differs	differs	1	1	8	8	N	N
ISTAPC38	AOS24	same	EVT0108	EVT0108	733	733	Y	differs	differs	1	1	8	8	N	N
ISTAPC41	AOS24	same	EVT0108	EVT0108	613	613	Y	differs	differs	1	1	36	36	N	N
ISTAPC51	AOS24	same	EVT0108	EVT0108	881	881	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC52	AOS24	same	UZ26988	UZ26988	1437	1437	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC53	AOS24	same	EVT0108	EVT0108	673	673	Y	identical	identical	1	1	0	0	N	N
ISTAPC54	AOS24	same	UZ52611	UZ52611	1545	1545	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC55	AOS24	same	UZ21967	UZ21967	2157	2157	Y	differs	differs	1	1	470	470	N	N
ISTAPC56	AOS24	same	EVT0108	EVT0108	589	589	Y	differs	differs	1	1	13	13	N	N
ISTAPC57	AOS24	same	EVT0108	EVT0108	1049	1049	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC58	AOS24	same	UZ26595	UZ26595	1133	1133	Y	differs	differs	1	1	539	539	N	N
ISTAPC59	AOS24	same	EVT0108	EVT0108	949	949	Y	differs	differs	1	1	22	22	N	N
ISTAPC61	AOS24	same	UZ19883	UZ19883	2229	2229	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC62	AOS24	same	UZ34637	UZ34637	2069	2069	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC63	AOS24	same	UZ25582	UZ25582	789	789	Y	differs	differs	1	1	124	124	N	N
ISTAPC64	AOS24	same	EVT0108	EVT0108	637	637	Y	identical	identical	1	1	0	0	N	N
ISTAPC66	AOS24	same	UZ19883	UZ19883	1701	1701	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC83	AOS24	same	UZ22336	UZ22336	885	885	Y	differs	differs	1	1	0	0	Y	Y
ISTAPC84	AOS24	same	UZ31430	UZ31430	949	949	Y	differs	differs	1	1	0	0	Y	Y
ISTAPM69	AOS24	same	EVT0108	EVT0108	461	461	Y	differs	differs	1	1	5	5	N	N
ISTATM00	AOS26	same	EVT0108	EVT0108	3081	3081	Y	differs	differs	1	1	0	0	Y	Y
ISTATM10	AOS26	same	UZ23108	UZ23108	2709	2709	Y	differs	differs	1	1	0	0	Y	Y
ISTAUCAG	AOS24	same	EVT0108	EVT0108	381	381	Y	identical	identical	1	1	0	0	N	N
ISTAUCAT	AOS24	same	EVT0108	EVT0108	381	381	Y	identical	identical	1	1	0	0	N	N
ISTCC010	AOS26	same	EVT0108	EVT0108	1821	1821	Y	differs	differs	1	1	50	50	N	N
ISTCC011	AOS26	same	EVT0108	EVT0108	3961	3961	Y	identical	identical	1	1	0	0	N	N
ISTCC012	AOS26	same	EVT0108	EVT0108	861	861	Y	differs	differs	1	1	12	12	N	N
ISTCC013	AOS26	same	UZ18498	UZ18498	2361	2361	Y	differs	differs	1	1	5	5	N	N
ISTCC016	AOS26	same	EVT0108	EVT0108	3917	3917	Y	differs	differs	1	1	6	6	N	N
ISTCFCDP	AOS26	same	EVT0108	EVT0108	6205	6205	Y	differs	differs	1	1	6	6	N	N
ISTCFCMM	AOS24	same	UZ31983	UZ31983	27508	27508	Y	differs	differs	2	2	37	37	N	N
ISTCFCPC	AOS26	same	UZ30709	UZ30709	1181	1181	Y	differs	differs	1	1	154	154	N	N
ISTCFCPO	AOS26	same	EVT0108	EVT0108	861	861	Y	differs	differs	1	1	2	2	N	N
ISTCFCR1	AOS26	same	UZ28440	UZ28440	1965	1965	Y	differs	differs	1	1	0	0	Y	Y
ISTCFCR2	AOS26	same	UZ19575	UZ19575	4229	4229	Y	differs	differs	1	1	2	2	N	N
ISTCFCRP	AOS26	same	EVT0108	EVT0108	1777	1777	Y	identical	identical	1	1	0	0	N	N
ISTCFCS1	AOS26	same	UZ30146	UZ30146	2413	2413	Y	differs	differs	1	1	0	0	Y	Y
ISTCFCS2	AOS26	same	UZ28440	UZ28440	1677	1677	Y	differs	differs	1	1	0	0	Y	Y
ISTCFF3D	AOSB3	same	EVT0108	EVT0108	1593	1593	Y	differs	differs	1	1	6	6	N	N
ISTCFMMI	AOS26	same	UZ30053	UZ30053	605	605	Y	identical	identical	1	1	0	0	N	N
ISTCFMTM	AOS24	same	UZ30020	UZ30020	2181	2181	Y	differs	differs	1	1	0	0	Y	Y
ISTCRCR4	AOS26	same	EVT0108	EVT0108	1689	1689	Y	identical	identical	1	1	0	0	N	N
ISTDCC00	AOS24	same	UZ24610	UZ24610	3125	3125	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC02	AOS24	same	UZ22201	UZ22201	2293	2293	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC10	AOS24	same	EVT0108	EVT0108	877	877	Y	differs	differs	1	1	2	2	N	N
ISTDCC11	AOS24	same	UZ22805	UZ22805	2789	2789	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC12	AOS24	same	EVT0108	EVT0108	2533	2533	Y	differs	differs	1	1	3	3	N	N
ISTDCC13	AOS24	same	EVT0108	EVT0108	813	813	Y	identical	identical	1	1	0	0	N	N
ISTDCC20	AOS24	same	EVT0108	EVT0108	773	773	Y	identical	identical	1	1	0	0	N	N
ISTDCC21	AOS24	same	UZ35636	UZ35636	1989	1989	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC22	AOS24	same	EVT0108	EVT0108	1213	1213	Y	identical	identical	1	1	0	0	N	N
ISTDCC23	AOS24	same	EVT0108	EVT0108	749	749	Y	differs	differs	1	1	4	4	N	N
ISTDCC24	AOS24	same	EVT0108	EVT0108	1029	1029	Y	differs	differs	1	1	8	8	N	N
ISTDCC25	AOS24	same	UZ35636	UZ35636	2045	2045	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC30	AOS24	same	UZ22403	UZ22403	1565	1565	Y	differs	differs	1	1	6	6	N	N
ISTDCC31	AOS24	same	EVT0108	EVT0108	1245	1245	Y	identical	identical	1	1	0	0	N	N
ISTDCC32	AOS24	same	EVT0108	EVT0108	1525	1525	Y	identical	identical	1	1	0	0	N	N
ISTDCC35	AOS24	same	UZ37485	UZ37485	2357	2357	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC40	AOS24	same	UZ22805	UZ22805	2581	2581	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC41	AOS24	same	EVT0108	EVT0108	773	773	Y	differs	differs	1	1	5	5	N	N
ISTDCC42	AOS24	same	EVT0108	EVT0108	941	941	Y	identical	identical	1	1	0	0	N	N
ISTDCC50	AOS24	same	UZ26960	UZ26960	3485	3485	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC51	AOS24	same	UZ31026	UZ31026	957	957	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC60	AOS24	same	UZ22805	UZ22805	1237	1237	Y	differs	differs	1	1	616	616	N	N
ISTDCC61	AOS24	same	UZ25569	UZ25569	981	981	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC80	AOS24	same	UZ23129	UZ23129	1581	1581	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC81	AOS24	same	UZ29275	UZ29275	3629	3629	Y	differs	differs	1	1	0	0	Y	Y
ISTDCC85	AOS24	same	EVT0108	EVT0108	1037	1037	Y	identical	identical	1	1	0	0	N	N
ISTDVCBA	AOS24	same	EVT0108	EVT0108	5573	5573	Y	identical	identical	1	1	0	0	N	N
ISTDVCRC	AOS24	same	EVT0108	EVT0108	4869	4869	Y	identical	identical	1	1	0	0	N	N
ISTEC000	AOS26	same	EVT0108	EVT0108	365	365	Y	differs	differs	1	1	6	6	N	N
ISTEC123	AOS26	same	EVT0108	EVT0108	5941	5941	Y	differs	differs	1	1	1	1	N	N
ISTEC456	AOS26	same	EVT0108	EVT0108	5085	5085	Y	differs	differs	1	1	3	3	N	N
ISTEC789	AOS26	same	EVT0108	EVT0108	1789	1789	Y	differs	differs	1	1	1	1	N	N
ISTESC01	AOS24	same	EVT0108	EVT0108	397	397	Y	identical	identical	1	1	0	0	N	N
ISTESC02	AOS24	same	EVT0108	EVT0108	477	477	Y	identical	identical	1	1	0	0	N	N
ISTIC000	AOS26	same	UZ28203	UZ28203	6501	6501	Y	differs	differs	1	1	0	0	Y	Y
ISTIC001	AOS26	same	EVT0108	EVT0108	3389	3389	Y	differs	differs	1	1	116	116	N	N
ISTIC002	AOS26	same	UZ24809	UZ24809	4925	4925	Y	differs	differs	1	1	0	0	Y	Y
ISTIC003	AOS26	same	EVT0108	EVT0108	2325	2325	Y	differs	differs	1	1	60	60	N	N
ISTIC004	AOS26	same	EVT0108	EVT0108	3277	3277	Y	differs	differs	1	1	47	47	N	N
ISTIC005	AOS26	same	EVT0108	EVT0108	2805	2805	Y	differs	differs	1	1	129	129	N	N
ISTIC006	AOS26	same	UZ27658	UZ27658	2693	2693	Y	differs	differs	1	1	0	0	Y	Y
ISTIC007	AOS26	same	EVT0108	EVT0108	1353	1353	Y	differs	differs	1	1	112	112	N	N
ISTIC008	AOS26	same	UZ23382	UZ23382	2361	2361	Y	differs	differs	1	1	0	0	Y	Y
ISTIC009	AOS26	same	EVT0108	EVT0108	3001	3001	Y	differs	differs	1	1	194	194	N	N
ISTIC00A	AOS26	same	UZ27658	UZ27658	3557	3557	Y	differs	differs	1	1	0	0	Y	Y
ISTINC02	AOS26	same	EVT0108	EVT0108	1773	1773	Y	differs	differs	1	1	190	190	N	N
ISTINC05	AOS26	same	UZ31983	UZ31983	1713	1713	Y	differs	differs	1	1	0	0	Y	Y
ISTINC32	AOS26	same	EVT0108	EVT0108	773	773	Y	differs	differs	1	1	8	8	N	N
ISTINCA0	AOS26	same	EVT0108	EVT0108	909	909	Y	differs	differs	1	1	111	111	N	N
ISTINCAW	AOS26	same	EVT0108	EVT0108	8989	8989	Y	differs	differs	1	1	179	179	N	N
ISTINCBL	AOS26	same	EVT0108	EVT0108	693	693	Y	differs	differs	1	1	131	131	N	N
ISTINCCC	AOS26	same	EVT0108	EVT0108	9433	9433	Y	identical	identical	1	1	0	0	N	N
ISTINCCF	AOS26	same	EVT0108	EVT0108	917	917	Y	differs	differs	1	1	78	78	N	N
ISTINCD0	AOS26	same	EVT0108	EVT0108	1273	1273	Y	identical	identical	1	1	0	0	N	N
ISTINCD1	AOS26	same	EVT0108	EVT0108	589	589	Y	differs	differs	1	1	2	2	N	N
ISTINCD2	AOS26	same	UZ28821	UZ28821	877	877	Y	differs	differs	1	1	0	0	Y	Y
ISTINCD3	AOS26	same	EVT0108	EVT0108	1657	1657	Y	identical	identical	1	1	0	0	N	N
ISTINCD4	AOS26	same	UZ28821	UZ28821	941	941	Y	differs	differs	1	1	0	0	Y	Y
ISTINCD5	AOS26	same	UZ28821	UZ28821	1365	1365	Y	differs	differs	1	1	0	0	Y	Y
ISTINCD6	AOS26	same	EVT0108	EVT0108	997	997	Y	differs	differs	1	1	4	4	N	N
ISTINCD7	AOS26	same	UZ28821	UZ28821	693	693	Y	identical	identical	1	1	0	0	N	N
ISTINCD9	AOS26	same	EVT0108	EVT0108	3413	3413	Y	differs	differs	1	1	2	2	N	N
ISTINCDL	AOS26	same	EVT0108	EVT0108	2717	2717	Y	differs	differs	1	1	4	4	N	N
ISTINCDP	AOS26	same	UZ31983	UZ31983	5429	5429	Y	differs	differs	1	1	0	0	Y	Y
ISTINCDT	AOS26	same	EVT0108	EVT0108	1385	1385	Y	identical	identical	1	1	0	0	N	N
ISTINCDU	AOS26	same	EVT0108	EVT0108	1557	1557	Y	differs	differs	1	1	119	119	N	N
ISTINCE0	AOS26	same	EVT0108	EVT0108	1345	1345	Y	identical	identical	1	1	0	0	N	N
ISTINCE1	AOS26	same	EVT0108	EVT0108	1021	1021	Y	differs	differs	1	1	2	2	N	N
ISTINCE2	AOS26	same	EVT0108	EVT0108	533	533	Y	differs	differs	1	1	6	6	N	N
ISTINCE3	AOS26	same	EVT0108	EVT0108	709	709	Y	identical	identical	1	1	0	0	N	N
ISTINCE4	AOS26	same	EVT0108	EVT0108	1213	1213	Y	differs	differs	1	1	2	2	N	N
ISTINCE5	AOS26	same	EVT0108	EVT0108	645	645	Y	differs	differs	1	1	5	5	N	N
ISTINCE6	AOS26	same	EVT0108	EVT0108	1109	1109	Y	differs	differs	1	1	1	1	N	N
ISTINCE7	AOS26	same	EVT0108	EVT0108	1773	1773	Y	differs	differs	1	1	7	7	N	N
ISTINCE9	AOS26	same	EVT0108	EVT0108	1141	1141	Y	identical	identical	1	1	0	0	N	N
ISTINCF1	AOS26	same	EVT0108	EVT0108	757	757	Y	identical	identical	1	1	0	0	N	N
ISTINCF3	AOS26	same	EVT0108	EVT0108	2669	2669	Y	identical	identical	1	1	0	0	N	N
ISTINCF4	AOS26	same	EVT0108	EVT0108	1597	1597	Y	differs	differs	1	1	6	6	N	N
ISTINCF9	AOS26	same	EVT0108	EVT0108	837	837	Y	differs	differs	1	1	67	67	N	N
ISTINCFE	AOS26	same	EVT0108	EVT0108	565	565	Y	identical	identical	1	1	0	0	N	N
ISTINCFM	AOS26	same	EVT0108	EVT0108	645	645	Y	differs	differs	1	1	2	2	N	N
ISTINCHT	AOS26	same	EVT0108	EVT0108	1873	1873	Y	differs	differs	1	1	204	204	N	N
ISTINCIB	AOS26	same	EVT0108	EVT0108	645	645	Y	differs	differs	1	1	66	66	N	N
ISTINCIO	AOS26	same	UZ30544	UZ30544	7505	7505	Y	differs	differs	1	1	0	0	Y	Y
ISTINCIP	AOS26	same	UZ18721	UZ18721	3941	3941	Y	identical	identical	1	1	0	0	N	N
ISTINCIT	AOS26	same	EVT0108	EVT0108	741	741	Y	differs	differs	1	1	73	73	N	N
ISTINCL0	AOS26	same	EVT0108	EVT0108	1201	1201	Y	identical	identical	1	1	0	0	N	N
ISTINCL1	AOS26	same	UZ23321	UZ23321	837	837	Y	differs	differs	1	1	0	0	Y	Y
ISTINCL2	AOS26	same	EVT0108	EVT0108	741	741	Y	differs	differs	1	1	4	4	N	N
ISTINCL3	AOS26	same	UZ29306	UZ29306	1117	1117	Y	differs	differs	1	1	0	0	Y	Y
ISTINCL4	AOS26	same	EVT0108	EVT0108	1985	1985	Y	differs	differs	1	1	6	6	N	N
ISTINCL5	AOS26	same	EVT0108	EVT0108	661	661	Y	differs	differs	1	1	2	2	N	N
ISTINCL6	AOS26	same	EVT0108	EVT0108	685	685	Y	identical	identical	1	1	0	0	N	N
ISTINCL7	AOS26	same	EVT0108	EVT0108	621	621	Y	differs	differs	1	1	4	4	N	N
ISTINCL8	AOS26	same	EVT0108	EVT0108	1061	1061	Y	identical	identical	1	1	0	0	N	N
ISTINCLM	AOS24	same	EVT0108	EVT0108	781	781	Y	identical	identical	1	1	0	0	N	N
ISTINCMD	AOS26	same	EVT0108	EVT0108	1629	1629	Y	differs	differs	1	1	7	7	N	N
ISTINCMR	AOS26	same	EVT0108	EVT0108	965	965	Y	differs	differs	1	1	61	61	N	N
ISTINCMS	AOS26	same	UZ22722	UZ22722	3773	3773	Y	differs	differs	1	1	0	0	Y	Y
ISTINCMY	AOS26	same	UZ20218	UZ20218	5157	5157	Y	differs	differs	1	1	0	0	Y	Y
ISTINCNS	AOS26	same	UZ35168	UZ35168	2005	2005	Y	differs	differs	1	1	0	0	Y	Y
ISTINCOE	AOS26	same	EVT0108	EVT0108	525	525	Y	differs	differs	1	1	77	77	N	N
ISTINCOI	AOS26	same	EVT0108	EVT0108	541	541	Y	differs	differs	1	1	75	75	N	N
ISTINCOQ	AOS26	same	UZ31983	UZ31983	733	733	Y	differs	differs	1	1	0	0	Y	Y
ISTINCOS	AOS26	same	EVT0108	EVT0108	3001	3001	Y	identical	identical	1	1	0	0	N	N
ISTINCPD	AOS26	same	EVT0108	EVT0108	3297	3297	Y	identical	identical	1	1	0	0	N	N
ISTINCPH	AOS26	same	UZ32978	UZ32978	4653	4653	Y	differs	differs	1	1	0	0	Y	Y
ISTINCQB	AOS26	same	EVT0108	EVT0108	1565	1565	Y	differs	differs	1	1	155	155	N	N
ISTINCQE	AOS26	same	UZ33217	UZ33217	1773	1773	Y	differs	differs	1	1	0	0	Y	Y
ISTINCR1	AOS26	same	EVT0108	EVT0108	1477	1477	Y	differs	differs	1	1	1	1	N	N
ISTINCR2	AOS26	same	EVT0108	EVT0108	1933	1933	Y	differs	differs	1	1	2	2	N	N
ISTINCR3	AOS26	same	EVT0108	EVT0108	1589	1589	Y	identical	identical	1	1	0	0	N	N
ISTINCR4	AOS26	same	UZ33551	UZ33551	4973	4973	Y	differs	differs	1	1	0	0	Y	Y
ISTINCR5	AOS26	same	EVT0108	EVT0108	2301	2301	Y	differs	differs	1	1	3	3	N	N
ISTINCR6	AOS26	same	UZ31983	UZ31983	3733	3733	Y	differs	differs	1	1	0	0	Y	Y
ISTINCRD	AOS26	same	UZ36908	UZ36908	3829	3829	Y	differs	differs	1	1	0	0	Y	Y
ISTINCRF	AOS26	same	EVT0108	EVT0108	1661	1661	Y	differs	differs	1	1	98	98	N	N
ISTINCRP	AOS26	same	UZ31983	UZ31983	1121	1121	Y	differs	differs	1	1	0	0	Y	Y
ISTINCRR	AOS26	same	EVT0108	EVT0108	5461	5461	Y	identical	identical	1	1	0	0	N	N
ISTINCRS	AOS26	same	EVT0108	EVT0108	877	877	Y	differs	differs	1	1	60	60	N	N
ISTINCS1	AOS26	same	EVT0108	EVT0108	613	613	Y	identical	identical	1	1	0	0	N	N
ISTINCSD	AOS26	same	EVT0108	EVT0108	373	373	Y	differs	differs	1	1	6	6	N	N
ISTINCSH	AOS24	same	EVT0108	EVT0108	818	818	Y	differs	differs	2	2	1	1	N	N
