module	distlib	tk5_rmid	ce_rmid	state
IGCFK10D	AOS21	UZ27635	UZ27635	same
IGCFL10D	AOS21	UZ36066	UZ36066	same
IGCFP10D	AOS21	UZ29096	UZ29096	same
IGCFQ10D	AOS21	UZ27635	UZ27635	same
IGCFR10D	AOS21	UZ56668	UZ56668	same
IGCH010D	AOS21	UZ34240	UZ34240	same
IGCI010D	AOS21	UZ27746	UZ27746	same
IGCI110D	AOS21	UZ27746	UZ27746	same
IGCI210D	AOS21	UZ27746	UZ27746	same
IGCI310D	AOS21	UZ27746	UZ27746	same
IGCM010D	AOS21	UZ27662	UZ27662	same
IGCM110D	AOS21	UZ29740	UZ29740	same
IGCM210D	AOS21	UZ27662	UZ27662	same
IGCM310D	AOS21	UZ27662	UZ27662	same
IGCM410D	AOS21	UZ27662	UZ27662	same
IGCM510D	AOS21	UZ27662	UZ27662	same
IGCM610D	AOS21	UZ31409	UZ31409	same
IGCM710D	AOS21	UZ27662	UZ27662	same
IGCM810D	AOS21	UZ27662	UZ27662	same
IGCM910D	AOS21	UZ31727	UZ31727	same
IGCMA10D	AOS21	UZ27636	UZ27636	same
IGCMB10D	AOS21	UZ31811	UZ31811	same
IGCMD10D	AOS21	UZ34765	UZ34765	same
IGCME10D	AOS21	UZ27636	UZ27636	same
IGCMF10D	AOS21	UZ30306	UZ30306	same
IGCMG10D	AOS21	UZ27636	UZ27636	same
IGCMH10D	AOS21	UZ27636	UZ27636	same
IGCMI10D	AOS21	UZ35493	UZ35493	same
IGCMK10D	AOS21	UZ27636	UZ27636	same
IGCML10D	AOS21	UZ27636	UZ27636	same
IGCMM10D	AOS21	UZ31392	UZ31392	same
IGCMN10D	AOS21	UZ27636	UZ27636	same
IGCMP10D	AOS21	UZ59303	UZ31467	rmid-differs
IGCMR10D	AOS21	UZ27636	UZ27636	same
IGCMS10D	AOS21	UZ27636	UZ27636	same
IGCMSG6C	ALPALIB	EDM1102	EDM1102	same
IGCMT10D	AOS21	UZ27636	UZ27636	same
IGCMU10D	AOS21	UZ27636	UZ27636	same
IGCMV10D	AOS21	UZ27636	UZ27636	same
IGCMY10D	AOS21	UZ27636	UZ27636	same
IGCMZ10D	AOS21	UZ30537	UZ30537	same
IGCN010D	AOS21	UZ27662	UZ27662	same
IGCN410D	AOS21	UZ30234	UZ30234	same
IGCN510D	AOS21	UZ35493	UZ35493	same
IGCR010D	AOS21	UZ28559	UZ28559	same
IGCSW10D	AOS21	ETC0108	ETC0108	same
IGCT0018	AOSD0	UZ60962	UZ53850	rmid-differs
IGCT0021	AOSD0	UZ66006	UZ55313	rmid-differs
IGCT002D	AOSD0	UZ28801	UZ28801	same
IGCT002E	AOSD0	UZ28600	UZ28600	same
IGCT005C	AOSD7	EDM1102	EDM1102	same
IGCT005G	AOSD7	EDM1102	EDM1102	same
IGCT0069	AOSD0	UZ28600	UZ28600	same
IGCT006H	AOSD0	EDM1102	EDM1102	same
IGCT010D	AOS21	UZ56198	UZ56198	same
IGCT010E	AOSD0	UZ31619	UZ31619	same
IGCT105C	AOSD7	UZ25760	UZ25760	same
IGCT1081	AOSD0	UZ35199	UZ35199	same
IGCT110D	AOS21	UZ27662	UZ27662	same
IGCT210D	AOS21	UZ33512	UZ33512	same
IGCV010D	AOS21	UZ27703	UZ27703	same
IGCV110D	AOS21	UZ37626	UZ37626	same
IGCV210D	AOS21	UZ29588	UZ29588	same
IGCV310D	AOS21	UZ27703	UZ27703	same
IGCV410D	AOS21	UZ27703	UZ27703	same
IGCV510D	AOS21	UZ27703	UZ27703	same
IGCV610D	AOS21	UZ27703	UZ27703	same
IGCV710D	AOS21	UZ27703	UZ27703	same
IGCV810D	AOS21	UZ34129	UZ34129	same
IGCV910D	AOS21	UZ34214	UZ34214	same
IGCVA10D	AOS21	UZ32324	UZ32324	same
IGCVE10D	AOS21	UZ62603	UZ29170	rmid-differs
IGCVF10D	AOS21	UZ59303	UZ27703	rmid-differs
IGCVG10D	AOS21	UZ27703	UZ27703	same
IGCVI10D	AOS21	UZ29673	UZ29673	same
IGCVK10D	AOS21	UZ29096	UZ29096	same
IGCZ010D	AOS21	UZ27703	UZ27703	same
IGCZ110D	AOS21	UZ32838	UZ32838	same
IGE0000D	AOSCA	EDS1102	EDS1102	same
IGE0000E	AOSCA	EDS1102	EDS1102	same
IGE0000G	AOSCA	UZ47741	UZ53720	rmid-differs
IGE0000H	AOSCA	EDS1102	EDS1102	same
IGE0000I	AOSCA	UZ79837	UZ68825	rmid-differs
IGE0001A	AOSCA	UZ25256	UZ25256	same
IGE0001C	AOSCA	UZ37689	UZ37689	same
IGE0001F	AOSCA	UY55885	EMI1102	rmid-differs
IGE0001G	AOSD0	EMI1102	EMI1102	same
IGE0001H	AOSCA	UZ54303	UZ54303	same
IGE0002A	AOSCA	EDS1102	EDS1102	same
IGE0002B	AOSD0	UZ47406	UZ24023	rmid-differs
IGE0002C	AOSD0	UZ81419	UZ28513	rmid-differs
IGE0002E	AOSC5	UZ69562	UZ69562	same
IGE0003C	AOSCA	EBB1102	EBB1102	same
IGE0004A	AOS20	UZ32772	UZ32772	same
IGE0004B	AOS20	UZ25095	UZ25095	same
IGE0004C	AOS20	UZ40804	UZ51598	rmid-differs
IGE0004D	AOS20	UY15207	UZ37326	rmid-differs
IGE0004G	AOS21	UZ27679	UZ27679	same
IGE0004H	AOS21	UZ27679	UZ27679	same
IGE0004I	AOS21	UZ34459	UZ34459	same
IGE0010A	AOSG0	UZ69350	UZ56893	rmid-differs
IGE0010B	AOSG0	UZ56893	UZ56893	same
IGE0010D	AOSG0	UZ59565	UZ28266	rmid-differs
IGE0010E	AOSG0	UY37061	UZ33213	rmid-differs
IGE0011A	AOSU0	UZ53265	UZ53265	same
IGE0011C	AOSD0	UZ47406	UZ35360	rmid-differs
IGE0011D	AOSD0	UZ47406	UZ35360	rmid-differs
IGE0011E	AOSD0	EST1102	EST1102	same
IGE0019I	AOS06	UZ32374	UZ32374	same
IGE0025C	ALPALIB	UZ69699	UZ67316	rmid-differs
IGE0025D	ALPALIB	EBB1102	EBB1102	same
IGE0100I	AOSCA	UZ68825	UZ68825	same
IGE0101F	AOSCA	UZ47406	UZ28840	rmid-differs
IGE0104A	AOS20	UZ72363	UZ32821	rmid-differs
IGE0104B	AOS20	UZ25095	UZ25095	same
IGE0104C	AOS20	UZ40804	UZ29446	rmid-differs
IGE0104G	AOS21	UZ24650	UZ24650	same
IGE0104H	AOS21	ETC0108	ETC0108	same
IGE0119I	AOS06	EBB1102	EBB1102	same
IGE0204A	AOS20	UY76720	UZ25095	rmid-differs
IGE0204B	AOS20	UZ68854	UZ32775	rmid-differs
IGE0204C	AOS20	UZ40804	UZ51599	rmid-differs
IGE0204G	AOS21	UZ31490	UZ31490	same
IGE0204H	AOS21	UZ26340	UZ26340	same
IGE0301H	AOSCA	UZ71390	UZ90135	rmid-differs
IGE0304A	AOS20	UZ25095	UZ25095	same
IGE0304B	AOS20	UZ25095	UZ25095	same
IGE0304C	AOS20	UZ40804	UZ25095	rmid-differs
IGE0304G	AOS21	UZ24650	UZ24650	same
IGE0404A	AOS20	UZ25095	UZ25095	same
IGE0404B	AOS20	UZ72363	UZ30960	rmid-differs
IGE0404C	AOS20	UY76720	UZ25095	rmid-differs
IGE0404G	AOS21	UZ29346	UZ29346	same
IGE0404H	AOS21	UZ30695	UZ30695	same
IGE0504A	AOS20	UZ57352	UZ57352	same
IGE0504B	AOS20	UZ72363	UZ28349	rmid-differs
IGE0504C	AOS20	UY77697	UZ35276	rmid-differs
IGE0504G	AOS21	UZ32899	UZ32899	same
IGE0504H	AOS21	UZ30992	UZ30992	same
IGE0604A	AOS20	UZ25096	UZ25096	same
IGE0604B	AOS20	UZ29370	UZ29370	same
IGE0604C	AOS20	UY76720	UZ25096	rmid-differs
IGE0604G	AOS21	UZ24650	UZ24650	same
IGE0660A	AOSCE	EBB1102	EBB1102	same
IGE0704A	AOS20	UZ25096	UZ25096	same
IGE0704B	AOS20	UZ25096	UZ25096	same
IGE0704C	AOS20	UY61527	UZ25096	rmid-differs
IGE0804A	AOS20	UZ25096	UZ25096	same
IGE0804B	AOS20	UZ25096	UZ25096	same
IGE0804C	AOS20	UZ40804	UZ25096	rmid-differs
IGE0804G	AOS21	ETC0108	ETC0108	same
IGE0804H	AOS21	ETC0108	ETC0108	same
IGE0904A	AOS20	UZ25096	UZ25096	same
IGE0904B	AOS20	UZ75642	UZ33405	rmid-differs
IGE0904C	AOS20	UY00293	UZ35277	rmid-differs
IGE0904G	AOS21	UZ31401	UZ31401	same
IGE0904H	AOS21	UZ30992	UZ30992	same
IGE0904I	AOS21	UZ30860	UZ30860	same
IGF2503D	AOSCE	EBB1102	EBB1102	same
IGF2603D	AOSCE	EBB1102	EBB1102	same
IGFC60	AOSCE	UZ27409	UZ27409	same
IGFC70	AOSCE	EBB1102	EBB1102	same
IGFC80	AOSCE	EBB1102	EBB1102	same
IGFCCHCR	AOSCE	UZ29478	UZ29478	same
IGFCCHED	AOSCE	FBB1221	FBB1221	same
IGFCHDA	AOSCE	EBB1102	EBB1102	same
IGFCIC	AOSCE	FBB1221	FBB1221	same
IGFCINIT	AOSC5	UZ26706	UZ26706	same
IGFDD0	AOSCE	EBB1102	EBB1102	same
IGFDD1	AOSCE	EBB1102	EBB1102	same
IGFDE0	AOSCE	EBB1102	EBB1102	same
IGFDE1	AOSCE	UZ23582	UZ23582	same
IGFDI0	AOSCE	EBB1102	EBB1102	same
IGFDI1	AOSCE	UZ25911	UZ25911	same
IGFDL1	AOSCE	EBB1102	EBB1102	same
IGFDM0	AOSCE	EBB1102	EBB1102	same
IGFDM1	AOSCE	UZ81089	UZ25911	rmid-differs
IGFDMTXT	AOSCE	UZ35695	UZ35695	same
IGFDR0	AOSCE	UZ29481	UZ29481	same
IGFDS0	AOSCE	EBB1102	EBB1102	same
IGFDS1	AOSCE	EBB1102	EBB1102	same
IGFDT0	AOSCE	EBB1102	EBB1102	same
IGFDT1	AOSCE	UZ35695	UZ35695	same
IGFDT2	AOSCE	UZ60605	UZ60605	same
IGFDU0	AOSCE	EBB1102	EBB1102	same
IGFDU1	AOSCE	EBB1102	EBB1102	same
IGFDV0	AOSCE	UZ35695	UZ35695	same
IGFDV1	AOSCE	UZ33926	UZ33926	same
IGFDW0	AOSCE	EBB1102	EBB1102	same
IGFINTVL	AOSCE	UZ90161	UZ90161	same
IGFPBUCR	AOSCE	UZ29509	UZ29509	same
IGFPEXIT	AOSCE	EBB1102	EBB1102	same
IGFPINIT	AOSC5	EBB1102	EBB1102	same
IGFPKREF	AOSCE	EBB1102	EBB1102	same
IGFPMCIH	AOSCE	UZ21618	UZ21618	same
IGFPMFRS	AOSCE	EBB1102	EBB1102	same
IGFPMHCA	AOSCE	UZ24574	UZ24574	same
IGFPMKTA	AOSCE	UZ24574	UZ24574	same
IGFPMMSG	AOSCE	EBB1102	EBB1102	same
IGFPMPFX	AOSCE	EBB1102	EBB1102	same
IGFPMRTM	AOSCE	EBB1102	EBB1102	same
IGFPMSCA	AOSCE	EBB1102	EBB1102	same
IGFPMTHA	AOSCE	EBB1102	EBB1102	same
IGFPNRFH	AOSCE	EBB1102	EBB1102	same
IGFPNSAV	AOSC5	EBB1102	EBB1102	same
IGFPSAD0	AOSCE	EBB1102	EBB1102	same
IGFPTAIM	AOSCE	UZ24574	UZ24574	same
IGFPTCON	AOSCE	EBB1102	EBB1102	same
IGFPTERM	AOSCE	UZ27139	UZ27139	same
IGFPTREC	AOSCE	UZ25984	UZ25984	same
IGFPTSIG	AOSCE	UZ55036	UZ55036	same
IGFPWMSG	AOSCE	FBB1221	FBB1221	same
IGFPXMFA	AOSCE	UZ33271	UZ33271	same
IGFRINIT	AOSC5	EBB1102	EBB1102	same
IGFRWAC	AOSCE	EBB1102	EBB1102	same
IGFTMC00	AOSCE	UZ36506	UZ36506	same
IGFTMCHK	AOSCE	UZ56937	UZ56937	same
IGG01910	AOSD0	EDM1102	EDM1102	same
IGG01911	AOSD0	EDM1102	EDM1102	same
IGG01912	AOSD0	EDM1102	EDM1102	same
IGG01913	AOSD0	EDM1102	EDM1102	same
IGG01915	AOSD0	EDM1102	EDM1102	same
IGG01916	AOSD0	UZ25502	UZ25502	same
IGG01917	AOSD0	EDM1102	EDM1102	same
IGG01918	AOSD0	EDM1102	EDM1102	same
IGG01919	AOSD0	EDM1102	EDM1102	same
IGG0191A	AOSD0	UZ59848	UZ30313	rmid-differs
IGG0191B	AOSD0	EDM1102	EDM1102	same
IGG0191C	AOSD0	UZ31695	UZ31695	same
IGG0191D	AOSD0	EDM1102	EDM1102	same
IGG0191F	AOSD0	EDM1102	EDM1102	same
IGG0191G	AOSD0	EDM1102	EDM1102	same
IGG0191H	AOSD0	EDM1102	EDM1102	same
IGG0191I	AOSD0	UZ78191	UZ54126	rmid-differs
IGG0191J	AOSD0	EDM1102	EDM1102	same
IGG0191K	AOSD0	EDM1102	EDM1102	same
IGG0191L	AOSD7	UZ90072	UZ90072	same
IGG0191M	AOSD7	UZ90072	UZ90072	same
IGG0191N	AOSD0	UZ70771	UZ53963	rmid-differs
IGG0191O	AOSD0	EDM1102	EDM1102	same
IGG0191P	AOSD0	EDM1102	EDM1102	same
IGG0191Q	AOSD0	UZ90037	UZ90037	same
IGG0191R	AOSD0	UZ51927	UZ51927	same
IGG0191S	AOSD0	UZ37211	UZ37211	same
IGG0191T	AOSD0	UZ63029	UZ90037	rmid-differs
IGG0191U	AOSD0	UZ90037	UZ90037	same
IGG0191V	AOSD0	UZ34565	UZ34565	same
IGG0191W	AOSD0	EDM1102	EDM1102	same
IGG0191X	AOSD0	EDM1102	EDM1102	same
IGG0191Y	AOSD0	EDM1102	EDM1102	same
IGG0191Z	AOSD0	EDM1102	EDM1102	same
IGG01920	AOSD8	UZ66364	EDM1102	rmid-differs
IGG01921	AOSD8	UZ90073	UZ90073	same
IGG01922	AOSD8	EDM1102	EDM1102	same
IGG01923	AOSD0	EDM1102	EDM1102	same
IGG01924	AOSD8	UZ90074	UZ90074	same
IGG01926	AOSD0	EDM1102	EDM1102	same
IGG01928	AOSD8	UZ30106	UZ30106	same
IGG01929	AOSD8	EDM1102	EDM1102	same
IGG0192A	AOSD8	UZ34839	UZ34839	same
IGG0192B	AOSD8	UZ72895	UZ30108	rmid-differs
IGG0192C	AOSD8	UZ30104	UZ30104	same
IGG0192D	AOSD8	UZ90073	UZ90073	same
IGG0192E	AOSD8	EDM1102	EDM1102	same
IGG0192F	AOSD8	UZ53935	UZ53935	same
IGG0192G	AOSD8	EDM1102	EDM1102	same
IGG0192H	AOSD8	UZ90075	UZ90075	same
IGG0192I	AOSD8	UZ90075	UZ90075	same
IGG0192J	AOSD8	EDM1102	EDM1102	same
IGG0192K	AOSD8	EDM1102	EDM1102	same
IGG0192L	AOSD8	EDM1102	EDM1102	same
IGG0192M	AOSD8	EDM1102	EDM1102	same
IGG0192N	AOSD8	EDM1102	EDM1102	same
IGG0192O	AOSD8	EDM1102	EDM1102	same
IGG0192P	AOSD8	UZ65546	UZ52841	rmid-differs
IGG0192Q	AOSD8	EDM1102	EDM1102	same
IGG0192R	AOSD8	UZ30105	UZ30105	same
IGG0192S	AOSD8	UZ31697	UZ31697	same
IGG0192T	AOSD8	EDM1102	EDM1102	same
IGG0192U	AOSD8	UZ30105	UZ30105	same
IGG0192V	AOSD8	EDM1102	EDM1102	same
IGG0192W	AOSD8	UZ30733	UZ30733	same
IGG0192X	AOSD8	EDM1102	EDM1102	same
IGG0192Z	AOSD8	EDM1102	EDM1102	same
IGG01930	AOS21	UZ30701	UZ30701	same
IGG01931	AOS21	UZ28558	UZ28558	same
IGG01933	AOS21	UZ30701	UZ30701	same
IGG01934	AOS21	UZ36497	UZ36497	same
IGG01935	AOS21	UZ26615	UZ26615	same
IGG01936	AOS21	UZ30992	UZ30992	same
IGG01937	AOS21	UZ34176	UZ34176	same
IGG01938	AOS21	UZ32387	UZ32387	same
IGG01939	AOS21	UZ34279	UZ34279	same
IGG0193A	AOSD7	UZ47545	UZ90072	rmid-differs
IGG0193I	AOSD0	UZ90041	UZ90041	same
IGG0193K	AOSD0	UZ55481	UZ55481	same
IGG0193M	AOS20	UY11554	EBT1102	rmid-differs
IGG0193Q	AOS20	UY76720	UZ31104	rmid-differs
IGG0193S	AOS20	UY11554	UZ27940	rmid-differs
IGG0193Y	AOSG0	UY05260	UZ31164	rmid-differs
IGG01940	AOS21	ETC0108	ETC0108	same
IGG01941	AOS21	UZ59303	UZ24392	rmid-differs
IGG01942	AOS21	UZ35116	UZ35116	same
IGG01943	AOS21	UZ34005	UZ34005	same
IGG01944	AOS21	UZ30511	UZ30511	same
IGG01945	AOS21	UZ24392	UZ24392	same
IGG01946	AOS21	UZ24650	UZ24650	same
IGG01948	AOS21	ETC0108	ETC0108	same
IGG01949	AOS21	UZ28532	UZ28532	same
IGG0194B	AOS21	UZ24392	UZ24392	same
IGG0194N	AOS20	UY78248	EBT1102	rmid-differs
IGG0194P	AOS20	UY76720	UZ52176	rmid-differs
IGG0194Q	AOS20	UY11554	UZ28053	rmid-differs
IGG01950	AOSD8	UZ34778	UZ34778	same
IGG0195D	AOSD8	EDM1102	EDM1102	same
IGG0195G	AOSD8	EDM1102	EDM1102	same
IGG0195T	AOSD8	EDM1102	EDM1102	same
IGG0195U	AOSD8	EDM1102	EDM1102	same
IGG0196A	AOSD0	UZ28061	UZ28061	same
IGG0196B	AOSD0	UZ28061	UZ28061	same
IGG0196C	AOSD8	EDM1102	EDM1102	same
IGG0196D	AOSD8	EDM1102	EDM1102	same
IGG0196G	AOSD8	UZ90073	UZ90073	same
IGG0196I	AOSD0	UZ77281	UZ29852	rmid-differs
IGG0196K	AOSD0	UZ90041	UZ90041	same
IGG0196L	AOSD0	UZ28009	UZ28009	same
IGG0196M	AOSD0	UZ75241	UZ27759	rmid-differs
IGG0196P	AOSD0	EDM1102	EDM1102	same
IGG0196Q	AOSD0	FDM1133	FDM1133	same
IGG0196R	AOSD0	UZ47406	EMI1102	rmid-differs
IGG0196S	AOST3	ETI1106	ETI1106	same
IGG0197A	AOSD0	EMI1102	EMI1102	same
IGG0197B	AOSD0	UZ27946	UZ27946	same
IGG0197C	AOSD0	EST1102	EST1102	same
IGG0197D	AOSD0	EST1102	EST1102	same
IGG0197E	AOSD0	UZ31916	UZ31916	same
IGG0197F	AOSD0	UZ61261	UZ56363	rmid-differs
IGG0197J	AOSD0	EDM1102	EDM1102	same
IGG0197K	AOSD0	EDM1102	EDM1102	same
IGG0197L	AOSD0	UZ30760	UZ30760	same
IGG0197M	AOSD0	EBB1102	EBB1102	same
IGG0197N	AOSD0	UZ22457	UZ22457	same
IGG0197P	AOSD0	EBB1102	EBB1102	same
IGG0197Q	AOSD0	EBB1102	EBB1102	same
IGG0197U	AOSD0	UZ35200	UZ35200	same
IGG0197V	AOSD0	UZ80304	UZ27606	rmid-differs
IGG0198B	AOS21	UZ28558	UZ28558	same
IGG0198D	AOS21	UZ24650	UZ24650	same
IGG0198E	AOS21	UZ37826	UZ37826	same
IGG0198L	AOSD0	EDM1102	EDM1102	same
IGG01991	AOSD0	EDM1102	EDM1102	same
IGG01992	AOSD0	EDM1102	EDM1102	same
IGG01993	AOSD0	EDM1102	EDM1102	same
IGG01994	AOSD0	EDM1102	EDM1102	same
IGG0199F	AOSD0	UZ38207	UZ56881	rmid-differs
IGG0199G	AOSD0	UZ56759	UZ26206	rmid-differs
IGG0199K	AOSD0	EDM1102	EDM1102	same
IGG0199L	AOSD7	UZ72207	UZ90072	rmid-differs
IGG0199O	AOSD0	EDM1102	EDM1102	same
IGG0199W	AOSD0	UZ76220	UZ23267	rmid-differs
IGG019A4	AOSU0	EMS1102	EMS1102	same
IGG019AA	AOSD0	UZ26802	UZ26802	same
IGG019AB	AOSD0	UZ34974	UZ34974	same
IGG019AC	AOSD0	EDM1102	EDM1102	same
IGG019AD	AOSD0	UZ71546	UZ28913	rmid-differs
IGG019AE	AOSD0	EDM1102	EDM1102	same
IGG019AF	AOSD0	EDM1102	EDM1102	same
IGG019AG	AOSD0	EDM1102	EDM1102	same
IGG019AH	AOSD0	UZ38989	UZ30731	rmid-differs
IGG019AI	AOSD0	EDM1102	EDM1102	same
IGG019AJ	AOSD0	UZ51744	UZ51744	same
IGG019AK	AOSD0	EDM1102	EDM1102	same
IGG019AL	AOSD0	EDM1102	EDM1102	same
IGG019AM	AOSD0	EDM1102	EDM1102	same
IGG019AN	AOSD0	EDM1102	EDM1102	same
IGG019AQ	AOSD0	UZ51562	UZ51562	same
IGG019AR	AOSD0	UZ90037	UZ90037	same
IGG019AT	AOSD0	EDM1102	EDM1102	same
IGG019AV	AOSD0	EDM1102	EDM1102	same
IGG019AW	AOSD0	EDM1102	EDM1102	same
IGG019AX	AOSD0	EDM1102	EDM1102	same
IGG019B0	AOSD0	EDM1102	EDM1102	same
IGG019BA	AOSD0	UZ73463	UZ36655	rmid-differs
IGG019BB	AOSD0	UZ53965	UZ53965	same
IGG019BC	AOSD0	EDM1102	EDM1102	same
IGG019BD	AOSD0	EDM1102	EDM1102	same
IGG019BE	AOSD0	EDM1102	EDM1102	same
IGG019BF	AOSD0	EDM1102	EDM1102	same
IGG019BG	AOSD0	EDM1102	EDM1102	same
IGG019BH	AOSD0	UZ25687	UZ25687	same
IGG019BI	AOSD0	EDM1102	EDM1102	same
IGG019BK	AOSD0	UZ23931	UZ23931	same
IGG019BL	AOSD0	EDM1102	EDM1102	same
IGG019BM	AOSD0	UZ28605	UZ28605	same
IGG019BN	AOSD0	UZ61346	EDM1102	rmid-differs
IGG019BO	AOSD0	UZ64107	EDM1102	rmid-differs
IGG019BP	AOSD0	EDM1102	EDM1102	same
IGG019BQ	AOSD0	UZ31876	UZ31876	same
IGG019BR	AOSD7	UZ65512	UZ36469	rmid-differs
IGG019BS	AOSD7	EDM1102	EDM1102	same
IGG019BT	AOSD7	EDM1102	EDM1102	same
IGG019BU	AOSD7	EDM1102	EDM1102	same
IGG019BV	AOSD7	UZ28667	UZ28667	same
IGG019C0	AOSD0	UZ53969	UZ53969	same
IGG019C1	AOSD0	UZ33555	UZ33555	same
IGG019C2	AOSD0	UZ57059	UZ57059	same
IGG019C3	AOSD0	UZ28605	UZ28605	same
IGG019C4	AOSD0	UZ28605	UZ28605	same
IGG019C8	AOSU0	UZ90091	UZ90091	same
IGG019CA	AOSD0	EDM1102	EDM1102	same
IGG019CB	AOSD0	UZ90037	UZ90037	same
IGG019CC	AOSD0	UZ61346	UZ37211	rmid-differs
IGG019CD	AOSD0	UZ67083	UZ54807	rmid-differs
IGG019CE	AOSD0	UZ53242	UZ53242	same
IGG019CF	AOSD0	UZ53242	UZ53242	same
IGG019CG	AOSD0	UZ28605	UZ28605	same
IGG019CH	AOSD0	UZ28605	UZ28605	same
IGG019CI	AOSD0	UZ28600	UZ28600	same
IGG019CJ	AOSD0	UZ28600	UZ28600	same
IGG019CL	AOSD0	UZ28801	UZ28801	same
IGG019CM	AOSD0	EDM1102	EDM1102	same
IGG019CN	AOSD0	EDM1102	EDM1102	same
IGG019CO	AOSD0	EDM1102	EDM1102	same
IGG019CP	AOSD0	EDM1102	EDM1102	same
IGG019CQ	AOSD0	EDM1102	EDM1102	same
IGG019CR	AOSD0	EDM1102	EDM1102	same
IGG019CS	AOSD0	EDM1102	EDM1102	same
IGG019CT	AOSD0	EDM1102	EDM1102	same
IGG019CU	AOSD0	UZ74098	UZ53967	rmid-differs
IGG019CV	AOSD0	UZ72535	UZ55816	rmid-differs
IGG019CW	AOSD0	UZ61346	UZ37211	rmid-differs
IGG019CX	AOSD0	UZ53242	UZ53242	same
IGG019CY	AOSD0	UZ53242	UZ53242	same
IGG019CZ	AOSD0	UZ54990	UZ54990	same
IGG019DA	AOSD7	UZ78992	UZ90072	rmid-differs
IGG019DB	AOSD7	UZ66724	UZ90072	rmid-differs
IGG019DC	AOSD7	EDM1102	EDM1102	same
IGG019DD	AOSD7	UZ90072	UZ90072	same
IGG019DJ	AOSD0	UZ72372	UZ36378	rmid-differs
IGG019DK	AOSD0	UZ76001	UZ35407	rmid-differs
IGG019EI	AOSD0	UZ28801	UZ28801	same
IGG019EJ	AOSD0	UZ28801	UZ28801	same
IGG019EK	AOSD0	EDM1102	EDM1102	same
IGG019EM	AOS21	ETC0108	ETC0108	same
IGG019FA	AOSD0	EBB1102	EBB1102	same
IGG019FB	AOSD0	EDM1102	EDM1102	same
IGG019FD	AOSD0	UZ58823	EDM1102	rmid-differs
IGG019FF	AOSD0	EDM1102	EDM1102	same
IGG019FG	AOSD0	UZ32515	UZ32515	same
IGG019FJ	AOSD0	EDM1102	EDM1102	same
IGG019FK	AOSD0	EBB1102	EBB1102	same
IGG019FL	AOSD0	UZ75050	EDM1102	rmid-differs
IGG019FP	AOSD0	UZ28605	UZ28605	same
IGG019FQ	AOSD0	EBB1102	EBB1102	same
IGG019FR	AOSD0	UZ28606	UZ28606	same
IGG019FS	AOSD0	EDM1102	EDM1102	same
IGG019FT	AOSU0	EUT1102	EUT1102	same
IGG019FU	AOSD0	EBB1102	EBB1102	same
IGG019G0	AOSD8	UZ30109	UZ30109	same
IGG019G1	AOSD8	UZ30109	UZ30109	same
IGG019G2	AOSD8	UZ30109	UZ30109	same
IGG019G3	AOSD8	UZ30109	UZ30109	same
IGG019G4	AOSD8	UZ30109	UZ30109	same
IGG019G5	AOSD8	UZ30109	UZ30109	same
IGG019G6	AOSD8	UZ30109	UZ30109	same
IGG019G7	AOSD8	UZ30109	UZ30109	same
IGG019G8	AOSD8	UZ30109	UZ30109	same
IGG019G9	AOSD8	UZ30109	UZ30109	same
IGG019GA	AOSD8	EDM1102	EDM1102	same
IGG019GB	AOSD8	EDM1102	EDM1102	same
IGG019GC	AOSD8	EDM1102	EDM1102	same
IGG019GD	AOSD8	EDM1102	EDM1102	same
IGG019GE	AOSD8	EDM1102	EDM1102	same
IGG019GF	AOSD8	EDM1102	EDM1102	same
IGG019GG	AOSD8	UZ90073	UZ90073	same
IGG019GN	AOSD8	EDM1102	EDM1102	same
IGG019GO	AOSD8	EDM1102	EDM1102	same
IGG019GW	AOSD8	UZ27522	UZ27522	same
IGG019GZ	AOSD8	UZ28381	UZ28381	same
IGG019H3	AOSD8	UZ30107	UZ30107	same
IGG019HA	AOSD8	UZ90074	UZ90074	same
IGG019HB	AOSD8	UZ35389	UZ35389	same
IGG019HD	AOSD8	EDM1102	EDM1102	same
IGG019HF	AOSD8	EDM1102	EDM1102	same
IGG019HG	AOSD8	UZ90074	UZ90074	same
IGG019HH	AOSD8	EDM1102	EDM1102	same
IGG019HI	AOSD8	EDM1102	EDM1102	same
IGG019HJ	AOSD8	EDM1102	EDM1102	same
IGG019HK	AOSD8	EDM1102	EDM1102	same
IGG019HL	AOSD8	EDM1102	EDM1102	same
IGG019HN	AOSD8	UZ35389	UZ35389	same
IGG019HP	AOSD8	EDM1102	EDM1102	same
IGG019HT	AOSD0	EDM1102	EDM1102	same
IGG019I1	AOSD8	EDM1102	EDM1102	same
IGG019I2	AOSD8	EDM1102	EDM1102	same
IGG019I9	AOSD8	UZ30110	UZ30110	same
IGG019IA	AOSD8	UZ68250	UZ31763	rmid-differs
IGG019IB	AOSD8	UZ31763	UZ31763	same
IGG019IE	AOSD8	EDM1102	EDM1102	same
IGG019IF	AOSD8	EDM1102	EDM1102	same
IGG019IN	AOSD8	EDM1102	EDM1102	same
IGG019IO	AOSD8	UZ30111	UZ30111	same
IGG019IZ	AOSD8	UZ90075	UZ90075	same
IGG019J0	AOSD8	EDM1102	EDM1102	same
IGG019J3	AOSD8	UZ30107	UZ30107	same
IGG019JA	AOSD7	UZ32655	UZ32655	same
