kind	module	dlib	tk5_rmid	ce_rmid	len_tk5	len_ce	verdict	ndiff
divergent	IGE0011C	AOSD0	UZ47406	UZ35360	1686	1494	len-diff	1332
divergent	IGE0011D	AOSD0	UZ47406	UZ35360	1470	1350	len-diff	1123
divergent	IGE0025C	ALPALIB	UZ69699	UZ67316	2349	2341	len-diff	1194
divergent	IGE0101F	AOSCA	UZ47406	UZ28840	1702	1557	len-diff	1359
divergent	IGE0104A	AOS20	UZ72363	UZ32821	1158	1142	len-diff	480
divergent	IGE0104C	AOS20	UZ40804	UZ29446	846	846	content-diff	399
divergent	IGE0204A	AOS20	UY76720	UZ25095	1222	1174	len-diff	599
divergent	IGE0204B	AOS20	UZ68854	UZ32775	966	966	content-diff	32
divergent	IGE0204C	AOS20	UZ40804	UZ51599	1774	1766	len-diff	1135
divergent	IGE0301H	AOSCA	UZ71390	UZ90135	4205	4157	len-diff	2813
divergent	IGE0304C	AOS20	UZ40804	UZ25095	870	862	len-diff	404
divergent	IGE0404B	AOS20	UZ72363	UZ30960	998	982	len-diff	354
divergent	IGE0404C	AOS20	UY76720	UZ25095	1502	1438	len-diff	1088
divergent	IGE0504B	AOS20	UZ72363	UZ28349	966	950	len-diff	260
divergent	IGE0504C	AOS20	UY77697	UZ35276	2294	2190	len-diff	1788
divergent	IGE0604C	AOS20	UY76720	UZ25096	1046	966	len-diff	627
divergent	IGE0704C	AOS20	UY61527	UZ25096	990	998	len-diff	527
divergent	IGE0804C	AOS20	UZ40804	UZ25096	1054	1046	len-diff	554
divergent	IGE0904B	AOS20	UZ75642	UZ33405	1958	1726	len-diff	1514
divergent	IGE0904C	AOS20	UY00293	UZ35277	2054	2006	len-diff	1405
divergent	IGFDM1	AOSCE	UZ81089	UZ25911	1869	1870	len-diff	1417
divergent	IGG0191A	AOSD0	UZ59848	UZ30313	1414	1415	len-diff	950
divergent	IGG0191I	AOSD0	UZ78191	UZ54126	1262	1238	len-diff	230
divergent	IGG0191N	AOSD0	UZ70771	UZ53963	2734	2646	len-diff	672
divergent	IGG0191T	AOSD0	UZ63029	UZ90037	1246	1231	len-diff	788
divergent	IGG01920	AOSD8	UZ66364	EDM1102	1526	1506	len-diff	1135
divergent	IGG0192B	AOSD8	UZ72895	UZ30108	1334	1327	len-diff	935
divergent	IGG0192P	AOSD8	UZ65546	UZ52841	1230	1230	content-diff	23
divergent	IGG0193A	AOSD7	UZ47545	UZ90072	3982	3959	len-diff	3406
divergent	IGG0193M	AOS20	UY11554	EBT1102	1382	1370	len-diff	1017
divergent	IGG0193Q	AOS20	UY76720	UZ31104	1854	1854	content-diff	1098
divergent	IGG0193S	AOS20	UY11554	UZ27940	1582	1590	len-diff	698
divergent	IGG0193Y	AOSG0	UY05260	UZ31164	2678	2718	len-diff	1595
divergent	IGG01941	AOS21	UZ59303	UZ24392	1602	1594	len-diff	1092
divergent	IGG0194N	AOS20	UY78248	EBT1102	1254	1210	len-diff	890
divergent	IGG0194P	AOS20	UY76720	UZ52176	2414	2414	content-diff	1402
divergent	IGG0194Q	AOS20	UY11554	UZ28053	1694	1694	content-diff	287
divergent	IGG0196I	AOSD0	UZ77281	UZ29852	1198	1135	len-diff	868
divergent	IGG0196M	AOSD0	UZ75241	UZ27759	1494	1495	len-diff	995
divergent	IGG0196R	AOSD0	UZ47406	EMI1102	1390	1357	len-diff	847
divergent	IGG0197F	AOSD0	UZ61261	UZ56363	1766	1766	content-diff	48
divergent	IGG0197V	AOSD0	UZ80304	UZ27606	1422	1421	len-diff	965
divergent	IGG0199F	AOSD0	UZ38207	UZ56881	1669	1669	content-diff	152
divergent	IGG0199G	AOSD0	UZ56759	UZ26206	1669	1670	len-diff	1197
divergent	IGG0199L	AOSD7	UZ72207	UZ90072	1494	1471	len-diff	1087
divergent	IGG0199W	AOSD0	UZ76220	UZ23267	1749	1614	len-diff	1383
divergent	IGG019AD	AOSD0	UZ71546	UZ28913	782	775	len-diff	392
divergent	IGG019AH	AOSD0	UZ38989	UZ30731	1581	1534	len-diff	1130
divergent	IGG019BA	AOSD0	UZ73463	UZ36655	942	942	content-diff	469
divergent	IGG019BN	AOSD0	UZ61346	EDM1102	2430	2397	len-diff	2098
divergent	IGG019BO	AOSD0	UZ64107	EDM1102	1142	1101	len-diff	851
divergent	IGG019BR	AOSD7	UZ65512	UZ36469	2438	2430	len-diff	567
divergent	IGG019CC	AOSD0	UZ61346	UZ37211	1350	1350	content-diff	25
divergent	IGG019CD	AOSD0	UZ67083	UZ54807	1446	1446	content-diff	593
divergent	IGG019CU	AOSD0	UZ74098	UZ53967	2950	2870	len-diff	2411
divergent	IGG019CV	AOSD0	UZ72535	UZ55816	1910	1886	len-diff	728
divergent	IGG019CW	AOSD0	UZ61346	UZ37211	1198	1198	content-diff	25
divergent	IGG019DA	AOSD7	UZ78992	UZ90072	1310	1311	len-diff	901
divergent	IGG019DB	AOSD7	UZ66724	UZ90072	1302	1247	len-diff	949
divergent	IGG019DJ	AOSD0	UZ72372	UZ36378	2325	2165	len-diff	1608
divergent	IGG019DK	AOSD0	UZ76001	UZ35407	2673	2625	len-diff	1945
divergent	IGG019FD	AOSD0	UZ58823	EDM1102	918	906	len-diff	601
divergent	IGG019FL	AOSD0	UZ75050	EDM1102	1014	1002	len-diff	687
divergent	IGG019IA	AOSD8	UZ68250	UZ31763	4662	4615	len-diff	4100
divergent	IGG019JH	AOSD8	UZ65643	UZ54024	4022	4006	len-diff	184
divergent	IGG019KE	AOSD7	UZ66375	EDM1102	742	677	len-diff	490
divergent	IGG019KF	AOSD7	UZ66375	EDM1102	1166	1109	len-diff	911
divergent	IGG019KJ	AOSD7	UZ67148	UZ90072	4266	4267	len-diff	3607
divergent	IGG019KU	AOSD7	UY02271	UZ54063	1414	1382	len-diff	898
divergent	IGG019MA	AOS20	UY15787	UZ56596	4522	4550	len-diff	3760
divergent	IGG019MB	AOS20	UY86189	UZ56056	7398	7078	len-diff	4828
divergent	IGG019MC	AOS20	UY05101	UZ52421	2082	2058	len-diff	1444
divergent	IGG019MR	AOS20	UY15787	UZ25095	3746	3746	content-diff	1794
divergent	IGG019OB	AOSG0	UZ62515	UZ56893	750	750	content-diff	30
divergent	IGG019OE	AOSG0	UZ65007	UZ56893	2990	2862	len-diff	2279
divergent	IGG019PA	AOS20	UZ59296	UZ52994	1022	1038	len-diff	560
divergent	IGG019PG	AOS20	UY15787	UZ25094	630	662	len-diff	161
divergent	IGG019PH	AOS20	UY00891	UZ90084	510	510	content-diff	23
divergent	IGG019PI	AOS20	UY15787	UZ25094	1086	1078	len-diff	105
divergent	IGG019PK	AOS20	UY15787	UZ57416	582	590	len-diff	120
divergent	IGG019T2	AOSD0	UZ61346	UZ90002	1662	1663	len-diff	1227
divergent	IGG019TC	AOSD0	UZ61346	UZ37211	1294	1294	content-diff	20
divergent	IGG019TV	AOSD0	UZ61346	UZ90002	1590	1591	len-diff	1156
divergent	IGG019TW	AOSD0	UZ61346	UZ37211	1246	1246	content-diff	21
divergent	IGG019UP	AOS20	UY85819	UZ29482	846	854	len-diff	206
divergent	IGG019V6	AOSD0	UZ61346	UZ55916	2606	2598	len-diff	905
divergent	IGG019VW	AOSD0	UZ42656	UZ30404	1238	1221	len-diff	843
divergent	IGG0201A	AOSD0	UZ71843	UZ35025	1598	1558	len-diff	513
divergent	IGG0201W	AOSD0	UZ62779	UZ51743	1661	1661	content-diff	790
divergent	IGG0201Y	AOSD0	UZ72327	UZ53964	1390	1390	content-diff	276
divergent	IGG0201Z	AOSD0	UZ68686	UZ36761	2006	1974	len-diff	642
divergent	IGG0202A	AOSD8	UZ68416	EDM1102	1598	1525	len-diff	1321
divergent	IGG0202B	AOSD8	UZ73480	EDM1102	1366	1338	len-diff	982
divergent	IGG0203A	AOSD7	UZ70163	UZ30291	1494	1495	len-diff	1034
divergent	IGG0203M	AOS20	UY76720	UZ51809	2334	2222	len-diff	1815
divergent	IGG0203Z	AOSG0	UZ60117	UZ56893	1396	1388	len-diff	805
divergent	IGG02046	AOS21	UZ59303	ETC0108	1554	1518	len-diff	1208
divergent	IGG020P1	AOSD0	UZ63089	UZ56743	2958	2934	len-diff	1897
divergent	IGG020P3	AOSD0	UZ63089	EDM1102	1222	1077	len-diff	944
divergent	IGG020T1	AOSD0	UZ69011	EDM1102	1573	1601	len-diff	1215
divergent	IGG021AB	AOSD0	UZ60687	UZ90061	1558	1551	len-diff	1167
divergent	IGG0290A	AOSD0	UZ68267	UZ56676	1986	1898	len-diff	1365
divergent	IGG0290D	AOSD0	UZ81940	UZ57132	2374	2094	len-diff	1895
divergent	IGG0290E	AOSD0	UZ63439	UZ56676	1790	1862	len-diff	709
divergent	IGG0299A	AOSD0	UZ63439	UZ56743	1430	1558	len-diff	1112
divergent	IGG03001	AOSD0	UZ63439	UZ37677	2830	2798	len-diff	2030
divergent	IGG0325A	AOSD0	UZ67577	UZ51611	1590	1310	len-diff	1105
divergent	IGG0325D	AOSD0	UZ69130	EDM1102	1446	1389	len-diff	1132
divergent	IGG0325E	AOSD0	UZ67577	UZ53478	1438	1538	len-diff	1086
divergent	IGG0325G	AOSD0	UZ60516	UZ57120	1502	1454	len-diff	950
divergent	IGG0325H	AOSD0	UZ63439	EDM1102	1518	1426	len-diff	1183
divergent	IGG0325R	AOSD0	UZ78519	EDM1102	1638	1605	len-diff	1289
divergent	IGG032I1	AOSD0	UZ63061	EDM1102	1606	1565	len-diff	1283
divergent	IGG032I3	AOSD0	UZ67577	EDM1102	1590	1693	len-diff	1332
divergent	IGG032I5	AOSD0	UZ67577	EDM1102	1558	1589	len-diff	1247
divergent	IGG032I7	AOSD0	UZ63439	EDM1102	1566	1421	len-diff	1273
divergent	IGG032I8	AOSD0	UZ63439	EDM1102	1390	1205	len-diff	1080
divergent	IGG0553A	AOSD0	UZ63439	UZ51611	1598	1462	len-diff	811
divergent	IGG0553C	AOSD0	UZ67885	EDM1102	1694	1693	len-diff	1324
divergent	IGG0553E	AOSD0	UZ63439	EDM1102	1414	1301	len-diff	1105
divergent	IGG0553G	AOSD0	UZ67885	UZ37910	1054	1014	len-diff	624
divergent	IGG08113	AOSD0	UZ74336	UZ53854	3453	3445	len-diff	1294
divergent	IGG08117	AOSD0	UZ59019	UZ56448	3093	3093	content-diff	36
divergent	IGG09411	AOST3	UZ57962	UZ52590	693	693	content-diff	76
divergent	IGG0CLA3	AOSA0	UZ62510	UZ54429	4593	4553	len-diff	1283
divergent	IGG0CLA9	AOSA0	UZ62510	UZ56325	4681	4657	len-diff	3045
divergent	IGG0CLAF	AOSA0	UZ72803	UZ32834	5585	5301	len-diff	4223
divergent	IGG0CLAG	AOSA0	UZ58773	UZ35971	8889	8809	len-diff	5129
divergent	IGG0CLAH	AOSA0	UZ71195	UZ32834	4681	4345	len-diff	3746
divergent	IGG0CLAJ	AOSA0	UZ60327	EDM1102	4173	3997	len-diff	3546
divergent	IGG0CLAL	AOSA0	UZ77518	UZ29757	4781	4702	len-diff	3993
divergent	IGG0CLAP	AOSA0	UZ72061	UZ35054	3237	3205	len-diff	2527
divergent	IGG0CLAQ	AOSA0	UZ72965	UZ34149	4693	4661	len-diff	3500
divergent	IGG0CLAT	AOSA0	UZ72651	UZ51938	5533	5517	len-diff	3364
divergent	IGG0CLAZ	AOSA0	UZ72403	UZ27347	3605	3550	len-diff	2935
divergent	IGG0CLB6	AOSA0	UZ41208	UZ56933	3501	3349	len-diff	2775
divergent	IGG0CLB7	AOSA0	UZ59300	UZ32834	3333	3309	len-diff	2352
divergent	IGG0CLBG	AOSA0	UZ65674	UZ36792	5897	5889	len-diff	4598
divergent	IGG0CLBJ	AOSA0	UZ57742	EDM1102	1893	1805	len-diff	1531
divergent	IGG0CLBM	AOSA0	UZ41208	UZ34957	5381	5189	len-diff	4360
divergent	IGG0CLBO	AOSA0	UZ68184	UZ35588	4997	4869	len-diff	2998
divergent	IGG0CLBP	AOSA0	UZ74634	UZ27347	4654	4598	len-diff	3794
divergent	IGG0CLBU	AOSA0	UZ58280	UZ27347	2253	1846	len-diff	1798
divergent	IGG0CLBV	AOSA0	UZ58280	UZ32834	4725	4565	len-diff	3848
divergent	IGG0CLBY	AOSA0	UZ72069	UZ55976	3789	3645	len-diff	3188
divergent	IGG0CLC9	AOSA0	UZ62510	UZ35064	8865	8945	len-diff	6709
divergent	IGG0CLCA	AOSD0	UZ84866	UZ55818	8886	8642	len-diff	8012
divergent	IGG0CLCC	AOSD0	UZ79993	UZ55818	5618	5506	len-diff	4667
divergent	IGG0CLCD	AOSD0	UZ66313	UZ55818	4222	4222	content-diff	33
divergent	IGG0CLCE	AOSD0	UZ67190	UZ55818	3454	3430	len-diff	966
divergent	IGG0CLDC	AOSA0	UZ66928	UZ27355	2853	2750	len-diff	2203
divergent	IGG0CLDD	AOSA0	UZ66928	UZ27355	3469	2918	len-diff	2914
divergent	IGGMSG02	AOSD0	UZ57182	EDM1102	2774	2722	len-diff	2079
divergent	IGX00026	AOST4	UZ48765	UZ60444	1653	1485	len-diff	772
divergent	IGX00027	AOST4	UZ48765	UZ59182	981	965	len-diff	236
divergent	IHJACP02	AOSC6	UZ66717	UZ24477	1046	1111	len-diff	765
divergent	IHJACP25	AOSC6	UZ59987	UZ22244	2410	2411	len-diff	1910
divergent	IHJARS60	AOSC6	UZ63538	UZ22181	966	951	len-diff	582
divergent	IHJQRS21	AOSC6	UZ72454	UZ37487	2434	2434	content-diff	851
divergent	IHJQRS24	AOSC6	UZ71565	EDM1102	1594	1582	len-diff	1282
divergent	IKJCB831	AOST4	UY07656	EBB1102	5053	5133	len-diff	4576
divergent	IKJCT430	AOST4	UY16532	UZ80347	5128	5067	len-diff	4447
divergent	IKJCT431	AOST4	UY16532	UZ59182	7761	7761	content-diff	3525
divergent	IKJCT433	AOST4	UY17021	UZ68075	12917	12837	len-diff	10785
divergent	IKJCT436	AOST4	UY17021	UZ80347	11057	10817	len-diff	9233
divergent	IKJCT460	AOST4	UZ50509	UZ69787	1609	1569	len-diff	786
divergent	IKJEBEAE	ACMDLIB	UY12210	UZ67795	1685	1461	len-diff	1162
divergent	IKJEBEIA	ACMDLIB	UZ84183	EBB1102	3334	3221	len-diff	3025
divergent	IKJEBEIS	ACMDLIB	UY03346	EBB1102	2060	1998	len-diff	1709
divergent	IKJEBELI	ACMDLIB	UZ44111	EBB1102	2311	2214	len-diff	2007
divergent	IKJEBERU	ACMDLIB	UY12811	UZ32693	5596	5551	len-diff	5131
divergent	IKJEBESA	ACMDLIB	UZ84183	UZ38590	8378	8174	len-diff	7446
divergent	IKJEBEUN	AOST4	UZ44270	EBB1102	1529	1457	len-diff	1238
divergent	IKJEE100	ACMDLIB	UZ48524	UZ28003	5045	5101	len-diff	3556
divergent	IKJEFA20	ACMDLIB	UZ51405	UZ31166	4685	4701	len-diff	3525
divergent	IKJEFA21	ACMDLIB	UZ51405	EBB1102	3193	3145	len-diff	2414
divergent	IKJEFA55	ACMDLIB	UY08801	EBB1102	4036	3886	len-diff	3449
divergent	IKJEFD20	ACMDLIB	UY08308	UZ66821	5211	5289	len-diff	4668
divergent	IKJEFE11	ACMDLIB	UY04130	EBB1102	2360	2106	len-diff	2026
divergent	IKJEFE15	ACMDLIB	UY04130	EBB1102	1149	1061	len-diff	845
divergent	IKJEFE16	ACMDLIB	UY04130	UZ69726	733	718	len-diff	372
divergent	IKJEFF00	AOST4	UZ47243	UZ80230	6705	6681	len-diff	4107
divergent	IKJEFF02	AOST4	UZ46135	UZ55435	5531	5587	len-diff	4925
divergent	IKJEFF03	ACMDLIB	UY22333	EBB1102	2406	2325	len-diff	2030
divergent	IKJEFF04	ACMDLIB	UY07976	UZ80230	3545	3537	len-diff	2572
divergent	IKJEFF05	ACMDLIB	UY22333	UZ80230	4117	3653	len-diff	3373
divergent	IKJEFF09	ACMDLIB	UY13425	UZ26710	1469	1333	len-diff	652
divergent	IKJEFF13	ACMDLIB	UZ83913	UZ80230	1405	1397	len-diff	833
divergent	IKJEFF18	ACMDLIB	UY11778	UZ70578	12640	12619	len-diff	11512
divergent	IKJEFF50	ACMDLIB	UZ42921	UZ80230	1879	1879	content-diff	52
divergent	IKJEFF52	AOST4	UZ48744	UZ80230	2109	2133	len-diff	605
divergent	IKJEFF55	ACMDLIB	UZ48456	UZ74375	2430	2430	content-diff	30
divergent	IKJEFH01	ACMDLIB	UY20282	UZ80347	4132	3663	len-diff	3716
divergent	IKJEFH02	ACMDLIB	UZ84329	EBB1102	1525	1213	len-diff	1184
divergent	IKJEFH03	ACMDLIB	UZ84329	UZ25644	909	838	len-diff	614
divergent	IKJEFLA	AOST4	UY17588	UZ80230	2201	2201	content-diff	45
divergent	IKJEFLB	AOST4	UY07104	UZ30666	2141	2085	len-diff	1587
divergent	IKJEFLE	AOST4	UY39539	UZ70581	11065	10937	len-diff	9605
divergent	IKJEFLG	AOST4	UY17588	EBB1102	1429	1301	len-diff	1131
divergent	IKJEFLGB	AOST4	UY17588	UZ23431	2605	2261	len-diff	2106
divergent	IKJEFLGH	AOST4	UY17588	EBB1102	549	501	len-diff	276
divergent	IKJEFLGM	AOST4	UY17588	UZ23796	1857	1801	len-diff	1018
divergent	IKJEFLI	AOST4	UY17588	UZ70837	5408	5371	len-diff	4628
divergent	IKJEFLJ	AOST4	UY07104	UZ73917	1373	1373	content-diff	219
divergent	IKJEFLK	AOST4	UY07104	UZ53382	1269	1309	len-diff	858
divergent	IKJEFLL	AOST4	UY17588	UZ73871	3269	3253	len-diff	2465
divergent	IKJEFLPA	AOST4	UY17588	EBB1102	1357	1010	len-diff	1053
divergent	IKJEFLS	AOST4	UY17588	UZ59568	1765	1565	len-diff	1399
divergent	IKJEFP00	AOST4	UY17760	UZ71091	11888	11806	len-diff	10629
divergent	IKJEFP10	AOST4	UY14769	EBB1102	1370	1306	len-diff	960
divergent	IKJEFP20	AOST4	UY14769	UZ69914	2894	2886	len-diff	1576
divergent	IKJEFT01	AOST4	UY13431	UZ80347	7753	7761	len-diff	3607
divergent	IKJEFT02	AOST4	UY30864	UZ39610	12035	11217	len-diff	10912
divergent	IKJEFT03	AOST4	UY09172	UZ80230	2249	2209	len-diff	1595
divergent	IKJEFT04	AOST4	UZ83396	UZ80230	3169	2873	len-diff	1611
divergent	IKJEFT05	AOST4	UY02947	UZ39168	5901	5605	len-diff	5039
divergent	IKJEFT06	AOST4	UZ42826	UZ23796	2725	2725	content-diff	61
divergent	IKJEFT09	AOST4	UZ82014	UZ80230	1253	1253	content-diff	34
divergent	IKJEFT30	AOST4	UY13091	UZ78896	5125	5069	len-diff	2050
divergent	IKJEFT35	AOST4	UY17021	UZ35003	2809	2761	len-diff	1889
divergent	IKJEFT45	AOST4	UZ44184	UZ60105	2237	2053	len-diff	1555
divergent	IKJEFT55	AOST4	UY43689	UZ80347	4693	4517	len-diff	3955
divergent	IKJEFT80	ACMDLIB	UY01743	UZ70923	8206	8143	len-diff	7045
divergent	IKJEFTSC	AOST4	UY43678	UZ80230	4269	4061	len-diff	3021
divergent	IKJEGATN	ACMDLIB	UZ48384	EBB1102	1822	1603	len-diff	1490
divergent	IKJEGCVT	ACMDLIB	UY07264	UZ39644	10221	10140	len-diff	9161
divergent	IKJEGINT	ACMDLIB	UZ82014	UZ39563	5036	5160	len-diff	3321
divergent	IKJEGIO	ACMDLIB	UY08628	UZ23670	9763	9681	len-diff	8908
divergent	IKJEGLDF	ACMDLIB	UY29952	UZ39563	5402	5230	len-diff	4572
divergent	IKJEGLSA	ACMDLIB	UY29953	UZ39425	4698	4538	len-diff	4157
divergent	IKJEGLST	ACMDLIB	UY38623	EBB1102	4653	4421	len-diff	4182
divergent	IKJEGMNL	ACMDLIB	UY29952	UZ39563	6123	5940	len-diff	5529
divergent	IKJEGMSG	ACMDLIB	UZ48384	UZ26587	15381	15273	len-diff	11283
divergent	IKJEGOFF	ACMDLIB	UZ44378	EBB1102	3540	3466	len-diff	3139
divergent	IKJEGQFY	ACMDLIB	UY06583	EBB1102	3249	3330	len-diff	3014
divergent	IKJEGSYM	ACMDLIB	UZ81433	UZ52521	6612	6476	len-diff	5913
divergent	IKJEGWHR	ACMDLIB	UY08805	UZ32026	3921	3780	len-diff	3479
divergent	IKJEHAL1	ACMDLIB	UZ38998	UZ31416	7062	7134	len-diff	4638
divergent	IKJEHCIR	ACMDLIB	UZ43283	UZ29539	4805	4249	len-diff	4275
divergent	IKJEHDEF	ACMDLIB	UZ43283	EST1102	4532	4266	len-diff	4070
divergent	IKJEHDS1	ACMDLIB	UZ45029	UZ54574	13164	12436	len-diff	11930
divergent	IKJEHPRO	ACMDLIB	UZ38998	UZ28892	5404	5348	len-diff	1703
divergent	IKJEHREN	ACMDLIB	UZ45173	UZ26412	10216	9956	len-diff	8994
divergent	IKJRBBCM	AOST4	UZ83118	EBB1102	910	877	len-diff	630
divergent	IKJRBBMC	AOST4	UZ48765	UZ80347	3125	2909	len-diff	2184
divergent	IKJRBBU0	AOST4	UZ41714	UZ53152	8733	8725	len-diff	7053
divergent	IKJTTRM0	AOST4	UZ81247	UZ80230	1161	1097	len-diff	762
divergent	IKT09401	AOST3	UZ67122	UZ26904	709	693	len-diff	225
divergent	IKT09413	AOST3	UZ68882	UZ31365	677	645	len-diff	289
divergent	IKT3270I	AOST3	UZ71054	UZ30658	3541	3525	len-diff	2400
divergent	IKT3270O	AOST3	UZ67122	UZ55134	10545	10385	len-diff	8097
divergent	IKTVTGET	AOST3	UZ57385	UZ55134	3029	3037	len-diff	1899
divergent	IKTXMTPT	AOST3	UZ61840	UZ27111	1525	1477	len-diff	475
divergent	IOEDKMSG	AOSD0	UZ47406	EMI1102	3334	3301	len-diff	2797
divergent	IOEDKOPN	AOSD0	UY33436	EMI1102	2181	2101	len-diff	1841
divergent	IOEDKRDR	AOSD0	UY11736	UZ27310	14005	13909	len-diff	11534
divergent	IOEDKWTR	AOSD0	UY49149	UZ25396	8361	8065	len-diff	7593
divergent	IOESDKTO	AOSD0	UZ47406	EMI1102	5202	5061	len-diff	4819
divergent	ISDAAPR1	AOSD0	UZ39442	UZ90150	11505	11401	len-diff	10340
divergent	ISDAEQC0	AOSD0	UZ72771	UZ28887	2413	2382	len-diff	1963
divergent	ISDAFSC0	AOSD0	UZ72771	UZ32030	6157	6085	len-diff	1459
divergent	ISDAHIST	AOSD0	UZ69705	UZ90119	1257	1201	len-diff	490
divergent	ISDAPAD0	AOSD0	UZ73396	UZ37324	2765	2645	len-diff	966
divergent	ISDASDA0	AOSD0	UY39686	UZ53613	10769	9977	len-diff	9453
divergent	ISDASUM0	AOSD0	UZ67573	UZ55255	7337	7273	len-diff	5732
divergent	ISTOCCCL	AOS26	UZ56324	UZ34365	6809	6769	len-diff	5977
divergent	READPSWD	AOSD0	UZ78474	UZ54926	1246	1230	len-diff	433
control	IGCFC10D	AOS21	UZ34384	UZ34384	1381	1381	identical	0
control	IEBVTT	AOSU0	UZ54629	UZ54629	1246	1246	identical	0
control	IGG019V3	AOSD0	EST1102	EST1102	842	842	identical	0
control	BLSUPRTA	AOS32	EIP1102	EIP1102	1497	1497	identical	0
control	HMASMTPL	AOS12	UR03815	UR03815	4558	4558	identical	0
control	IDAIIPM1	AOSA0	UZ27151	UZ27151	1310	1310	identical	0
control	IGG019C1	AOSD0	UZ33555	UZ33555	822	822	identical	0
control	BNGTLOCL	AOS29	EDE1102	EDE1102	7190	7190	identical	0
control	ISTYPSOL	AOS24	EVT0108	EVT0108	2997	2997	identical	0
control	IEFAB423	AOSB3	UZ65417	UZ65417	3261	3261	identical	0
control	BLSRVPCP	AOS32	UZ90098	UZ90098	1126	1126	identical	0
control	ICKRP01	AOSU0	FDZ1610	FDZ1610	1549	1549	identical	0
control	IKTCASOX	AOST3	UZ35215	UZ35215	1549	1549	identical	0
control	IHCGSP02	AOS07	EGS1102	EGS1102	637	637	identical	0
control	HMASMTCL	AOS12	UR03387	UR03387	5130	5130	identical	0
control	IEFSDXXX	AOSB0	UZ26378	UZ26378	1486	1486	identical	0
control	IDA0192W	AOSA0	EDM1102	EDM1102	2821	2821	identical	0
control	IKJEFF20	AOST4	UZ80230	UZ80230	837	837	identical	0
control	GRAFSPC1	AOSD0	EDM1102	EDM1102	565	565	identical	0
control	IEAVELKR	AOSC5	EBB1102	EBB1102	2182	2182	identical	0
control	IEFAB4E1	AOSB3	EBB1102	EBB1102	589	589	identical	0
control	HMASMBUE	AOS12	UR01071	UR01071	2666	2666	identical	0
control	IGG0201B	AOSD0	UZ28885	UZ28885	1359	1359	identical	0
control	BLSUSTAE	AOS32	EIP1102	EIP1102	833	833	identical	0
control	IEFAB498	AOSB3	EBB1102	EBB1102	1165	1165	identical	0
control	BLSUMONT	AOS32	EIP1102	EIP1102	529	529	identical	0
control	IEAVNPB6	AOSC5	EBB1102	EBB1102	362	362	identical	0
control	IFDOLT36	AOS06	UZ66225	UZ66225	2798	2798	identical	0
control	IHJACP20	AOSC6	EDM1102	EDM1102	874	874	identical	0
control	IEAVTSSE	AOSC5	UZ26061	UZ26061	3938	3938	identical	0
control	IEAVAD0F	AOSC5	UZ61153	UZ61153	1477	1477	identical	0
control	IFOX0A	AOS03	UZ34601	UZ34601	1645	1645	identical	0
control	IEDQKD	AOS21	UZ32475	UZ32475	2558	2558	identical	0
control	IDCEX03	AOSU0	UZ34231	UZ34231	1097	1097	identical	0
control	IEDQWID	AOS21	ETC0108	ETC0108	2129	2129	identical	0
control	IGG019GC	AOSD8	EDM1102	EDM1102	1973	1973	identical	0
control	IDCCDCV	AOSU0	EMS1102	EMS1102	1245	1245	identical	0
control	HMASMCPY	AOS12	UR00824	UR00824	4710	4710	identical	0
control	HASPFMT2	AOSH3	EJE1103	EJE1103	5046	5046	identical	0
control	IEECVFTO	AOSC5	UZ58193	UZ58193	1367	1367	identical	0
control	ISTSC026	AOS26	EVT0108	EVT0108	429	429	identical	0
control	XTB1HN	AOSD0	EDM1102	EDM1102	621	621	identical	0
control	IKJEFT53	AOST4	EBB1102	EBB1102	469	469	identical	0
control	IGC0506H	AOSD0	EDM1102	EDM1102	741	741	identical	0
control	ISTIC000	AOS26	UZ28203	UZ28203	6501	6501	identical	0
control	ISDASUM2	AOSD0	UZ90150	UZ90150	2933	2933	identical	0
control	IGG019AF	AOSD0	EDM1102	EDM1102	1186	1186	identical	0
control	IFFPFAVA	AOSG0	EGA1102	EGA1102	3125	3125	identical	0
control	IEFVPP	AOSB3	#DYP002	#DYP002	6538	6538	date-only	21
control	IEDQHK	AOS21	UZ31610	UZ31610	2482	2482	identical	0
control	IEFVGM18	AOSB3	EBB1102	EBB1102	517	517	identical	0
control	ICGDSS02	AOSD0	EMS1102	EMS1102	3037	3037	identical	0
control	IFFPJAPV	AOSG0	EGA1102	EGA1102	3733	3733	identical	0
control	ISTZIFUB	AOS24	EVT0108	EVT0108	1229	1229	identical	0
control	ISTRCC63	AOS24	EVT0108	EVT0108	2041	2041	identical	0
control	IGFPEXIT	AOSCE	EBB1102	EBB1102	921	921	identical	0
control	IRBMFRSR	AOSC5	EMF1102	EMF1102	341	341	identical	0
control	IFDOLT15	AOS06	UZ72469	UZ72469	2822	2822	identical	0
control	HMASMTSB	AOS12	UR01050	UR01050	5786	5786	identical	0
control	IEAVAD51	AOSC5	UZ61115	UZ61115	1182	1182	identical	0
control	ISTZBFID	AOS24	EVT0108	EVT0108	3193	3193	identical	0
control	IEDNKA	AOS21	UZ32845	UZ32845	3633	3633	identical	0
control	IGFDS1	AOSCE	EBB1102	EBB1102	909	909	identical	0
control	IECTCATN	AOSC5	UZ53852	UZ53852	775	775	identical	0
control	ISTOCCFR	AOS26	UZ28729	UZ28729	2325	2325	identical	0
control	IKJCT470	AOST4	EBB1102	EBB1102	1165	1165	identical	0
