kind	module	dlib	tk5_rmid	ce_rmid	len_tk5	len_ce	verdict	ndiff
divergent	AHLCWRIT	AOS11	UZ48441	UZ79327	8757	8705	len-diff	5802
divergent	AHLIWRIT	AOS11	UZ48441	UZ79327	7081	7021	len-diff	5121
divergent	AHLTSLIP	AOS11	UZ61726	UZ36952	7817	7809	len-diff	5306
divergent	AHLWTO	AOS11	UZ60842	FBB1221	1373	1337	len-diff	989
divergent	AHLWWRIT	AOS11	UY14400	UZ79327	9173	9081	len-diff	7031
divergent	AKJLKL01	ACMDLIB	UZ71478	UZ34914	10587	10569	len-diff	9134
divergent	AMDPRGET	AOS12	UY47701	UZ62809	5285	5317	len-diff	4110
divergent	AMDSAUCB	AOS12	UZ54894	FBB1221	1341	1297	len-diff	1020
divergent	AMDSYS01	AOS12	UZ47317	UZ79292	12201	12233	len-diff	9466
divergent	BLSFLD00	AOS32	UZ57960	EIP1102	1972	1968	len-diff	1602
divergent	BLSRCOMP	AOS32	UZ58904	UZ28623	5271	5168	len-diff	4568
divergent	BLSRDUIN	AOS32	UZ58273	UZ56228	1774	1758	len-diff	941
divergent	BLSRSUTC	AOS32	UZ60529	UZ54003	3325	3334	len-diff	2859
divergent	BNGLOGR2	AOS29	UZ62117	UZ36925	13218	13210	len-diff	3387
divergent	HASPACCT	AOSH3	UZ60375	UZ37263	758	686	len-diff	330
divergent	HASPCOMM	AOSH3	UZ79531	UZ54837	34524	34092	len-diff	31843
divergent	HASPCON	AOSH3	UZ76165	UZ37263	2938	2878	len-diff	859
divergent	HASPINIT	AOSH3	UZ76165	UZ54837	46474	46202	len-diff	38226
divergent	HASPMISC	AOSH3	UZ79531	UZ54837	15850	15674	len-diff	14093
divergent	HASPNUC	AOSH3	UZ77164	UZ54837	24550	24150	len-diff	16278
divergent	HASPPRPU	AOSH3	UZ76165	UZ54837	35250	34006	len-diff	33098
divergent	HASPRDR	AOSH3	UZ77164	UZ54837	15190	12774	len-diff	13937
divergent	HASPRTAM	AOSH3	UZ79531	UZ54837	37774	36686	len-diff	32843
divergent	HASPSSSM	AOSH3	UZ77164	UZ54837	37618	36630	len-diff	34134
divergent	HASPXEQ	AOSH3	UZ76165	UZ54837	17174	16814	len-diff	15457
divergent	HEWLDIOC	AOS05	UZ72791	EPM1102	6334	5917	len-diff	5836
divergent	HEWLDLIB	AOS05	UZ64372	EPM1102	5094	4981	len-diff	4528
divergent	HEWLFADA	AOS04	UZ74418	UZ37156	3350	3334	len-diff	2037
divergent	HEWLFAPT	AOS04	UZ69717	UZ37156	1366	1422	len-diff	161
divergent	HEWLFBTP	AOS04	UZ75395	UZ37156	5118	5022	len-diff	3634
divergent	HEWLFEND	AOS04	UZ69717	UZ37156	998	998	content-diff	49
divergent	HEWLFENS	AOS04	UZ69717	UZ37156	1214	1214	content-diff	60
divergent	HEWLFENT	AOS04	UZ69717	UZ37156	1110	1110	content-diff	45
divergent	HEWLFESD	AOS04	UZ69717	UZ37156	2538	2554	len-diff	1095
divergent	HEWLFFNL	AOS04	UZ69717	UZ37156	3414	3374	len-diff	1065
divergent	HEWLFIDR	AOS04	UZ69717	UZ37156	3062	3238	len-diff	2023
divergent	HEWLFINC	AOS04	UZ69717	UZ37156	3206	3206	content-diff	141
divergent	HEWLFINP	AOS04	UZ69717	UZ37156	2438	2446	len-diff	672
divergent	HEWLFINT	AOS04	UZ48373	UZ37156	4498	4322	len-diff	3148
divergent	HEWLFMAP	AOS04	UZ75804	UZ37156	4734	4682	len-diff	3668
divergent	HEWLFOPT	AOS04	UZ48373	UZ37156	2598	2646	len-diff	1627
divergent	HEWLFOUT	AOS04	UZ75398	UZ56772	4154	4434	len-diff	3489
divergent	HEWLFRAT	AOS04	UZ41342	UZ54638	7396	8060	len-diff	6251
divergent	HEWLFRCG	AOS04	UZ69717	UZ37156	846	846	content-diff	25
divergent	HEWLFREL	AOS04	UZ72443	UZ37156	4538	4538	content-diff	489
divergent	HEWLFROU	AOS04	UZ69717	UZ57947	4442	4642	len-diff	1085
divergent	HEWLFSCD	AOS04	UZ69717	UZ37156	6164	6180	len-diff	1791
divergent	HEWLFSCN	AOS04	UZ69717	UZ53873	5638	5638	content-diff	690
divergent	HEWLFSYM	AOS04	UZ69717	UZ37156	742	742	content-diff	31
divergent	HMBLKCTL	AOS12	UZ62743	UZ52061	10309	10301	len-diff	5793
divergent	HMBLKLDM	AOS12	UZ58963	EPM1102	4605	4485	len-diff	4239
divergent	HMBLKOBJ	AOS12	UZ71624	EPM1102	3942	4197	len-diff	3858
divergent	HMBLKXRF	AOS12	UZ58963	EPM1102	10721	11061	len-diff	10324
divergent	IASFCB26	AOSD0	UY12602	EXW1102	438	405	len-diff	156
divergent	IASFCB28	AOSD0	UY12602	EXW1102	462	429	len-diff	156
divergent	IASXSD81	AOSB0	UY00372	UZ26378	3204	3140	len-diff	1974
divergent	IASXSD82	AOSB0	UY21852	UZ51711	4624	4592	len-diff	3143
divergent	IASXWR00	AOSB0	UY20325	UZ26378	782	782	content-diff	150
divergent	ICB2MSG	AOSD0	UZ38523	UZ56366	18265	18177	len-diff	15361
divergent	ICB2SIOF	AOSD0	UZ58252	UZ29280	1013	1006	len-diff	652
divergent	ICBMSG05	AOSD0	UZ39347	UZ55256	12009	11961	len-diff	10640
divergent	ICBMSG56	AOSD0	UZ71727	UZ52095	32925	32589	len-diff	20960
divergent	ICBTMSS0	AOSD0	UZ71105	UZ32933	1301	1293	len-diff	359
divergent	ICBVCR00	AOSD0	UY00729	EMS1102	1913	1701	len-diff	1371
divergent	ICBVDM00	AOSD0	UZ51239	EMS1102	5133	5185	len-diff	4513
divergent	ICBVDR01	AOSD0	UY03283	UZ32486	8714	8513	len-diff	8030
divergent	ICBVIN00	AOSD0	UZ38355	UZ55945	14753	14713	len-diff	6040
divergent	ICBVJL00	AOSD0	UZ59949	UZ34318	5841	5801	len-diff	3561
divergent	ICBVMG00	AOSD0	UY01975	UZ57284	8022	7910	len-diff	5544
divergent	ICBVMT00	AOSD0	UY01975	UZ90149	11669	9797	len-diff	11064
divergent	ICBVPR00	AOSD0	UY20289	UZ51972	3613	3133	len-diff	2574
divergent	ICBVQM00	AOSD0	UZ51239	UZ90149	4517	4461	len-diff	2315
divergent	ICBVRR00	AOSD0	UZ49996	EMS1102	2889	3589	len-diff	2987
divergent	ICBVSC00	AOSD0	UZ39935	UZ31814	2853	2837	len-diff	393
divergent	ICBVSL00	AOSD0	UY01975	UZ56714	23641	18853	len-diff	22233
divergent	ICBVTP00	AOSD0	UY38165	UZ34732	2854	2757	len-diff	2395
divergent	ICBVTP01	AOSD0	UZ38392	UZ34732	2397	2365	len-diff	966
divergent	ICBVUT00	AOSD0	UY01975	UZ54242	22657	22657	content-diff	7279
divergent	ICBVUT01	AOSD0	UY01975	UZ56159	23161	22889	len-diff	18658
divergent	ICGDSA05	AOSD0	UZ76429	UZ29041	2877	2782	len-diff	2494
divergent	ICGDSB01	AOSD0	UZ90202	UZ52792	1745	1665	len-diff	1002
divergent	ICGDSB03	AOSD0	UZ63343	UZ52792	2197	2173	len-diff	1569
divergent	ICGDSB05	AOSD0	UZ90202	UZ26803	1909	1590	len-diff	1542
divergent	ICGDSB06	AOSD0	UZ90202	UZ26803	2549	2502	len-diff	1942
divergent	ICGDSB15	AOSD0	UZ90202	UZ90025	2045	1670	len-diff	1688
divergent	ICGDSB19	AOSD0	UZ64281	UZ22729	6477	6002	len-diff	6077
divergent	ICGDSB20	AOSD0	UZ68986	UZ35644	6953	7265	len-diff	3683
divergent	ICGDSBLD	AOSD0	UZ75099	UZ34689	4189	3933	len-diff	3324
divergent	ICGDSINT	AOSD0	UZ90202	UZ90025	2301	2286	len-diff	1866
divergent	ICGDSS08	AOSD0	UZ90202	UZ26803	3553	3402	len-diff	3183
divergent	ICGDSS09	AOSD0	UZ38395	UZ31832	7482	7498	len-diff	6879
divergent	ICGDSSCN	AOSD0	UZ90202	EMS1102	2509	2469	len-diff	2137
divergent	ICGTRINT	AOSD0	UZ72110	UZ53363	15721	15433	len-diff	11443
divergent	ICKAN01	AOSU0	UZ66662	FDZ1610	8209	8085	len-diff	7072
divergent	ICKBI01	AOSU0	UY01018	FDZ1610	13789	13761	len-diff	12242
divergent	ICKDV00	AOSU0	UZ68412	FDZ1610	3773	3745	len-diff	3031
divergent	ICKDV01	AOSU0	UZ68412	FDZ1610	10549	10457	len-diff	9279
divergent	ICKDV02	AOSU0	UZ68412	FDZ1610	3793	3781	len-diff	2112
divergent	ICKDV03	AOSU0	UZ74973	FDZ1610	7317	7225	len-diff	6478
divergent	ICKDV04	AOSU0	UZ61637	FDZ1610	3241	3229	len-diff	2484
divergent	ICKIN01	AOSU0	UZ79073	FDZ1610	14329	14309	len-diff	12480
divergent	ICKIN02	AOSU0	UZ73141	FDZ1610	10245	10233	len-diff	8889
divergent	ICKIT01	AOSU0	UZ74973	FDZ1610	16009	15805	len-diff	14142
divergent	ICKPP01	AOSU0	UZ73117	FDZ1610	2593	2573	len-diff	1929
divergent	ICKRI01	AOSU0	UZ65154	FDZ1610	22301	22345	len-diff	19909
divergent	ICKSD02	AOSU0	UZ74973	FDZ1610	8285	8273	len-diff	7093
divergent	ICKTSEF1	AOSU0	UZ74973	FDZ1610	8290	8190	len-diff	7063
divergent	ICKTSRI0	AOSU0	UZ65154	FDZ1610	3334	3330	len-diff	2705
divergent	ICKWI01	AOSU0	UZ72085	FDZ1610	4249	4213	len-diff	3523
divergent	ICKWV01	AOSU0	UZ68852	FDZ1610	2841	2877	len-diff	2337
divergent	IDA0192A	AOSA0	UZ74545	UZ56097	10257	10273	len-diff	8402
divergent	IDA0192B	AOSA0	UZ73172	UZ26147	7154	7026	len-diff	6110
divergent	IDA0192C	AOSA0	UZ72378	UZ36755	8513	8457	len-diff	7220
divergent	IDA0192F	AOSA0	UZ69609	UZ28701	8394	8426	len-diff	7035
divergent	IDA0192M	AOSA0	UZ74799	EDM1102	4662	4937	len-diff	4546
divergent	IDA0192V	AOSA0	UZ60241	UZ35166	7241	7097	len-diff	6270
divergent	IDA0192Y	AOSA0	UZ74897	UZ56628	14085	14733	len-diff	13138
divergent	IDA0192Z	AOSA0	UY04882	UZ56097	8641	8641	content-diff	5429
divergent	IDA019C1	AOSA0	UZ50839	UZ53350	13277	13125	len-diff	9457
divergent	IDA019R1	AOSA0	UZ38699	UZ30330	5861	5258	len-diff	5085
divergent	IDA019R2	AOSA0	UZ38213	UZ30328	3717	3582	len-diff	3193
divergent	IDA019R4	AOSA0	UZ71742	UZ56837	6617	6545	len-diff	5402
divergent	IDA019R5	AOSA0	UZ61860	UZ56255	3489	3409	len-diff	1997
divergent	IDA019R8	AOSA0	UZ79124	UZ37832	3245	3253	len-diff	2296
divergent	IDA019RA	AOSA0	UZ73847	UZ24156	4077	3934	len-diff	3525
divergent	IDA019RE	AOSA0	UZ65704	UZ37771	5245	5141	len-diff	4395
divergent	IDA019RF	AOSA0	UZ74831	UZ54276	4773	4725	len-diff	3603
divergent	IDA019RG	AOSA0	UZ78287	EDM1102	4233	4165	len-diff	3534
divergent	IDA019RI	AOSA0	UZ78287	UZ24465	4313	4194	len-diff	3551
divergent	IDA019RJ	AOSA0	UZ78287	UZ36732	4741	4605	len-diff	3815
divergent	IDA019RK	AOSA0	UZ69605	UZ36730	2277	2221	len-diff	1685
divergent	IDA019RL	AOSA0	UZ59560	UZ37845	2685	2653	len-diff	1887
divergent	IDA019RM	AOSA0	UZ70957	UZ27997	2889	2842	len-diff	2271
divergent	IDA019RN	AOSA0	UZ57928	UZ31385	1909	1878	len-diff	1413
divergent	IDA019RO	AOSA0	UZ57355	UZ22906	1501	1534	len-diff	1124
divergent	IDA019RP	AOSA0	UY10582	UZ52080	3017	2769	len-diff	2320
divergent	IDA019RQ	AOSA0	UZ47564	UZ35343	4710	4694	len-diff	3545
divergent	IDA019RR	AOSA0	UZ40855	UZ36594	4206	4134	len-diff	3297
divergent	IDA019RS	AOSA0	UZ65257	UZ36370	4678	4654	len-diff	3476
divergent	IDA019RU	AOSA0	UZ68578	UZ56837	6181	6086	len-diff	5306
divergent	IDA019RX	AOSA0	UZ41209	UZ56967	6222	6222	content-diff	3946
divergent	IDA019RY	AOSA0	UZ47349	UZ36730	6730	6370	len-diff	5902
divergent	IDA019RZ	AOSA0	UZ45189	UZ28450	1726	1678	len-diff	979
divergent	IDA019S1	AOSA0	UZ74841	EDM1102	1510	1385	len-diff	1161
divergent	IDA019S2	AOSA0	UZ74841	UZ57027	3101	3053	len-diff	2350
divergent	IDA019S4	AOSC5	UZ74841	EDM1102	621	577	len-diff	340
divergent	IDA019S6	AOSA0	UZ60863	UZ27917	1781	1782	len-diff	1280
divergent	IDA019SE	AOSA0	UZ57928	UZ36730	3862	3741	len-diff	3213
divergent	IDA019SF	AOSA0	UZ65704	EDM1102	2686	2625	len-diff	2140
divergent	IDA019ST	AOSA0	UZ79831	UZ30219	8513	8066	len-diff	8029
divergent	IDA019SU	AOSA0	UZ79831	UZ33012	4557	4533	len-diff	3557
divergent	IDA0200B	AOSA0	UZ81213	UZ52782	6826	6382	len-diff	5987
divergent	IDA0200S	AOSA0	UZ77738	UZ34965	2069	2069	content-diff	1532
divergent	IDA0200T	AOSA0	UZ40024	UZ35972	9353	9297	len-diff	8029
divergent	IDA0231T	AOSA0	UZ39009	UZ30832	3301	3254	len-diff	2763
divergent	IDA0557A	AOSA0	UZ73436	UZ54639	14309	14317	len-diff	12448
divergent	IDA0A05B	AOSA0	UZ40565	UZ56664	9313	9249	len-diff	7638
divergent	IDA0C06C	AOSA0	UZ70803	UZ56664	5909	5925	len-diff	3796
divergent	IDA121A3	AOSC5	UZ74841	UZ36360	2742	2646	len-diff	2228
divergent	IDA121A4	AOSC5	UZ74841	UZ28833	2757	2710	len-diff	2321
divergent	IDA121CV	AOSC5	UZ68843	EDM1102	502	490	len-diff	164
divergent	IDACAT11	AOSA0	UZ66340	UZ32834	4033	3969	len-diff	2512
divergent	IDAIIPM3	AOSA0	UZ72677	UZ31841	2381	2254	len-diff	1970
divergent	IDAM19R3	AOSC5	UZ42857	UZ56344	977	885	len-diff	439
divergent	IDAOCEA1	AOSA0	UZ73436	UZ28002	1245	1214	len-diff	862
divergent	IDAOCEA2	AOSA0	UZ63830	UZ37483	2805	2757	len-diff	2309
divergent	IDAVBPC1	AOSA0	UZ61349	UZ52124	749	693	len-diff	208
divergent	IDAVBPP1	AOSA0	UZ61349	UZ52124	2049	2049	content-diff	22
divergent	IDCAL01	AOSU0	UZ67828	UZ32723	18793	18761	len-diff	2118
divergent	IDCBI01	AOSU0	UZ76648	UZ51920	16605	16613	len-diff	1290
divergent	IDCCC01	AOSU0	UZ73075	EDM1102	12181	11941	len-diff	11108
divergent	IDCCDLD	AOSU0	UY01975	EMS1102	1326	1293	len-diff	977
divergent	IDCCDMG	AOSU0	UZ40304	EMS1102	1606	1617	len-diff	1194
divergent	IDCCDMV	AOSU0	UY12664	EMS1102	1854	1821	len-diff	1426
divergent	IDCCDSD	AOSU0	UY01975	EMS1102	1334	1301	len-diff	1016
divergent	IDCCH01	AOSU0	UZ78728	UZ90118	17489	16937	len-diff	16221
divergent	IDCCH04	AOSU0	UZ77689	UZ90118	8161	8025	len-diff	6926
divergent	IDCCO01	AOSU0	UZ57201	UZ29438	12661	12413	len-diff	10057
divergent	IDCDE02	AOSU0	UZ38803	UZ34056	12245	12181	len-diff	2440
divergent	IDCDE03	AOSU0	UZ70928	EDM1102	15865	15129	len-diff	13904
divergent	IDCDL01	AOSU0	UZ59271	UZ56312	10421	10493	len-diff	7209
divergent	IDCDU01	AOSU0	UZ67200	UZ90134	16885	16797	len-diff	13805
divergent	IDCIO01	AOSU0	UZ76507	UZ53709	12077	12021	len-diff	4811
divergent	IDCIO02	AOSU0	UZ73075	UZ53784	11989	11897	len-diff	9843
divergent	IDCLC01	AOSU0	UZ75384	UZ57191	17889	17841	len-diff	13664
divergent	IDCLC02	AOSU0	UZ66932	UZ28477	19497	19474	len-diff	17190
divergent	IDCLD01	AOSU0	UY01975	EMS1102	13250	13137	len-diff	12225
divergent	IDCLV01	AOSU0	UY09934	UZ90149	14389	14285	len-diff	10576
divergent	IDCMG01	AOSU0	UZ40304	EMS1102	4634	4593	len-diff	4106
divergent	IDCMP01	AOSU0	UZ76156	UZ37989	23725	23497	len-diff	16360
divergent	IDCMV01	AOSU0	UY12664	UZ29438	14218	14333	len-diff	13110
divergent	IDCPR01	AOSU0	UZ62122	UZ51920	4713	4665	len-diff	3834
divergent	IDCRC01	AOSU0	UZ74456	UZ57196	14917	14573	len-diff	12526
divergent	IDCRC02	AOSU0	UZ65649	UZ57772	13801	13709	len-diff	6143
divergent	IDCRD03	AOSU0	UY28452	UZ22893	7213	7190	len-diff	5190
divergent	IDCRD06	AOSU0	UZ38932	EMS1102	15098	15241	len-diff	12557
divergent	IDCRI01	AOSU0	UZ64205	UZ34269	22941	22925	len-diff	2616
divergent	IDCRI04	AOSU0	UZ76315	UZ31563	15917	15909	len-diff	8999
divergent	IDCRP01	AOSU0	UZ50178	UZ51920	12813	12629	len-diff	11301
divergent	IDCRS01	AOSU0	UZ74312	UZ56650	18898	18898	content-diff	64
divergent	IDCRS02	AOSU0	UZ74312	UZ56650	18138	18138	content-diff	31
divergent	IDCRS03	AOSU0	UZ74312	UZ56650	17594	17594	content-diff	34
divergent	IDCRS04	AOSU0	UZ74312	UZ56650	9942	9942	content-diff	24
divergent	IDCRS05	AOSU0	UZ74312	UZ56650	11098	11098	content-diff	26
divergent	IDCRS06	AOSU0	UZ74312	UZ56650	13370	13362	len-diff	1200
divergent	IDCRS07	AOSU0	UZ74312	UZ56650	10370	10370	content-diff	28
divergent	IDCSA02	AOSU0	UZ67828	UZ51920	13521	13109	len-diff	10804
divergent	IDCSA07	AOSU0	UY01975	UZ55784	5941	5757	len-diff	1839
divergent	IDCSA08	AOSU0	UZ69576	EDM1102	5241	5013	len-diff	4623
divergent	IDCSA09	AOSU0	UY16087	EMS1102	3949	3869	len-diff	3355
divergent	IDCSD01	AOSU0	UY01975	EMS1102	11233	10849	len-diff	10326
