module	dlib	verdict	sections	diff_bytes	length_differs	diff_in_holes	diff_in_text
IEE3303D	AOSB3	differs	1	0	Y	0	0
IEE3503D	AOSB3	differs	1	0	Y	0	0
IEE3603D	AOSB3	differs	1	0	Y	0	0
IEE3703D	AOSB3	differs	1	0	Y	0	0
IEE40110	AOSC5	differs	1	0	Y	0	0
IEE4103D	AOSB3	differs	1	0	Y	0	0
IEE4203D	AOSB3	differs	1	0	Y	0	0
IEE4303D	AOSB3	differs	1	0	Y	0	0
IEE4403D	AOSB3	differs	1	0	Y	0	0
IEE4703D	AOSB3	differs	1	15	N	2	13
IEE4803D	AOSB3	differs	1	0	Y	0	0
IEE5103D	AOSB3	differs	1	0	Y	0	0
IEE5403D	AOSB3	differs	1	0	Y	0	0
IEE5603D	AOSB3	differs	1	0	Y	0	0
IEE5703D	AOSB3	differs	1	0	Y	0	0
IEE5903D	AOSB3	differs	1	0	Y	0	0
IEE6303D	AOSB3	differs	1	4	N	0	4
IEE6403D	AOSB3	differs	1	4	N	0	4
IEE6503D	AOSC5	differs	1	0	Y	0	0
IEE6603D	AOSC5	differs	1	8	N	6	2
IEE6703D	AOSB3	differs	1	0	Y	0	0
IEE6803D	AOSB3	differs	1	0	Y	0	0
IEE6903D	AOSB3	differs	1	0	Y	0	0
IEE7203D	AOSB3	differs	1	0	Y	0	0
IEE7303D	AOSB3	differs	1	0	Y	0	0
IEE7503D	AOSB3	differs	1	0	Y	0	0
IEE7703D	AOSB3	differs	1	0	Y	0	0
IEE7803D	AOSB3	differs	1	0	Y	0	0
IEE8603D	AOSC5	holes	1	8	N	8	0
IEE8B03D	AOSB3	differs	1	0	Y	0	0
IEE90110	AOSB3	differs	1	0	Y	0	0
IEE9403D	AOSB3	identical	1	0	N	0	0
IEEAB400	AOSB3	differs	1	0	Y	0	0
IEEAB401	AOSB3	differs	1	0	Y	0	0
IEEBASEC	AOSB3	identical	1	0	N	0	0
IEECB801	AOSB3	differs	1	3	N	0	3
IEECB806	AOSB3	identical	1	0	N	0	0
IEECB860	AOSB3	differs	1	0	Y	0	0
IEECB866	AOSB3	differs	1	0	Y	0	0
IEECB900	AOSB3	holes	1	8	N	8	0
IEECB901	AOSB3	holes	1	6	N	6	0
IEECB904	AOSB3	differs	1	0	Y	0	0
IEECB905	AOSC5	differs	1	0	Y	0	0
IEECB906	AOSC5	differs	1	0	Y	0	0
IEECB907	AOSC5	differs	1	0	Y	0	0
IEECB908	AOSC5	differs	1	0	Y	0	0
IEECB909	AOSC5	differs	1	0	Y	0	0
IEECB910	AOSC5	differs	1	1	N	0	1
IEECB911	AOSC5	differs	1	4	N	0	4
IEECB912	AOSC5	differs	1	0	Y	0	0
IEECB914	AOSC5	differs	1	0	Y	0	0
IEECB915	AOSC5	identical	1	0	N	0	0
IEECLEAN	AOSC5	differs	1	0	Y	0	0
IEECVET3	AOSC5	differs	1	0	Y	0	0
IEECVET6	AOSC5	differs	1	0	Y	0	0
IEECVET7	AOSC5	differs	1	3	N	0	3
IEECVET8	AOSC5	differs	1	0	Y	0	0
IEECVET9	AOSC5	differs	1	0	Y	0	0
IEECVETA	AOSC5	differs	1	0	Y	0	0
IEECVETD	AOSC5	identical	1	0	N	0	0
IEECVETE	AOSC5	differs	1	0	Y	0	0
IEECVETF	AOSC5	identical	1	0	N	0	0
IEECVETJ	AOSC5	differs	1	0	Y	0	0
IEECVFT1	AOSC5	holes	1	1	N	1	0
IEECVFT2	AOSC5	differs	1	0	Y	0	0
IEECVFTA	AOSC5	identical	1	0	N	0	0
IEECVFTB	AOSC5	differs	1	0	Y	0	0
IEECVFTD	AOSC5	identical	1	0	N	0	0
IEECVFTG	AOSC5	differs	1	0	Y	0	0
IEECVFTL	AOSC5	differs	1	0	Y	0	0
IEECVFTN	AOSC5	differs	1	0	Y	0	0
IEECVFTP	AOSC5	differs	1	0	Y	0	0
IEECVFTT	AOSC5	differs	1	4	N	0	4
IEECVXIT	AOSC5	identical	1	0	N	0	0
IEEDISPD	ALPALIB	identical	1	0	N	0	0
IEEMB803	AOSB3	differs	1	0	Y	0	0
IEEMB804	AOSB3	differs	1	0	Y	0	0
IEEMB805	AOSB3	differs	1	0	Y	0	0
IEEMB806	AOSB3	differs	1	0	Y	0	0
IEEMB807	AOSB3	holes	1	5	N	5	0
IEEMB808	AOSB3	identical	1	0	N	0	0
IEEMB809	AOSB3	identical	1	0	N	0	0
IEEMB810	AOSB3	differs	1	56	N	50	6
IEEMB811	AOSB3	differs	1	0	Y	0	0
IEEMB812	AOSB3	identical	1	0	N	0	0
IEEMB813	AOSB3	differs	1	0	Y	0	0
IEEMB814	AOSB3	differs	1	0	Y	0	0
IEEMB815	AOSC5	identical	1	0	N	0	0
IEEMB816	AOSB3	identical	1	0	N	0	0
IEEMB820	AOS00	differs	1	0	Y	0	0
IEEMB821	AOS00	differs	1	0	Y	0	0
IEEMB822	AOS00	identical	1	0	N	0	0
IEEMB823	AOS00	differs	1	0	Y	0	0
IEEMB824	AOS00	holes	1	12	N	12	0
IEEMB825	AOS00	differs	1	0	Y	0	0
IEEMB826	AOS00	holes	1	1	N	1	0
IEEMB827	AOS00	holes	1	4	N	4	0
IEEMB828	AOS00	holes	1	2	N	2	0
IEEMB829	AOS00	differs	1	0	Y	0	0
IEEMB860	AOSB3	differs	1	0	Y	0	0
IEEMB876	AOSB3	differs	1	13	N	0	13
IEEMB877	AOSB3	differs	1	13	N	0	13
IEEMB878	AOSB3	differs	1	1	N	0	1
IEEMB879	AOSB3	differs	1	0	Y	0	0
IEEMB880	AOSB3	identical	1	0	N	0	0
IEEMPDEV	AOSC5	differs	1	0	Y	0	0
IEEMPS03	AOSC5	differs	1	0	Y	0	0
IEEMPVST	AOSC5	differs	1	5138	N	1	5137
IEEPALTR	AOSB3	differs	1	0	Y	0	0
IEEPRTN2	AOSB3	differs	1	0	Y	0	0
IEEPRWI2	AOSB3	differs	1	0	Y	0	0
IEESB601	AOSB3	holes	1	2	N	2	0
IEESB605	AOSB3	differs	1	0	Y	0	0
IEESB606	AOSB3	holes	1	4	N	4	0
IEESTPRS	AOSC5	differs	1	14	N	0	14
IEEVALST	AOSC5	differs	1	146	N	21	125
IEEVCPU	AOSC5	differs	1	0	Y	0	0
IEEVDUMY	AOSC5	holes	1	12	N	12	0
IEEVEXSN	AOSC5	differs	1	14	N	1	13
IEEVIPL	AOSB3	differs	1	0	Y	0	0
IEEVJCL	AOSB3	differs	1	12	N	0	12
IEEVLDWT	AOSC5	identical	1	0	N	0	0
IEEVMNT2	AOSB3	differs	1	0	Y	0	0
IEEVPTH	AOSC5	differs	1	0	Y	0	0
IEEVSDIO	AOST4	differs	1	13	N	0	13
IEEVSEND	AOST4	differs	1	0	Y	0	0
IEEVSMSG	AOSB3	differs	1	0	Y	0	0
IEEVSND2	AOST4	differs	1	0	Y	0	0
IEEVSND3	AOST4	differs	1	0	Y	0	0
IEEVSND4	AOST4	differs	1	1862	N	1	1861
IEEVSND5	AOST4	differs	1	0	Y	0	0
IEEVSND6	AOST4	differs	1	0	Y	0	0
IEEVSND8	AOST4	differs	1	0	Y	0	0
IEEVSND9	AOST4	differs	1	0	Y	0	0
IEEVSTAR	AOSB3	differs	1	12	N	0	12
IEEVWAIT	AOSB3	differs	1	0	Y	0	0
IEEVWKUP	AOSC5	differs	1	0	Y	0	0
IEFAB421	AOSB3	differs	1	0	Y	0	0
IEFAB422	AOSB3	identical	1	0	N	0	0
IEFAB423	AOSB3	differs	1	0	Y	0	0
IEFAB424	AOSB3	differs	1	0	Y	0	0
IEFAB425	AOSB3	holes	1	5	N	5	0
IEFAB426	AOSB3	differs	1	0	Y	0	0
IEFAB427	AOSB3	differs	1	0	Y	0	0
IEFAB428	AOSB3	holes	1	4	N	4	0
IEFAB430	AOSB3	identical	1	0	N	0	0
IEFAB431	AOSB3	differs	1	0	Y	0	0
IEFAB432	AOSB3	differs	1	0	Y	0	0
IEFAB433	AOSB3	differs	1	10	N	3	7
IEFAB434	AOSB3	differs	1	0	Y	0	0
IEFAB435	AOSB3	differs	1	0	Y	0	0
IEFAB436	AOSB3	differs	1	0	Y	0	0
IEFAB438	AOSB3	identical	1	0	N	0	0
IEFAB440	AOSB3	holes	1	7	N	7	0
IEFAB441	AOSB3	differs	1	0	Y	0	0
IEFAB442	AOSB3	identical	1	0	N	0	0
IEFAB445	AOSB3	identical	1	0	N	0	0
IEFAB451	AOSB3	identical	1	0	N	0	0
IEFAB452	AOSB3	differs	1	0	Y	0	0
IEFAB453	AOSB3	holes	1	4	N	4	0
IEFAB454	AOSB3	identical	1	0	N	0	0
IEFAB455	AOSB3	differs	1	919	N	2	917
IEFAB456	AOSB3	differs	1	0	Y	0	0
IEFAB457	AOSB3	differs	1	0	Y	0	0
IEFAB458	AOSB3	differs	1	0	Y	0	0
IEFAB459	AOSB3	differs	1	0	Y	0	0
IEFAB461	AOSB3	differs	1	0	Y	0	0
IEFAB463	AOSB3	holes	1	6	N	6	0
IEFAB464	AOSB3	differs	1	0	Y	0	0
IEFAB466	AOSB3	identical	1	0	N	0	0
IEFAB469	AOSB3	differs	1	10	N	0	10
IEFAB470	AOSB3	differs	1	395	N	4	391
IEFAB471	AOSB3	differs	1	0	Y	0	0
IEFAB472	AOSB3	differs	1	0	Y	0	0
IEFAB473	AOSB3	identical	1	0	N	0	0
IEFAB474	AOSB3	differs	1	11	N	2	9
IEFAB475	AOSB3	holes	1	7	N	7	0
IEFAB476	AOSB3	holes	1	2	N	2	0
IEFAB477	AOSB3	differs	1	0	Y	0	0
IEFAB478	AOSB3	identical	1	0	N	0	0
IEFAB479	AOSB3	holes	1	16	N	16	0
IEFAB480	AOSB3	holes	1	2	N	2	0
IEFAB481	AOSB3	holes	1	4	N	4	0
IEFAB485	AOSB3	differs	1	0	Y	0	0
IEFAB486	AOSB3	differs	1	0	Y	0	0
IEFAB487	AOSB3	differs	1	0	Y	0	0
IEFAB488	AOSB3	differs	1	0	Y	0	0
IEFAB489	AOSB3	identical	1	0	N	0	0
IEFAB48A	AOSB3	differs	1	0	Y	0	0
IEFAB490	AOSB3	differs	1	0	Y	0	0
IEFAB491	AOSB3	differs	1	0	Y	0	0
IEFAB492	AOSB3	differs	1	0	Y	0	0
IEFAB493	AOSB3	identical	1	0	N	0	0
IEFAB494	AOSB3	differs	1	0	Y	0	0
IEFAB495	AOSB3	identical	1	0	N	0	0
IEFAB496	AOSB3	differs	1	0	Y	0	0
IEFAB498	AOSB3	differs	1	19	N	4	15
IEFAB499	AOSB3	holes	1	2	N	2	0
IEFAB49A	AOSB3	differs	1	0	Y	0	0
IEFAB49B	AOSB3	differs	1	0	Y	0	0
IEFAB49C	AOSB3	holes	1	2	N	2	0
IEFAB4A0	AOSB3	identical	1	0	N	0	0
IEFAB4A2	AOSB3	differs	1	0	Y	0	0
IEFAB4A3	AOSB3	holes	1	2	N	2	0
IEFAB4A4	AOSB3	differs	1	0	Y	0	0
IEFAB4A6	AOSB3	differs	1	0	Y	0	0
IEFAB4A8	AOSB3	differs	1	0	Y	0	0
IEFAB4B2	AOSB3	holes	1	4	N	4	0
IEFAB4DC	AOSB3	differs	1	0	Y	0	0
IEFAB4DE	AOSB3	identical	1	0	N	0	0
IEFAB4E0	AOSB3	differs	1	0	Y	0	0
IEFAB4E1	AOSB3	identical	1	0	N	0	0
IEFAB4E2	AOSB3	differs	1	5	N	4	1
IEFAB4E3	AOSB3	identical	1	0	N	0	0
IEFAB4E4	AOSB3	identical	1	0	N	0	0
IEFAB4E5	AOSB3	differs	1	0	Y	0	0
IEFAB4E6	AOSB3	holes	1	2	N	2	0
IEFAB4E7	AOSB3	differs	1	0	Y	0	0
IEFAB4E8	AOSB3	differs	1	0	Y	0	0
IEFAB4E9	AOSB3	holes	1	4	N	4	0
IEFAB4EA	AOSB3	differs	1	12	N	8	4
IEFAB4EB	AOSB3	holes	1	4	N	4	0
IEFAB4EC	AOSB3	differs	1	0	Y	0	0
IEFAB4ED	AOSB3	differs	1	0	Y	0	0
IEFAB4EE	AOSB3	differs	1	0	Y	0	0
IEFAB4EF	AOSB3	differs	1	0	Y	0	0
IEFAB4F0	AOSB3	differs	1	0	Y	0	0
IEFAB4F1	AOSB3	holes	1	4	N	4	0
IEFAB4F2	AOSB3	holes	1	4	N	4	0
IEFAB4F4	AOSB3	differs	1	0	Y	0	0
IEFAB4F5	AOSB3	differs	1	179	N	2	177
IEFAB4F6	AOSB3	identical	1	0	N	0	0
IEFAB4F7	AOSB3	holes	1	6	N	6	0
IEFAB4F8	AOSB3	holes	1	19	N	19	0
IEFAB4F9	AOSB3	holes	1	7	N	7	0
IEFAB4FA	AOSB3	differs	1	0	Y	0	0
IEFAB4FC	AOSB3	differs	1	0	Y	0	0
IEFAB4FD	AOSB3	holes	1	6	N	6	0
IEFAB4FE	AOSB3	identical	1	0	N	0	0
IEFAB4FF	AOSB3	holes	1	4	N	4	0
IEFAB4M4	AOSB3	holes	1	109	N	109	0
IEFAB4M5	AOSB3	differs	1	0	Y	0	0
IEFAB4M6	AOSB3	identical	1	0	N	0	0
IEFAB4M7	AOSB3	identical	1	0	N	0	0
IEFAB4M9	AOSB3	holes	1	4	N	4	0
IEFAB4SF	AOSB3	identical	1	0	N	0	0
IEFAB4UV	AOSB3	differs	1	0	Y	0	0
IEFAB820	AOSB3	differs	1	4	N	0	4
IEFACT	AOSB3	differs	1	0	Y	0	0
IEFACTRT	AOSB3	differs	1	0	Y	0	0
IEFAQTOP	AOSB3	identical	1	0	N	0	0
IEFATECB	AOSB3	identical	1	0	N	0	0
IEFBB401	AOSB3	identical	1	0	N	0	0
IEFBB402	AOSB3	differs	1	0	Y	0	0
IEFBB404	AOSB3	identical	1	0	N	0	0
IEFBB410	AOSB3	differs	1	0	Y	0	0
IEFBB412	AOSB3	holes	1	6	N	6	0
IEFBB414	AOSB3	identical	1	0	N	0	0
IEFBB416	AOSB3	differs	1	0	Y	0	0
IEFBB4M1	AOSB3	holes	1	2	N	2	0
IEFBB4M2	AOSB3	identical	1	0	N	0	0
IEFBB4M3	AOSB3	differs	1	0	Y	0	0
IEFBB4M4	AOSB3	differs	1	0	Y	0	0
IEFBB4M5	AOSB3	differs	1	0	Y	0	0
IEFBR14	AOSB3	identical	1	0	N	0	0
IEFDB400	AOSB3	differs	1	0	Y	0	0
IEFDB401	AOSB3	holes	1	7	N	7	0
IEFDB402	AOSB3	differs	1	0	Y	0	0
IEFDB403	AOSB3	holes	1	2	N	2	0
IEFDB410	AOSB3	differs	1	0	Y	0	0
IEFDB411	AOSB3	differs	1	0	Y	0	0
IEFDB412	AOSB3	differs	1	0	Y	0	0
IEFDB413	AOSB3	differs	1	0	Y	0	0
IEFDB414	AOSB3	differs	1	0	Y	0	0
IEFDB417	AOSB3	holes	1	4	N	4	0
IEFDB418	AOSB3	differs	1	0	Y	0	0
IEFDB450	AOSB3	holes	1	5	N	5	0
IEFDB460	AOSB3	holes	1	2	N	2	0
IEFDB470	AOSB3	differs	1	0	Y	0	0
IEFDB480	AOSB3	holes	1	1	N	1	0
IEFDB481	AOSB3	holes	1	4	N	4	0
IEFDB490	AOSB3	holes	1	1	N	1	0
IEFDB4A0	AOSB3	differs	1	16	N	0	16
IEFDB4D0	AOST4	differs	1	0	Y	0	0
IEFDB4F8	AOSB3	differs	1	0	Y	0	0
IEFDB4F9	AOSB3	differs	1	0	Y	0	0
IEFDB4FA	AOSB3	holes	1	2	N	2	0
IEFDB4FB	AOSB3	identical	1	0	N	0	0
IEFDB4FC	AOSB3	holes	1	2	N	2	0
IEFDB4FD	AOSB3	holes	1	3	N	3	0
IEFDB4FE	AOSB3	differs	1	0	Y	0	0
IEFDB4FF	AOSB3	holes	1	4	N	4	0
IEFDPOST	AOSB3	differs	1	6	N	0	6
IEFDSLST	AOSB3	holes	1	14	N	14	0
IEFDSTBL	AOSB3	holes	1	38	N	38	0
IEFEB400	AOSB3	differs	1	127	N	7	120
IEFEB4M1	AOSB3	identical	1	0	N	0	0
IEFI922B	AOSB3	holes	1	4	N	4	0
IEFIB600	AOSB3	differs	1	0	Y	0	0
IEFIB605	AOSB3	holes	1	21	N	21	0
IEFIB620	AOSB3	differs	1	0	Y	0	0
IEFIB621	AOSB3	differs	1	0	Y	0	0
IEFIB650	AOSB3	differs	1	32	N	19	13
IEFIB660	AOSB3	differs	1	0	Y	0	0
IEFICATL	AOSB3	holes	1	5	N	5	0
IEFICPUA	AOSB3	holes	1	6	N	6	0
IEFIMASK	AOSB3	holes	1	2	N	2	0
IEFIRECM	AOSB3	holes	1	5	N	5	0
IEFJACTL	AOSB3	holes	1	11	N	11	0
IEFJCDLT	AOSB3	holes	1	6	N	6	0
IEFJCNTL	AOSB3	differs	1	5	N	0	5
IEFJDIRD	AOSB3	holes	1	13	N	13	0
IEFJDSNA	AOSB3	holes	1	1	N	1	0
IEFJDWRT	AOSB3	identical	1	0	N	0	0
IEFJESDM	AOSB3	identical	1	0	N	0	0
IEFJJCLS	AOSB3	holes	1	6	N	6	0
IEFJJOBS	AOSB3	holes	1	2	N	2	0
IEFJJTRM	AOSB3	holes	1	6	N	6	0
IEFJRASP	AOSB3	holes	1	2	N	2	0
IEFJREAD	AOSB3	holes	1	9	N	9	0
IEFJRECM	AOSB3	holes	1	1	N	1	0
IEFJSDTN	AOSB3	differs	1	0	Y	0	0
IEFJSINT	AOSB3	identical	1	0	N	0	0
IEFJSREQ	AOSB3	holes	1	1	N	1	0
IEFJSSNT	AOSB3	differs	1	12	N	0	12
IEFJSWT	AOSB3	differs	1	0	Y	0	0
IEFJWRTE	AOSB3	holes	1	15	N	15	0
IEFJWTOM	AOSB3	differs	1	0	Y	0	0
IEFNB901	AOSB3	differs	1	0	Y	0	0
IEFNB902	AOSB3	holes	1	81	N	81	0
IEFNB903	AOSB3	differs	1	0	Y	0	0
IEFNB9CR	AOSB3	differs	1	0	Y	0	0
IEFNB9CT	AOSB3	holes	1	6	N	6	0
IEFNB9IR	AOSB3	differs	1	0	Y	0	0
IEFNB9IT	AOSB3	identical	1	0	N	0	0
IEFQB550	AOSB3	differs	1	0	Y	0	0
IEFQB555	AOSB3	differs	1	0	Y	0	0
IEFQB580	AOSB3	holes	1	19	N	19	0
IEFQB585	AOSB3	holes	1	38	N	38	0
IEFRSTRT	AOSB3	identical	1	0	N	0	0
IEFSCAN	AOSB3	differs	1	0	Y	0	0
IEFSD087	AOSB0	differs	3	2	Y	2	0
IEFSD088	AOSB0	differs	2	0	Y	0	0
IEFSD089	AOSB0	differs	3	0	Y	0	0
IEFSD094	AOSB0	differs	1	0	Y	0	0
IEFSD095	AOSB0	differs	2	0	Y	0	0
IEFSD101	AOSB3	differs	1	0	Y	0	0
IEFSD102	AOSB3	differs	1	7	N	2	5
IEFSD103	AOSB3	differs	1	0	Y	0	0
IEFSD160	AOSB3	differs	1	0	Y	0	0
IEFSD161	AOSB3	differs	1	0	Y	0	0
IEFSD162	AOSB3	differs	1	41	N	1	40
IEFSD164	AOSB3	differs	1	0	Y	0	0
IEFSD166	AOSB3	differs	1	0	Y	0	0
IEFSDTTE	AOSB0	differs	1	0	Y	0	0
IEFSDXXX	AOSB0	holes	2	1	N	1	0
IEFSMFIE	AOSB3	differs	1	0	Y	0	0
IEFTB720	AOSB3	differs	1	0	Y	0	0
IEFTB721	AOSB3	differs	1	0	Y	0	0
IEFTB722	AOSB3	differs	1	0	Y	0	0
IEFTB723	AOSB3	differs	1	0	Y	0	0
IEFU29	AOS00	differs	1	10	N	0	10
IEFU83	AOS00	identical	1	0	N	0	0
IEFUJI	AOSB3	differs	1	0	Y	0	0
IEFUJP	ALPALIB	identical	1	0	N	0	0
IEFUJV	AOSB3	differs	1	0	Y	0	0
IEFUSI	AOSB3	differs	1	0	Y	0	0
IEFUSO	ALPALIB	identical	1	0	N	0	0
IEFUTL	AOSB3	differs	1	0	Y	0	0
IEFVDBSD	AOSB3	differs	1	0	Y	0	0
IEFVFB	AOSB3	differs	1	0	Y	0	0
IEFVGI	AOSB3	differs	1	13	N	0	13
IEFVGK	AOSB3	differs	1	13	N	0	13
IEFVGM	AOSB3	differs	1	0	Y	0	0
IEFVGM1	AOSB3	differs	1	0	Y	0	0
IEFVGM10	AOSB3	differs	1	0	Y	0	0
IEFVGM11	AOSB3	differs	1	0	Y	0	0
IEFVGM12	AOSB3	differs	1	0	Y	0	0
IEFVGM13	AOSB3	differs	1	0	Y	0	0
IEFVGM14	AOSB3	differs	1	0	Y	0	0
IEFVGM15	AOSB3	differs	1	0	Y	0	0
IEFVGM16	AOSB3	differs	1	0	Y	0	0
IEFVGM17	AOSB3	differs	1	13	N	0	13
IEFVGM18	AOSB3	differs	1	0	Y	0	0
IEFVGM19	AOSB3	differs	1	0	Y	0	0
IEFVGM2	AOSB3	differs	1	0	Y	0	0
IEFVGM3	AOSB3	differs	1	0	Y	0	0
IEFVGM4	AOSB3	differs	1	0	Y	0	0
IEFVGM5	AOSB3	differs	1	0	Y	0	0
IEFVGM6	AOSB3	differs	1	0	Y	0	0
IEFVGM67	AOSB3	differs	1	0	Y	0	0
IEFVGM7	AOSB3	differs	1	0	Y	0	0
IEFVGM70	AOSB3	differs	1	0	Y	0	0
IEFVGM71	AOSB3	differs	1	0	Y	0	0
IEFVGM76	AOSB3	differs	1	13	N	0	13
IEFVGM78	AOSB3	differs	1	0	Y	0	0
IEFVGM8	AOSB3	differs	1	0	Y	0	0
IEFVGM9	AOSB3	differs	1	0	Y	0	0
IEFVGM90	AOSB3	identical	1	0	N	0	0
IEFVGS	AOSB3	differs	1	0	Y	0	0
IEFVGT	AOSB3	differs	1	0	Y	0	0
IEFVH1	AOSB3	differs	1	0	Y	0	0
IEFVHA	AOSB3	differs	1	0	Y	0	0
IEFVHC	AOSB3	differs	1	0	Y	0	0
IEFVHCB	AOSB3	differs	1	0	Y	0	0
IEFVHE	AOSB3	differs	1	0	Y	0	0
IEFVHEB	AOSB3	differs	1	0	Y	0	0
IEFVHF	AOSB3	differs	1	0	Y	0	0
IEFVHH	AOSB3	differs	1	0	Y	0	0
IEFVHL	AOSB3	differs	1	0	Y	0	0
IEFVHM	AOSB3	differs	1	0	Y	0	0
IEFVHN	AOSB3	differs	1	13	N	0	13
IEFVHQ	AOSB3	differs	1	0	Y	0	0
IEFVHR	AOSB3	differs	1	0	Y	0	0
IEFVINA	AOSB3	differs	1	0	Y	0	0
IEFVINB	AOSB3	differs	1	0	Y	0	0
IEFVINC	AOSB3	differs	1	0	Y	0	0
IEFVIND	AOSB3	differs	1	0	Y	0	0
IEFVINE	AOSB3	holes	1	5	N	5	0
IEFVJA	AOSB3	differs	1	0	Y	0	0
IEFXB500	AOSB3	differs	1	0	Y	0	0
IEFXB601	AOSB3	differs	1	0	Y	0	0
IEFXB602	AOSB3	holes	1	6	N	6	0
IEFXB603	AOSB3	holes	1	17	N	17	0
IEFXB604	AOSB3	holes	1	52	N	52	0
IEFXVNSL	AOSB3	identical	1	0	N	0	0
IEHATLAS	AOSU0	differs	1	0	Y	0	0
IEHDAOUT	AOSU0	identical	1	0	N	0	0
IEHDASDR	AOSU0	identical	1	0	N	0	0
IEHDCONS	AOSU0	differs	1	0	Y	0	0
IEHDDATE	AOSU0	identical	1	0	N	0	0
IEHDLABL	AOSU0	differs	1	0	Y	0	0
IEHDMSGB	AOSU0	identical	1	0	N	0	0
IEHDMSGS	AOSU0	identical	1	0	N	0	0
IEHDPRNT	AOSU0	differs	1	0	Y	0	0
IEHDSCAN	AOSU0	differs	1	8	N	0	8
IEHLIST2	AOSU0	identical	1	0	N	0	0
IEHMESS	AOSU0	identical	1	0	N	0	0
IEHMOVE	AOSU0	differs	1	0	Y	0	0
IEHMVESA	AOSU0	identical	2	0	N	0	0
IEHMVESC	AOSU0	differs	2	0	Y	0	0
IEHMVESI	AOSU0	holes	2	219	N	219	0
IEHMVESK	AOSU0	differs	2	0	Y	0	0
IEHMVESL	AOSU0	differs	2	0	Y	0	0
IEHMVESM	AOSU0	differs	2	0	Y	0	0
IEHMVESN	AOSU0	differs	1	0	Y	0	0
IEHMVESO	AOSU0	holes	2	4	N	4	0
IEHMVESP	AOSU0	holes	2	42	N	42	0
IEHMVESQ	AOSU0	differs	1	35	N	0	35
IEHMVESR	AOSU0	differs	2	0	Y	0	0
IEHMVEST	AOSU0	differs	1	0	Y	0	0
IEHMVESU	AOSU0	differs	1	0	Y	0	0
IEHMVETG	AOSU0	differs	2	0	Y	0	0
IEHMVETJ	AOSU0	differs	2	0	Y	0	0
IEHMVMRY	AOSU0	identical	1	0	N	0	0
IEHMVMRZ	AOSU0	differs	1	0	Y	0	0
IEHMVMSN	AOSU0	identical	1	0	N	0	0
IEHMVMSQ	AOSU0	identical	1	0	N	0	0
IEHMVMSY	AOSU0	differs	1	0	Y	0	0
IEHMVMTA	AOSU0	identical	1	0	N	0	0
IEHMVMTL	AOSU0	identical	1	0	N	0	0
IEHMVSRA	AOSU0	holes	3	2	N	2	0
IEHMVSRD	AOSU0	differs	2	0	Y	0	0
IEHMVSRK	AOSU0	differs	2	0	Y	0	0
IEHMVSRM	AOSU0	holes	1	2	N	2	0
IEHMVSRV	AOSU0	differs	1	0	Y	0	0
IEHMVSRX	AOSU0	differs	1	0	Y	0	0
IEHMVSRY	AOSU0	differs	1	0	Y	0	0
IEHMVSRZ	AOSU0	differs	1	0	Y	0	0
IEHMVSSF	AOSU0	differs	1	0	Y	0	0
IEHMVSSS	AOSU0	identical	1	0	N	0	0
IEHMVSSV	AOSU0	differs	1	0	Y	0	0
IEHMVSSY	AOSU0	differs	1	0	Y	0	0
IEHMVSSZ	AOSU0	differs	1	0	Y	0	0
IEHMVSTA	AOSU0	differs	2	0	Y	0	0
IEHMVSTC	AOSU0	differs	3	0	Y	0	0
IEHMVSTL	AOSU0	differs	1	0	Y	0	0
IEHMVXSE	AOSU0	differs	1	0	Y	0	0
IEHMVXSF	AOSU0	differs	1	2	N	0	2
IEHPRNT	AOSU0	holes	1	5	N	5	0
IEHPROG3	AOSU0	differs	1	0	Y	0	0
IEHPROG4	AOSU0	differs	1	0	Y	0	0
IEHPROG5	AOSU0	differs	1	0	Y	0	0
IEHSCAN	AOSU0	identical	1	0	N	0	0
IEWFTMIN	AOSC2	differs	2	4	N	0	4
IEWSWOVR	ALPALIB	differs	1	0	Y	0	0
IEZDCODE	AOSB3	differs	1	0	Y	0	0
IEZNCODE	AOSB3	differs	1	0	Y	0	0
IFCCRNDR	AOSCD	identical	1	0	N	0	0
IFCE0145	AOSCD	differs	1	0	Y	0	0
IFCE0155	AOSCD	differs	1	0	Y	0	0
IFCE2860	AOSCD	differs	1	0	Y	0	0
IFCE2870	AOSCD	differs	1	0	Y	0	0
IFCEA165	AOSCD	identical	1	0	N	0	0
IFCEAEXX	AOSCD	identical	1	0	N	0	0
IFCEB155	AOSCD	identical	1	0	N	0	0
IFCEB165	AOSCD	identical	1	0	N	0	0
IFCEC155	AOSCD	identical	1	0	N	0	0
IFCECHAR	AOSCD	identical	1	0	N	0	0
IFCED165	AOSCD	identical	1	0	N	0	0
IFCEDDR0	AOSCD	differs	1	0	Y	0	0
IFCEDPA	AOSCD	identical	1	0	N	0	0
IFCEE155	AOSCD	differs	1	0	Y	0	0
IFCEE165	AOSCD	identical	1	0	N	0	0
IFCEF165	AOSCD	identical	1	0	N	0	0
IFCEI135	AOSCD	differs	1	0	Y	0	0
IFCEI155	AOSCD	differs	1	0	Y	0	0
IFCEIPL0	AOSCD	differs	1	0	Y	0	0
IFCEJ145	AOSCD	differs	1	0	Y	0	0
IFCELEX1	AOSCD	identical	1	0	N	0	0
IFCEMAD1	AOSCD	differs	1	0	Y	0	0
IFCEMER0	AOSCD	identical	1	0	N	0	0
