module	dlib	verdict	sections	diff_bytes	length_differs	diff_in_holes	diff_in_text
IASFCB26	AOSD0	identical	1	0	N	0	0
IASFCB28	AOSD0	identical	1	0	N	0	0
IASXSD81	AOSB0	differs	2	0	Y	0	0
IASXWR00	AOSB0	differs	1	0	Y	0	0
ICB2ACT	AOSD0	differs	1	0	Y	0	0
ICB2AEA	AOSD0	differs	1	0	Y	0	0
ICB2AIR	AOSD0	differs	1	0	Y	0	0
ICB2ATTN	AOSD0	differs	1	0	Y	0	0
ICB2MSG	AOSD0	differs	1	0	Y	0	0
ICB2SIOB	AOSD0	differs	1	0	Y	0	0
ICB2SIOF	AOSD0	differs	1	525	N	56	469
ICBINIT	AOSD0	differs	1	26	N	0	26
ICBIORSI	AOSD0	differs	1	0	Y	0	0
ICBME	AOSD0	holes	1	3	N	3	0
ICBMSG05	AOSD0	differs	1	0	Y	0	0
ICBMSG56	AOSD0	differs	1	0	Y	0	0
ICBPRGIO	AOSD0	differs	1	0	Y	0	0
ICBTMSS0	AOSD0	differs	1	0	Y	0	0
ICBVCR00	AOSD0	differs	1	0	Y	0	0
ICBVDM00	AOSD0	differs	1	0	Y	0	0
ICBVDR00	AOSD0	holes	1	588	N	588	0
ICBVDR01	AOSD0	differs	1	0	Y	0	0
ICBVEX00	AOSD0	identical	1	0	N	0	0
ICBVIN00	AOSD0	differs	1	0	Y	0	0
ICBVIN02	AOSD0	differs	1	0	Y	0	0
ICBVIO00	AOSD0	identical	1	0	N	0	0
ICBVJL00	AOSD0	differs	1	0	Y	0	0
ICBVMG00	AOSD0	differs	1	0	Y	0	0
ICBVMS00	AOSD0	differs	1	0	Y	0	0
ICBVMT00	AOSD0	differs	1	0	Y	0	0
ICBVPI00	AOSD0	identical	1	0	N	0	0
ICBVPR00	AOSD0	differs	1	0	Y	0	0
ICBVQM00	AOSD0	differs	1	0	Y	0	0
ICBVRR00	AOSD0	differs	1	0	Y	0	0
ICBVSC00	AOSD0	differs	1	0	Y	0	0
ICBVSL00	AOSD0	differs	1	0	Y	0	0
ICBVSP00	AOSD0	differs	1	0	Y	0	0
ICBVTM00	AOSD0	identical	1	0	N	0	0
ICBVTP00	AOSD0	differs	1	0	Y	0	0
ICBVTP01	AOSD0	differs	1	0	Y	0	0
ICBVUP00	AOSD0	identical	1	0	N	0	0
ICBVUP01	AOSD0	identical	1	0	N	0	0
ICBVUT00	AOSD0	differs	1	0	Y	0	0
ICBVUT01	AOSD0	differs	1	0	Y	0	0
ICBVUT03	AOSD0	differs	1	0	Y	0	0
ICFBDX00	AOSCE	identical	1	0	N	0	0
ICFBIX00	AOSCE	identical	1	0	N	0	0
ICGDSA01	AOSD0	holes	1	4	N	4	0
ICGDSA02	AOSD0	holes	1	1	N	1	0
ICGDSA04	AOSD0	holes	1	5	N	5	0
ICGDSA05	AOSD0	differs	1	0	Y	0	0
ICGDSA06	AOSD0	differs	1	0	Y	0	0
ICGDSA07	AOSD0	differs	1	0	Y	0	0
ICGDSA08	AOSD0	holes	1	2	N	2	0
ICGDSA09	AOSD0	differs	1	0	Y	0	0
ICGDSANL	AOSD0	holes	1	1	N	1	0
ICGDSB01	AOSD0	differs	1	0	Y	0	0
ICGDSB03	AOSD0	differs	1	0	Y	0	0
ICGDSB05	AOSD0	differs	1	0	Y	0	0
ICGDSB06	AOSD0	differs	1	0	Y	0	0
ICGDSB09	AOSD0	differs	1	0	Y	0	0
ICGDSB11	AOSD0	differs	1	0	Y	0	0
ICGDSB12	AOSD0	differs	1	0	Y	0	0
ICGDSB13	AOSD0	differs	1	0	Y	0	0
ICGDSB15	AOSD0	differs	1	0	Y	0	0
ICGDSB16	AOSD0	differs	1	0	Y	0	0
ICGDSB18	AOSD0	differs	1	0	Y	0	0
ICGDSB19	AOSD0	differs	1	0	Y	0	0
ICGDSB20	AOSD0	differs	1	0	Y	0	0
ICGDSBLD	AOSD0	differs	1	0	Y	0	0
ICGDSINT	AOSD0	differs	1	0	Y	0	0
ICGDSMSG	AOSD0	identical	1	0	N	0	0
ICGDSS01	AOSD0	identical	1	0	N	0	0
ICGDSS02	AOSD0	identical	1	0	N	0	0
ICGDSS04	AOSD0	identical	1	0	N	0	0
ICGDSS05	AOSD0	identical	1	0	N	0	0
ICGDSS06	AOSD0	differs	1	0	Y	0	0
ICGDSS08	AOSD0	differs	1	0	Y	0	0
ICGDSS09	AOSD0	differs	1	0	Y	0	0
ICGDSS99	AOSD0	identical	1	0	N	0	0
ICGDSSCN	AOSD0	differs	1	0	Y	0	0
ICGTRDST	AOSD0	differs	1	843	N	0	843
ICGTRINT	AOSD0	differs	1	0	Y	0	0
ICGTRSUM	AOSD0	identical	1	0	N	0	0
ICGTRVID	AOSD0	identical	1	0	N	0	0
ICKAA01	AOSU0	differs	1	0	Y	0	0
ICKAN01	AOSU0	differs	1	79	N	0	79
ICKAN02	AOSU0	identical	1	0	N	0	0
ICKAN03	AOSU0	identical	1	0	N	0	0
ICKBI01	AOSU0	differs	1	23	N	0	23
ICKBM01	AOSU0	differs	1	0	Y	0	0
ICKCDAN	AOSU0	identical	1	0	N	0	0
ICKCDBI	AOSU0	identical	1	0	N	0	0
ICKCDIN	AOSU0	differs	1	0	Y	0	0
ICKCDIT	AOSU0	differs	1	0	Y	0	0
ICKCDRF	AOSU0	differs	1	0	Y	0	0
ICKCDTR	AOSU0	identical	1	0	N	0	0
ICKCL01	AOSU0	identical	1	0	N	0	0
ICKCV01	AOSU0	identical	1	0	N	0	0
ICKDV00	AOSU0	differs	1	9	N	0	9
ICKDV01	AOSU0	differs	1	0	Y	0	0
ICKDV02	AOSU0	differs	1	0	Y	0	0
ICKDV03	AOSU0	differs	1	0	Y	0	0
ICKDV04	AOSU0	differs	1	0	Y	0	0
ICKDV13	AOSU0	identical	1	0	N	0	0
ICKEX01	AOSU0	differs	1	0	Y	0	0
ICKEX02	AOSU0	identical	1	0	N	0	0
ICKEX03	AOSU0	identical	1	0	N	0	0
ICKIN01	AOSU0	differs	1	0	Y	0	0
ICKIN02	AOSU0	differs	1	13	N	0	13
ICKIO01	AOSU0	differs	1	0	Y	0	0
ICKIO02	AOSU0	differs	1	0	Y	0	0
ICKIT01	AOSU0	differs	1	0	Y	0	0
ICKPP01	AOSU0	differs	1	0	Y	0	0
ICKRA01	AOSU0	identical	1	0	N	0	0
ICKRD01	AOSU0	identical	1	0	N	0	0
ICKRF01	AOSU0	differs	1	0	Y	0	0
ICKRI01	AOSU0	differs	1	0	Y	0	0
ICKRI02	AOSU0	differs	1	0	Y	0	0
ICKRI03	AOSU0	identical	1	0	N	0	0
ICKRIKT	AOSU0	identical	1	0	N	0	0
ICKRILT	AOSU0	differs	1	0	Y	0	0
ICKRL01	AOSU0	identical	1	0	N	0	0
ICKRP01	AOSU0	differs	1	0	Y	0	0
ICKRT01	AOSU0	identical	1	0	N	0	0
ICKSA01	AOSU0	differs	1	0	Y	0	0
ICKSA02	AOSU0	differs	1	0	Y	0	0
ICKSA03	AOSU0	differs	1	0	Y	0	0
ICKSA04	AOSU0	identical	1	0	N	0	0
ICKSA05	AOSU0	differs	1	0	Y	0	0
ICKSA08	AOSU0	differs	1	0	Y	0	0
ICKSA10	AOSU0	differs	1	0	Y	0	0
ICKSD01	AOSU0	identical	1	0	N	0	0
ICKSD02	AOSU0	differs	1	11	N	0	11
ICKTA01	AOSU0	differs	1	0	Y	0	0
ICKTP04	AOSU0	identical	1	0	N	0	0
ICKTP05	AOSU0	differs	1	0	Y	0	0
ICKTR01	AOSU0	identical	1	0	N	0	0
ICKTR02	AOSU0	identical	1	0	N	0	0
ICKTSAN0	AOSU0	identical	1	0	N	0	0
ICKTSBI0	AOSU0	identical	1	0	N	0	0
ICKTSCC0	AOSU0	differs	1	0	Y	0	0
ICKTSDV0	AOSU0	differs	1	0	Y	0	0
ICKTSEF0	AOSU0	differs	1	0	Y	0	0
ICKTSEF1	AOSU0	differs	1	3	N	0	3
ICKTSEX0	AOSU0	differs	1	0	Y	0	0
ICKTSIO0	AOSU0	differs	1	0	Y	0	0
ICKTSRI0	AOSU0	differs	1	0	Y	0	0
ICKTSSA0	AOSU0	identical	1	0	N	0	0
ICKTSTP0	AOSU0	differs	1	3	N	0	3
ICKTSTP1	AOSU0	differs	1	0	Y	0	0
ICKTSUV0	AOSU0	identical	1	0	N	0	0
ICKUSER1	AOSU0	identical	1	0	N	0	0
ICKVA01	AOSU0	differs	1	0	Y	0	0
ICKVD01	AOSU0	identical	1	0	N	0	0
ICKVLBL	AOSU0	differs	1	0	Y	0	0
ICKVP01	AOSU0	identical	1	0	N	0	0
ICKVV01	AOSU0	differs	1	0	Y	0	0
ICKWI01	AOSU0	differs	1	0	Y	0	0
ICKWL01	AOSU0	differs	1	0	Y	0	0
ICKWV01	AOSU0	differs	1	0	Y	0	0
IDA0192A	AOSA0	differs	1	0	Y	0	0
IDA0192B	AOSA0	differs	1	0	Y	0	0
IDA0192C	AOSA0	differs	1	0	Y	0	0
IDA0192D	AOSA0	differs	1	0	Y	0	0
IDA0192F	AOSA0	differs	1	0	Y	0	0
IDA0192G	AOSA0	holes	1	4	N	4	0
IDA0192I	AOSA0	differs	1	0	Y	0	0
IDA0192M	AOSA0	differs	1	0	Y	0	0
IDA0192P	AOSA0	differs	1	0	Y	0	0
IDA0192S	AOSA0	differs	1	0	Y	0	0
IDA0192V	AOSA0	differs	1	0	Y	0	0
IDA0192W	AOSA0	holes	1	8	N	8	0
IDA0192Y	AOSA0	differs	1	0	Y	0	0
IDA0192Z	AOSA0	differs	1	0	Y	0	0
IDA0195A	AOSA0	identical	1	0	N	0	0
IDA019R1	AOSA0	differs	1	0	Y	0	0
IDA019R2	AOSA0	differs	1	0	Y	0	0
IDA019R4	AOSA0	differs	1	0	Y	0	0
IDA019R5	AOSA0	differs	1	0	Y	0	0
IDA019R8	AOSA0	differs	1	0	Y	0	0
IDA019RA	AOSA0	differs	1	0	Y	0	0
IDA019RB	AOSA0	identical	1	0	N	0	0
IDA019RC	AOSA0	identical	1	0	N	0	0
IDA019RD	AOSA0	differs	1	0	Y	0	0
IDA019RE	AOSA0	differs	1	0	Y	0	0
IDA019RF	AOSA0	differs	1	0	Y	0	0
IDA019RG	AOSA0	differs	1	0	Y	0	0
IDA019RH	AOSA0	differs	1	18	N	13	5
IDA019RI	AOSA0	differs	1	0	Y	0	0
IDA019RJ	AOSA0	differs	1	0	Y	0	0
IDA019RK	AOSA0	differs	1	0	Y	0	0
IDA019RL	AOSA0	differs	1	0	Y	0	0
IDA019RM	AOSA0	differs	1	0	Y	0	0
IDA019RN	AOSA0	differs	1	0	Y	0	0
IDA019RO	AOSA0	differs	1	0	Y	0	0
IDA019RP	AOSA0	differs	1	0	Y	0	0
IDA019RQ	AOSA0	differs	1	0	Y	0	0
IDA019RR	AOSA0	differs	1	0	Y	0	0
IDA019RS	AOSA0	differs	1	0	Y	0	0
IDA019RT	AOSA0	identical	1	0	N	0	0
IDA019RU	AOSA0	differs	1	0	Y	0	0
IDA019RV	AOSA0	identical	1	0	N	0	0
IDA019RW	AOSA0	differs	1	0	Y	0	0
IDA019RX	AOSA0	differs	1	0	Y	0	0
IDA019RY	AOSA0	differs	1	0	Y	0	0
IDA019RZ	AOSA0	differs	1	0	Y	0	0
IDA019S1	AOSA0	differs	1	0	Y	0	0
IDA019S2	AOSA0	differs	1	0	Y	0	0
IDA019S4	AOSC5	differs	1	5	N	0	5
IDA019S6	AOSA0	differs	1	0	Y	0	0
IDA019SA	AOSA0	differs	1	0	Y	0	0
IDA019SB	AOSC5	identical	1	0	N	0	0
IDA019SE	AOSA0	differs	1	0	Y	0	0
IDA019SF	AOSA0	differs	1	0	Y	0	0
IDA019SG	AOSA0	identical	1	0	N	0	0
IDA019SH	AOSA0	identical	1	0	N	0	0
IDA019SL	AOSA0	identical	1	0	N	0	0
IDA019SM	AOSA0	identical	1	0	N	0	0
IDA019SN	AOSA0	identical	1	0	N	0	0
IDA019SU	AOSA0	differs	2	0	Y	0	0
IDA0200B	AOSA0	differs	1	0	Y	0	0
IDA0200S	AOSA0	differs	1	0	Y	0	0
IDA0200T	AOSA0	differs	1	0	Y	0	0
IDA0231B	AOSA0	differs	1	0	Y	0	0
IDA0231T	AOSA0	differs	1	0	Y	0	0
IDA0557A	AOSA0	differs	1	0	Y	0	0
IDA0A05B	AOSA0	differs	1	0	Y	0	0
IDA0C05B	AOSA0	differs	1	0	Y	0	0
IDA0C06C	AOSA0	differs	1	0	Y	0	0
IDA0I96C	AOSA0	differs	1	0	Y	0	0
IDA121A3	AOSC5	differs	1	17	N	0	17
IDA121A5	AOSC5	differs	1	0	Y	0	0
IDA121A6	AOSC5	differs	1	4	N	0	4
IDA121CV	AOSC5	identical	1	0	N	0	0
IDACAT11	AOSA0	differs	1	0	Y	0	0
IDACAT12	AOSA0	differs	1	0	Y	0	0
IDACAT13	AOSA0	differs	1	0	Y	0	0
IDACAT21	AOSU0	identical	1	0	N	0	0
IDACKRA1	AOSA0	differs	1	0	Y	0	0
IDAICIA1	AOSA0	differs	1	0	Y	0	0
IDAIIFBF	AOSA0	identical	1	0	N	0	0
IDAIIPM1	AOSA0	differs	1	0	Y	0	0
IDAIIPM2	AOSA0	identical	1	0	N	0	0
IDAIIPM3	AOSA0	differs	1	0	Y	0	0
IDAIISM1	AOSA0	differs	1	0	Y	0	0
IDAM19R3	AOSC5	differs	1	0	Y	0	0
IDAOCEA1	AOSA0	differs	1	0	Y	0	0
IDAOCEA2	AOSA0	differs	1	0	Y	0	0
IDAOCEA3	AOSA0	identical	1	0	N	0	0
IDAOCEA4	AOSA0	holes	1	4	N	4	0
IDAVBPC1	AOSA0	differs	1	0	Y	0	0
IDAVBPJ1	AOSA0	differs	1	0	Y	0	0
IDAVBPJ2	AOSA1	holes	1	1	N	1	0
IDAVBPO1	AOSA0	differs	1	15	N	0	15
IDAVBPP1	AOSA0	differs	1	0	Y	0	0
IDAVBPR2	AOSA0	identical	1	0	N	0	0
IDAVBPS1	AOSA0	identical	1	0	N	0	0
IDAVBPS2	AOSA0	differs	1	0	Y	0	0
IDCAL01	AOSU0	differs	1	0	Y	0	0
IDCAM01	ACMDLIB	identical	1	0	N	0	0
IDCAM02	ACMDLIB	holes	1	2	N	2	0
IDCAU01	AOSU0	identical	1	0	N	0	0
IDCAU02	AOSU0	holes	1	32	N	32	0
IDCAU03	AOSU0	differs	1	0	Y	0	0
IDCAV01	AOSU0	identical	1	0	N	0	0
IDCBI01	AOSU0	differs	1	0	Y	0	0
IDCCC01	AOSU0	differs	1	0	Y	0	0
IDCCDAL	AOSU0	identical	2	0	N	0	0
IDCCDAU	AOSU0	differs	1	0	Y	0	0
IDCCDAV	AOSU0	identical	1	0	N	0	0
IDCCDBI	AOSU0	identical	2	0	N	0	0
IDCCDCC	AOSU0	identical	3	0	N	0	0
IDCCDCH	AOSU0	differs	1	0	Y	0	0
IDCCDCK	AOSU0	identical	2	0	N	0	0
IDCCDCN	AOSU0	identical	1	0	N	0	0
IDCCDCO	AOSU0	identical	1	0	N	0	0
IDCCDCP	AOSU0	identical	1	0	N	0	0
IDCCDCT	AOSU0	identical	1	0	N	0	0
IDCCDCV	AOSU0	identical	1	0	N	0	0
IDCCDDE	AOSU0	differs	10	0	Y	0	0
IDCCDDL	AOSU0	identical	2	0	N	0	0
IDCCDDU	AOSU0	differs	1	0	Y	0	0
IDCCDEC	AOSU0	identical	1	0	N	0	0
IDCCDEV	AOSU0	identical	1	0	N	0	0
IDCCDGR	AOSU0	identical	1	0	N	0	0
IDCCDLC	AOSU0	identical	2	0	N	0	0
IDCCDLD	AOSU0	differs	1	3	N	0	3
IDCCDLM	AOSU0	identical	1	0	N	0	0
IDCCDLR	AOSU0	identical	3	0	N	0	0
IDCCDLV	AOSU0	identical	1	0	N	0	0
IDCCDMC	AOSU0	identical	1	0	N	0	0
IDCCDMG	AOSU0	differs	1	0	Y	0	0
IDCCDMP	AOSU0	identical	4	0	N	0	0
IDCCDMV	AOSU0	differs	1	0	Y	0	0
IDCCDNC	AOSU0	differs	1	0	Y	0	0
IDCCDPM	AOSU0	identical	5	0	N	0	0
IDCCDPR	AOSU0	identical	2	0	N	0	0
IDCCDRC	AOSU0	identical	5	0	N	0	0
IDCCDRD	AOSU0	identical	11	0	N	0	0
IDCCDRL	AOSU0	identical	1	0	N	0	0
IDCCDRM	AOSU0	identical	4	0	N	0	0
IDCCDRP	AOSU0	differs	3	0	Y	0	0
IDCCDRR	AOSU0	identical	1	0	N	0	0
IDCCDRS	AOSU0	identical	5	0	N	0	0
IDCCDRV	AOSU0	identical	1	0	N	0	0
IDCCDSD	AOSU0	differs	1	3	N	0	3
IDCCDSG	AOSU0	identical	1	0	N	0	0
IDCCDSR	AOSU0	identical	1	0	N	0	0
IDCCDST	AOSU0	identical	1	0	N	0	0
IDCCDSV	AOSU0	identical	1	0	N	0	0
IDCCDTR	AOSU0	identical	1	0	N	0	0
IDCCDTU	AOSU0	differs	1	0	Y	0	0
IDCCDVY	AOSU0	identical	2	0	N	0	0
IDCCDXP	AOSU0	identical	3	0	N	0	0
IDCCH01	AOSU0	differs	1	0	Y	0	0
IDCCH02	AOSU0	differs	1	0	Y	0	0
IDCCH03	AOSU0	differs	1	0	Y	0	0
IDCCH04	AOSU0	differs	1	0	Y	0	0
IDCCK01	AOSU0	holes	1	2	N	2	0
IDCCN01	AOSU0	differs	1	0	Y	0	0
IDCCO01	AOSU0	differs	1	0	Y	0	0
IDCCP01	AOSU0	identical	1	0	N	0	0
IDCCT01	AOSU0	holes	1	4	N	4	0
IDCCV01	AOSU0	differs	1	0	Y	0	0
IDCDB01	AOSU0	holes	1	3	N	3	0
IDCDE01	AOSU0	differs	1	0	Y	0	0
IDCDE02	AOSU0	differs	1	0	Y	0	0
IDCDE03	AOSU0	differs	1	0	Y	0	0
IDCDL01	AOSU0	differs	1	0	Y	0	0
IDCDU01	AOSU0	differs	1	0	Y	0	0
IDCEC01	AOSU0	holes	1	6	N	6	0
IDCEV01	AOSU0	holes	1	5	N	5	0
IDCEX01	AOSU0	holes	1	4	N	4	0
IDCEX02	AOSU0	holes	1	1	N	1	0
IDCEX03	AOSU0	differs	1	0	Y	0	0
IDCGR01	AOSU0	identical	1	0	N	0	0
IDCIO01	AOSU0	differs	1	291	N	0	291
IDCIO02	AOSU0	differs	1	5	N	0	5
IDCIO03	AOSU0	identical	1	0	N	0	0
IDCIO04	AOSU0	holes	1	103	N	103	0
IDCIO05	AOSU0	differs	1	0	Y	0	0
IDCLC01	AOSU0	differs	1	0	Y	0	0
IDCLC02	AOSU0	differs	1	0	Y	0	0
IDCLD01	AOSU0	differs	1	0	Y	0	0
IDCLM01	AOSU0	differs	1	0	Y	0	0
IDCLR01	AOSU0	differs	1	0	Y	0	0
IDCLR02	AOSU0	holes	1	53	N	53	0
IDCLV01	AOSU0	differs	1	0	Y	0	0
IDCMC01	AOSU0	differs	1	0	Y	0	0
IDCMG01	AOSU0	differs	1	0	Y	0	0
IDCMP01	AOSU0	differs	1	0	Y	0	0
IDCMV01	AOSU0	differs	1	0	Y	0	0
IDCNC01	AOSU0	differs	1	0	Y	0	0
IDCPM01	AOSU0	differs	1	0	Y	0	0
IDCPR01	AOSU0	differs	1	0	Y	0	0
IDCRC01	AOSU0	differs	1	0	Y	0	0
IDCRC02	AOSU0	differs	1	0	Y	0	0
IDCRC03	AOSU0	holes	1	5	N	5	0
IDCRD01	AOSU0	holes	1	4	N	4	0
IDCRD02	AOSU0	identical	1	0	N	0	0
IDCRD03	AOSU0	differs	1	0	Y	0	0
IDCRD04	AOSU0	differs	1	0	Y	0	0
IDCRD05	AOSU0	differs	1	0	Y	0	0
IDCRD06	AOSU0	differs	1	0	Y	0	0
IDCRD07	AOSU0	differs	1	0	Y	0	0
IDCRI01	AOSU0	differs	1	0	Y	0	0
IDCRI02	AOSU0	identical	1	0	N	0	0
IDCRI03	AOSU0	holes	1	4	N	4	0
IDCRI04	AOSU0	differs	13	0	Y	0	0
IDCRIFF	AOSU0	identical	1	0	N	0	0
IDCRIKT	AOSU0	identical	1	0	N	0	0
IDCRILT	AOSU0	identical	1	0	N	0	0
IDCRIMT	AOSU0	identical	1	0	N	0	0
IDCRL01	AOSU0	identical	1	0	N	0	0
IDCRM01	AOSU0	differs	1	0	Y	0	0
IDCRP01	AOSU0	differs	1	0	Y	0	0
IDCRR01	AOSU0	differs	1	0	Y	0	0
IDCRS01	AOSU0	differs	1	0	Y	0	0
IDCRS02	AOSU0	differs	1	81	N	76	5
IDCRS03	AOSU0	differs	1	37	N	29	8
IDCRS04	AOSU0	differs	1	27	N	22	5
IDCRS05	AOSU0	differs	1	215	N	209	6
IDCRS06	AOSU0	differs	1	0	Y	0	0
IDCRS07	AOSU0	differs	1	28	N	20	8
IDCRV01	AOSU0	differs	1	0	Y	0	0
IDCSA01	AOSU0	differs	1	0	Y	0	0
IDCSA02	AOSU0	differs	1	0	Y	0	0
IDCSA03	AOSU0	holes	1	4	N	4	0
IDCSA05	AOSU0	identical	1	0	N	0	0
IDCSA06	AOSU0	differs	1	0	Y	0	0
IDCSA07	AOSU0	differs	1	0	Y	0	0
IDCSA08	AOSU0	differs	1	0	Y	0	0
IDCSA09	AOSU0	differs	1	0	Y	0	0
IDCSA10	AOSU0	differs	1	0	Y	0	0
IDCSD01	AOSU0	differs	1	0	Y	0	0
IDCSG01	AOSU0	identical	1	0	N	0	0
IDCSR01	AOSU0	holes	1	2	N	2	0
IDCST01	AOSU0	differs	1	0	Y	0	0
IDCSV01	AOSU0	differs	1	0	Y	0	0
IDCTP01	AOSU0	differs	1	0	Y	0	0
IDCTP04	AOSU0	holes	1	70	N	70	0
IDCTP05	AOSU0	holes	1	47	N	47	0
IDCTP06	AOSU0	differs	1	0	Y	0	0
IDCTR01	AOSU0	differs	1	0	Y	0	0
IDCTSAL0	AOSU0	identical	1	0	N	0	0
IDCTSAU0	AOSU0	differs	1	34	N	0	34
IDCTSAV0	AOSU0	identical	1	0	N	0	0
IDCTSBI0	AOSU0	identical	1	0	N	0	0
IDCTSCC0	AOSU0	identical	1	0	N	0	0
IDCTSCH0	AOSU0	differs	1	0	Y	0	0
IDCTSCK0	AOSU0	differs	1	0	Y	0	0
IDCTSCM0	AOSU0	differs	1	0	Y	0	0
IDCTSCN0	AOSU0	identical	1	0	N	0	0
IDCTSCO0	AOSU0	differs	1	1	N	0	1
IDCTSCP0	AOSU0	identical	1	0	N	0	0
IDCTSCT0	AOSU0	identical	1	0	N	0	0
IDCTSCV0	AOSU0	identical	1	0	N	0	0
IDCTSDE0	AOSU0	identical	1	0	N	0	0
IDCTSDL0	AOSU0	differs	1	0	Y	0	0
IDCTSDU0	AOSU0	differs	1	0	Y	0	0
IDCTSEC0	AOSU0	identical	1	0	N	0	0
IDCTSEV0	AOSU0	identical	1	0	N	0	0
IDCTSEX0	AOSU0	holes	1	3	N	3	0
IDCTSIO0	AOSU0	identical	1	0	N	0	0
IDCTSIO5	AOSU0	identical	1	0	N	0	0
IDCTSLC0	AOSU0	differs	1	0	Y	0	0
IDCTSLC1	AOSU0	differs	1	0	Y	0	0
IDCTSLD0	AOSU0	differs	1	4	N	0	4
IDCTSLM0	AOSU0	identical	1	0	N	0	0
IDCTSLR0	AOSU0	identical	1	0	N	0	0
IDCTSLR1	AOSU0	identical	1	0	N	0	0
IDCTSLV0	AOSU0	differs	1	0	Y	0	0
IDCTSMC0	AOSU0	differs	1	0	Y	0	0
IDCTSMG0	AOSU0	identical	1	0	N	0	0
IDCTSMP0	AOSU0	identical	1	0	N	0	0
IDCTSMV0	AOSU0	identical	1	0	N	0	0
IDCTSNC0	AOSU0	identical	1	0	N	0	0
IDCTSPR0	AOSU0	differs	1	0	Y	0	0
IDCTSRC0	AOSU0	identical	1	0	N	0	0
IDCTSRD0	AOSU0	differs	1	0	Y	0	0
IDCTSRI0	AOSU0	identical	1	0	N	0	0
IDCTSRI1	AOSU0	identical	1	0	N	0	0
IDCTSRL0	AOSU0	identical	1	0	N	0	0
IDCTSRR0	AOSU0	identical	1	0	N	0	0
IDCTSRS0	AOSU0	identical	1	0	N	0	0
IDCTSRV0	AOSU0	identical	1	0	N	0	0
IDCTSSA0	AOSU0	identical	1	0	N	0	0
IDCTSSA6	AOSU0	identical	1	0	N	0	0
IDCTSSA7	AOSU0	identical	1	0	N	0	0
IDCTSSD0	AOSU0	identical	1	0	N	0	0
IDCTSSR0	AOSU0	identical	1	0	N	0	0
IDCTSSS0	AOSU0	differs	1	0	Y	0	0
IDCTSST0	AOSU0	identical	1	0	N	0	0
IDCTSSV0	AOSU0	identical	1	0	N	0	0
IDCTSTP0	AOSU0	identical	1	0	N	0	0
IDCTSTP1	AOSU0	identical	1	0	N	0	0
IDCTSTP6	AOSU0	differs	1	0	Y	0	0
IDCTSTR0	AOSU0	identical	1	0	N	0	0
IDCTSTU0	AOSU0	differs	1	0	Y	0	0
IDCTSUV0	AOSU0	identical	1	0	N	0	0
IDCTSVS0	AOSU0	differs	1	0	Y	0	0
IDCTSXP0	AOSU0	identical	1	0	N	0	0
IDCTU01	AOSU0	differs	1	0	Y	0	0
IDCVS01	AOSU0	differs	1	0	Y	0	0
IDCVS02	AOSU0	holes	1	36	N	36	0
IDCVS03	AOSU0	differs	1	0	Y	0	0
IDCVY01	AOSU0	identical	1	0	N	0	0
IDCXP01	AOSU0	differs	1	8871	N	14	8857
IDDWIAPP	AOSA0	differs	1	0	Y	0	0
IDDWICLS	AOSA0	differs	1	0	Y	0	0
IDDWICPI	AOSA0	differs	1	0	Y	0	0
IDDWIJRN	AOSA0	differs	1	0	Y	0	0
IDDWIMRG	AOSA1	holes	1	4	N	4	0
IDDWITRM	AOSA0	differs	1	133	N	6	127
IEAFTEED	AOSC5	differs	1	0	Y	0	0
IEAFTIHS	AOSC5	differs	1	0	Y	0	0
IEAFTRT2	AOSC5	differs	1	0	Y	0	0
IEAFTSCB	AOSC5	differs	1	0	Y	0	0
IEAQWAIT	AOS00	differs	2	0	N	0	0
IEASMFEX	AOS00	differs	2	0	N	0	0
IEATLEXT	AOS00	identical	1	0	N	0	0
IEAVAD00	AOSC5	differs	1	0	Y	0	0
IEAVAD01	AOSC5	differs	1	0	Y	0	0
IEAVAD02	AOSC5	differs	1	0	Y	0	0
IEAVAD03	AOSC5	differs	1	925	N	43	882
IEAVAD05	AOSC5	identical	1	0	N	0	0
IEAVAD06	AOSC5	identical	1	0	N	0	0
IEAVAD07	AOSC5	differs	1	0	Y	0	0
IEAVAD08	AOSC5	differs	1	0	Y	0	0
IEAVAD09	AOSC5	identical	1	0	N	0	0
IEAVAD0A	AOSC5	differs	1	1158	N	1	1157
IEAVAD0B	AOSC5	identical	1	0	N	0	0
IEAVAD0C	AOSC5	identical	1	0	N	0	0
IEAVAD0D	AOSC5	differs	1	0	Y	0	0
IEAVAD0E	AOSC5	differs	1	0	Y	0	0
IEAVAD0F	AOSC5	differs	1	0	Y	0	0
IEAVAD10	AOSC5	differs	1	0	Y	0	0
IEAVAD11	AOSC5	differs	1	0	Y	0	0
IEAVAD31	AOSC5	differs	1	0	Y	0	0
IEAVAD51	AOSC5	differs	1	0	Y	0	0
IEAVAD71	AOSC5	differs	1	5	N	0	5
IEAVADFM	AOSC5	identical	1	0	N	0	0
IEAVADUS	AOSC5	differs	1	5	N	0	5
IEAVAR00	AOSC5	differs	1	0	Y	0	0
IEAVAR01	AOSC5	differs	1	0	Y	0	0
IEAVAR02	AOSC5	differs	1	13	N	0	13
IEAVAR03	AOSC5	identical	1	0	N	0	0
IEAVAR04	AOSC5	differs	1	0	Y	0	0
IEAVAR05	AOSC5	differs	1	608	N	3	605
IEAVAR06	AOSC5	differs	1	611	N	1	610
