module	dlib	verdict	sections	diff_bytes	length_differs	diff_in_holes	diff_in_text
IEAVGTCL	AOSC5	identical	1	0	N	0	0
IEAVID00	AOSC5	differs	1	0	Y	0	0
IEAVINV	AOSC5	differs	1	13	N	0	13
IEAVIOCP	AOSC5	identical	1	0	N	0	0
IEAVITAS	AOSC5	differs	1	12	N	0	12
IEAVLK00	AOSC5	differs	1	25	N	1	24
IEAVLK01	AOSC5	differs	1	26	N	0	26
IEAVLK02	AOSC5	differs	1	15	N	1	14
IEAVLK03	AOSC5	differs	1	16	N	1	15
IEAVMASV	AOSC5	differs	1	0	Y	0	0
IEAVMDOM	AOSC5	differs	1	0	Y	0	0
IEAVMDSV	AOSC5	differs	1	0	Y	0	0
IEAVMED2	AOSC5	differs	1	0	Y	0	0
IEAVMFRR	AOSC5	differs	1	0	Y	0	0
IEAVMNTR	AOSC5	differs	1	18	N	3	15
IEAVMODE	AOSC5	differs	1	0	Y	0	0
IEAVMQR0	AOSC5	holes	1	6	N	6	0
IEAVMQWR	AOSC5	differs	1	0	Y	0	0
IEAVMSGS	AOSC5	identical	1	0	N	0	0
IEAVMWSV	AOSC5	differs	1	0	Y	0	0
IEAVMWTL	AOSC5	identical	1	0	N	0	0
IEAVMWTO	AOSC5	differs	1	0	Y	0	0
IEAVNIP0	AOSC5	differs	1	138	N	0	138
IEAVNIPM	AOSC5	differs	1	0	Y	0	0
IEAVNIPX	AOSC5	differs	1	269	N	3	266
IEAVNP01	AOSC5	differs	1	51	N	0	51
IEAVNP02	AOSC5	differs	1	551	N	271	280
IEAVNP03	AOSC5	differs	1	3110	N	0	3110
IEAVNP05	AOSC5	differs	1	1300	N	0	1300
IEAVNP07	AOSC5	differs	1	112	N	0	112
IEAVNP08	AOSC5	differs	1	347	N	0	347
IEAVNP09	AOSC5	differs	1	119	N	0	119
IEAVNP10	AOSC5	differs	1	180	N	0	180
IEAVNP11	AOSC5	differs	1	0	Y	0	0
IEAVNP12	AOSC5	differs	1	0	Y	0	0
IEAVNP13	AOSC5	differs	1	422	N	0	422
IEAVNP14	AOSC5	no-deck	0	-1		0	0
IEAVNP16	AOSC5	differs	1	300	N	0	300
IEAVNP17	AOSC5	differs	2	206	N	0	206
IEAVNP19	AOSC5	differs	1	56	N	0	56
IEAVNP1A	AOSC5	differs	1	32	N	0	32
IEAVNP1B	AOSC5	differs	1	89	N	0	89
IEAVNPA1	AOSC5	differs	1	130	N	0	130
IEAVNPA5	AOSC5	differs	1	418	N	0	418
IEAVNPA6	AOSC5	differs	1	28	N	0	28
IEAVNPB5	AOSC5	differs	1	98	N	0	98
IEAVNPB6	AOSC5	identical	1	0	N	0	0
IEAVNPM2	AOSC5	differs	1	1414	N	4	1410
IEAVNPM3	AOSC5	differs	1	447	N	0	447
IEAVNPS5	AOSC5	differs	1	138	N	0	138
IEAVOUT	AOSC5	differs	1	31	N	1	30
IEAVPCB	AOSC5	differs	1	17	N	1	16
IEAVPFTE	AOSC5	differs	1	13	N	0	13
IEAVPIOI	AOSC5	differs	1	4	N	0	4
IEAVPIOP	AOSC5	differs	1	40	N	1	39
IEAVPIX	AOSC5	differs	1	8	N	0	8
IEAVPREF	AOSC5	differs	1	24	N	1	23
IEAVPRSB	AOSC5	differs	1	13	N	0	13
IEAVPRT0	AOSC5	differs	2	12	N	0	12
IEAVPSI	AOSC5	differs	1	15	N	1	14
IEAVRCF	AOSC5	differs	1	19	N	1	18
IEAVRCV	AOSC5	differs	1	16	N	0	16
IEAVRELS	AOSC5	differs	1	35	N	1	34
IEAVRFR	AOSC5	differs	1	29	N	1	28
IEAVRSM	AOSC5	differs	1	14	N	0	14
IEAVRT00	AOSC5	differs	1	0	Y	0	0
IEAVRT01	AOSC5	differs	1	0	Y	0	0
IEAVRT02	AOSC5	differs	1	0	Y	0	0
IEAVRTI0	AOSC5	differs	1	2	N	0	2
IEAVRTI1	AOSC5	differs	1	78	N	62	16
IEAVRTOD	AOSC5	identical	1	0	N	0	0
IEAVSETS	AOSC5	differs	1	19	N	1	18
IEAVSOUT	AOSC5	differs	1	412	N	0	412
IEAVSQA	AOSC5	differs	1	12	N	1	11
IEAVSTA0	AOSC5	differs	1	0	Y	0	0
IEAVSTAA	AOSC5	differs	1	0	Y	0	0
IEAVSWCH	AOSC5	differs	1	0	Y	0	0
IEAVSWIN	AOSC5	differs	1	328	N	1	327
IEAVSWPC	AOSC5	differs	1	0	Y	0	0
IEAVSY50	AOSC5	differs	1	12	N	0	12
IEAVTABD	AOSC5	differs	1	0	Y	0	0
IEAVTABI	AOSC5	identical	1	0	N	0	0
IEAVTACR	AOSC5	identical	1	0	N	0	0
IEAVTADR	AOSC5	identical	1	0	N	0	0
IEAVTAS1	AOSC5	differs	1	0	Y	0	0
IEAVTAS2	AOSC5	differs	1	0	Y	0	0
IEAVTAS3	AOSC5	differs	1	0	Y	0	0
IEAVTB00	AOSC5	differs	2	0	Y	0	0
IEAVTCR1	AOSC5	identical	1	0	N	0	0
IEAVTERM	AOSC5	differs	1	38	N	0	38
IEAVTEST	AOSC5	identical	2	0	N	0	0
IEAVTFHX	AOSC5	identical	1	0	N	0	0
IEAVTFMT	AOSC5	differs	1	0	Y	0	0
IEAVTFRD	AOSC5	differs	1	0	Y	0	0
IEAVTFRT	AOSC5	differs	1	0	Y	0	0
IEAVTFSD	AOSC5	differs	1	0	Y	0	0
IEAVTFTM	AOSC5	identical	1	0	N	0	0
IEAVTGLB	AOSC5	differs	1	0	Y	0	0
IEAVTJBN	AOSC5	differs	1	0	Y	0	0
IEAVTLCL	AOSC5	differs	1	0	Y	0	0
IEAVTMMT	AOSC5	holes	1	26	N	26	0
IEAVTMRM	AOSC5	differs	1	0	Y	0	0
IEAVTMSI	AOSC5	differs	1	0	Y	0	0
IEAVTMTC	AOSC5	differs	1	0	Y	0	0
IEAVTMTR	AOSC5	differs	1	0	Y	0	0
IEAVTPER	AOSC5	differs	1	98	N	1	97
IEAVTPMT	AOSC5	differs	1	14	N	8	6
IEAVTRCE	AOSC5	differs	1	13	N	0	13
IEAVTRER	AOSC5	identical	1	0	N	0	0
IEAVTRET	AOSC5	differs	1	0	Y	0	0
IEAVTRML	AOSC5	identical	1	0	N	0	0
IEAVTRT1	AOSC5	differs	1	13	N	0	13
IEAVTRT2	AOSC5	differs	1	0	Y	0	0
IEAVTRTC	AOSC5	differs	1	0	Y	0	0
IEAVTRTE	AOSC5	differs	1	0	Y	0	0
IEAVTRTH	AOSC5	differs	1	0	Y	0	0
IEAVTRTM	AOSC5	identical	1	0	N	0	0
IEAVTRTR	AOSC5	differs	1	19	N	0	19
IEAVTRTS	AOSC5	differs	1	19	N	0	19
IEAVTRV	AOSC5	differs	1	16	N	1	15
IEAVTSBP	AOSC5	identical	1	0	N	0	0
IEAVTSDC	AOSC5	differs	1	0	Y	0	0
IEAVTSDF	AOSC5	differs	1	0	Y	0	0
IEAVTSDG	AOSC5	differs	1	0	Y	0	0
IEAVTSDH	AOSC5	differs	1	0	Y	0	0
IEAVTSDI	AOSC5	differs	1	768	N	2	766
IEAVTSDL	AOSC5	identical	1	0	N	0	0
IEAVTSDO	AOSC5	differs	1	0	Y	0	0
IEAVTSDR	AOSC5	differs	1	0	Y	0	0
IEAVTSDT	AOSC5	differs	1	0	Y	0	0
IEAVTSDU	AOSC5	differs	1	30	N	3	27
IEAVTSDW	AOSC5	differs	1	0	Y	0	0
IEAVTSDX	AOSC5	differs	1	33	N	0	33
IEAVTSIG	AOSC5	identical	1	0	N	0	0
IEAVTSKT	AOSC5	differs	1	0	Y	0	0
IEAVTSL1	AOSC5	identical	1	0	N	0	0
IEAVTSL2	AOSC5	identical	1	0	N	0	0
IEAVTSLB	AOSC5	identical	1	0	N	0	0
IEAVTSLE	AOSC5	identical	1	0	N	0	0
IEAVTSLP	AOSC5	differs	1	0	Y	0	0
IEAVTSLR	AOSC5	differs	1	0	Y	0	0
IEAVTSLS	AOSC5	identical	1	0	N	0	0
IEAVTSSD	AOSC5	differs	1	0	Y	0	0
IEAVTSSE	AOSC5	differs	1	0	Y	0	0
IEAVVCRA	AOSC5	identical	1	0	N	0	0
IEAVVCRX	AOSC5	differs	1	14	N	1	13
IEAVVCTR	AOSC5	differs	1	70	N	4	66
IEAVVINT	AOSC5	differs	1	0	Y	0	0
IEAVVRP1	AOSC5	differs	1	0	Y	0	0
IEAVVRP2	AOSC5	differs	1	0	Y	0	0
IEAVVWTO	AOSC5	differs	1	0	Y	0	0
IEAVXDOM	AOSC5	differs	1	0	Y	0	0
IEAXPALL	AOSC5	differs	2	0	Y	0	0
IEAXPDXR	AOSC5	holes	2	4	N	4	0
IEAXPSIM	AOSC5	identical	1	0	N	0	0
IEBASCAN	AOSU0	differs	2	0	Y	0	0
IEBBAM	AOSU0	differs	1	32	N	0	32
IEBBSCAN	AOSU0	differs	2	0	N	0	0
IEBCANAL	AOSU0	holes	1	279	N	279	0
IEBCCS02	AOSU0	differs	1	0	Y	0	0
IEBCMAIN	AOSU0	differs	1	0	Y	0	0
IEBCNVT	AOSU0	identical	1	0	N	0	0
IEBCOMPM	AOSU0	holes	1	163	N	163	0
IEBCONH2	AOSU0	identical	1	0	N	0	0
IEBCONP2	AOSU0	identical	1	0	N	0	0
IEBCONZ2	AOSU0	identical	1	0	N	0	0
IEBCQSAM	AOSU0	differs	1	0	Y	0	0
IEBCRANL	AOSU0	differs	1	0	Y	0	0
IEBCREAT	AOSU0	differs	1	0	Y	0	0
IEBCROOT	AOSU0	holes	1	366	N	366	0
IEBCULET	AOSU0	holes	1	242	N	242	0
IEBDG	AOSU0	differs	1	0	Y	0	0
IEBDGCUP	AOSU0	differs	1	0	Y	0	0
IEBDGMSG	AOSU0	identical	1	0	N	0	0
IEBDISKT	AOSD0	differs	1	0	Y	0	0
IEBDRB	AOSU0	identical	1	0	N	0	0
IEBDRD	AOSU0	differs	1	18	N	0	18
IEBDSCPY	AOSU0	differs	3	82	Y	4	78
IEBDSU	AOSU0	identical	1	0	N	0	0
IEBDV1	AOSU0	holes	2	178	N	178	0
IEBDWR	AOSU0	differs	1	23	N	0	23
IEBEDIT	AOSU0	differs	1	0	Y	0	0
IEBEDIT2	AOSU0	differs	1	0	Y	0	0
IEBFDANL	AOSU0	identical	1	0	N	0	0
IEBFDTBL	AOSU0	differs	1	7	N	4	3
IEBGEN03	AOSU0	differs	1	0	Y	0	0
IEBGENR3	AOSU0	differs	1	0	Y	0	0
IEBGENRT	AOSU0	differs	1	0	Y	0	0
IEBGENS3	AOSU0	differs	1	0	Y	0	0
IEBGMESG	AOSU0	identical	1	0	N	0	0
IEBGSCAN	AOSU0	differs	1	0	Y	0	0
IEBIMAGE	AOSU0	differs	1	0	Y	0	0
IEBIMSGS	AOSU0	differs	1	0	Y	0	0
IEBIOE	AOSU0	identical	2	0	N	0	0
IEBISAM	AOSU0	differs	2	0	Y	0	0
IEBISC	AOSU0	differs	2	0	Y	0	0
IEBISCAN	AOSU0	differs	1	0	Y	0	0
IEBISF	AOSU0	differs	2	0	Y	0	0
IEBISL	AOSU0	differs	2	0	Y	0	0
IEBISMES	AOSU0	identical	1	0	N	0	0
IEBISPL	AOSU0	differs	2	0	Y	0	0
IEBISSI	AOSU0	differs	1	0	Y	0	0
IEBISSO	AOSU0	differs	2	0	Y	0	0
IEBISU	AOSU0	differs	2	0	Y	0	0
IEBLDUL	AOSU0	differs	1	248	N	0	248
IEBLENP2	AOSU0	identical	1	0	N	0	0
IEBMCM	AOSU0	identical	1	0	N	0	0
IEBMOVE2	AOSU0	identical	1	0	N	0	0
IEBPPAL1	AOSU0	differs	1	0	Y	0	0
IEBPPCH1	AOSU0	differs	1	0	Y	0	0
IEBPPMSG	AOSU0	identical	1	0	N	0	0
IEBPPUN1	AOSU0	holes	1	422	N	422	0
IEBRSAM	AOSU0	differs	1	199	N	0	199
IEBSCN	AOSU0	differs	1	34	N	0	34
IEBTCR02	AOSU0	holes	1	22	N	22	0
IEBTCR03	AOSU0	differs	1	46	N	44	2
IEBTCR04	AOSU0	holes	1	90	N	90	0
IEBTCR05	AOSU0	identical	2	0	N	0	0
IEBTCRIN	AOSU0	identical	3	0	N	0	0
IEBUPDT2	AOSU0	differs	2	0	Y	0	0
IEBUPDTE	AOSU0	differs	2	0	Y	0	0
IEBUPLOG	AOSU0	differs	2	538	N	208	330
IEBUPNIT	AOSU0	holes	1	36	N	36	0
IEBUPXIT	AOSU0	identical	1	0	N	0	0
IEBVCT	AOSU0	identical	1	0	N	0	0
IEBVDM	AOSU0	identical	1	0	N	0	0
IEBVMS	AOSU0	identical	2	0	N	0	0
IEBVTM	AOSU0	differs	1	26	N	0	26
IEBVTT	AOSU0	differs	1	9	N	6	3
IEBWSAM	AOSU0	differs	1	100	N	0	100
IEBWSU	AOSU0	differs	2	14	N	0	14
IECBBFB1	AOSD0	identical	1	0	N	0	0
IECDAFMT	AOSC5	differs	1	0	Y	0	0
IECDAFT1	AOSC5	differs	1	0	Y	0	0
IECIHIO	AOSC5	differs	1	31	N	0	31
IECIOFMT	AOSC5	differs	1	0	Y	0	0
IECIOFT1	AOSC5	differs	1	0	Y	0	0
IECIOSAM	AOSC5	differs	1	523	N	1	522
IECLMSGC	AOSC5	differs	1	0	Y	0	0
IECLMSGD	AOSC5	differs	1	0	Y	0	0
IECLMSGG	AOSC5	differs	1	0	Y	0	0
IECLMSGM	AOSC5	differs	1	0	Y	0	0
IECLMSGT	AOSC5	differs	1	0	Y	0	0
IECLMSGU	AOSC5	differs	1	0	Y	0	0
IECQBFG1	AOSD0	differs	1	0	Y	0	0
IECTATEN	AOS20	identical	1	0	N	0	0
IECTATTN	AOSC5	identical	1	0	N	0	0
IECTCATN	AOSC5	differs	2	1	N	0	1
IECTCHGN	AOS20	identical	1	0	N	0	0
IECTEDIT	AOS20	holes	1	45	N	45	0
IECTLERP	AOS20	identical	1	0	N	0	0
IECTLOPN	AOS20	differs	1	0	Y	0	0
IECTONLT	AOS20	holes	1	72	N	72	0
IECTSCAN	AOS20	differs	1	113	N	0	113
IECTSVC	AOS20	identical	1	0	N	0	0
IECTTRNS	AOS20	identical	1	0	N	0	0
IECVBRSV	AOSC5	identical	1	0	N	0	0
IECVCINT	AOSC5	differs	1	0	Y	0	0
IECVCRHH	AOSC5	differs	1	0	Y	0	0
IECVDAVV	AOSC5	differs	1	19	N	1	18
IECVDDT0	AOSC5	differs	1	14	N	1	13
IECVDDT1	AOSC5	differs	1	0	Y	0	0
IECVDERP	AOSC5	differs	1	125	N	1	124
IECVDURP	AOSC5	differs	1	1	N	0	1
IECVERPL	AOSC5	differs	1	10	N	0	10
IECVESIO	AOSC5	differs	1	8	N	4	4
IECVEXCP	AOSC5	differs	1	23	N	0	23
IECVEXPR	AOSC5	identical	1	0	N	0	0
IECVGENA	AOSC5	differs	1	28	N	0	28
IECVHDET	AOSC5	differs	2	0	Y	0	0
IECVHIDT	AOSC5	differs	1	0	Y	0	0
IECVHREC	AOSC5	differs	1	0	Y	0	0
IECVIOPM	ALPALIB	differs	1	0	Y	0	0
IECVIRST	AOSC5	differs	1	256	N	0	256
IECVITRP	AOSC5	identical	1	0	N	0	0
IECVMAP	AOSC5	differs	1	25	N	0	25
IECVOID	AOSC5	differs	1	0	N	0	0
IECVOTBL	AOSC5	identical	17	0	N	0	0
IECVPST	AOSC5	differs	2	5	N	0	5
IECVPURG	AOSC5	differs	1	12	N	0	12
IECVRDIO	AOSC5	identical	1	0	N	0	0
IECVRRSV	AOSC5	differs	1	11	N	10	1
IECVRSTI	AOSC5	differs	1	125	N	3	122
IECVSMGR	AOSC5	differs	1	0	Y	0	0
IECVTCCW	AOSC5	differs	1	20	N	0	20
IECVURDT	AOSC5	identical	1	0	N	0	0
IECVURSV	AOSC5	identical	1	0	N	0	0
IECVXDAS	AOSC5	differs	1	0	Y	0	0
IECVXDAT	AOSC5	differs	1	0	Y	0	0
IECVXDAU	AOSC5	differs	1	0	Y	0	0
IECVXDRS	AOSC5	differs	1	0	Y	0	0
IECVXDRT	AOSC5	differs	1	0	Y	0	0
IECVXGRT	AOSC5	differs	1	0	Y	0	0
IECVXMGN	AOSC5	differs	1	0	Y	0	0
IECVXPRE	AOSC5	differs	1	0	Y	0	0
IECVXSKE	AOSC5	differs	1	0	Y	0	0
IECVXSKN	AOSC5	differs	1	0	Y	0	0
IECVXSKS	AOSC5	differs	1	0	Y	0	0
IECVXT2S	AOSC5	differs	1	0	Y	0	0
IECVXT3S	AOSC5	differs	1	0	Y	0	0
IECVXTAT	AOSC5	differs	1	0	Y	0	0
IECVXTPT	AOSC5	differs	1	0	Y	0	0
IECVXURS	AOSC5	differs	1	0	Y	0	0
IECVXURT	AOSC5	differs	1	0	Y	0	0
IECVXVRS	AOSC5	differs	1	0	Y	0	0
IECVXVRT	AOSC5	differs	1	0	Y	0	0
IECVXVRU	AOSC5	differs	1	0	Y	0	0
IED1303D	AOS21	differs	1	0	Y	0	0
IEDAY1	AOST3	differs	1	0	Y	0	0
IEDAY2	AOST3	holes	1	13	N	13	0
IEDAY3	AOST3	identical	1	0	N	0	0
IEDAY8	AOST3	differs	1	0	Y	0	0
IEDAY802	AOST3	no-deck	0	-1		0	0
IEDAY88	AOST3	differs	1	0	Y	0	0
IEDAYA	AOS21	differs	1	0	Y	0	0
IEDAYAA	AOST3	differs	1	0	Y	0	0
IEDAYAB	AOS21	differs	1	0	Y	0	0
IEDAYBX	AOS21	differs	1	0	Y	0	0
IEDAYC	AOS21	differs	1	0	Y	0	0
IEDAYD	AOS21	differs	1	0	Y	0	0
IEDAYE	AOS21	differs	1	0	Y	0	0
IEDAYF	AOS21	differs	1	0	Y	0	0
IEDAYGP	AOST3	differs	1	0	Y	0	0
IEDAYH	AOS21	differs	1	0	Y	0	0
IEDAYHH	AOST3	differs	1	0	Y	0	0
IEDAYI	AOS21	differs	1	0	Y	0	0
IEDAYII	AOST3	differs	1	0	Y	0	0
IEDAYJ	AOS21	differs	1	0	Y	0	0
IEDAYL	AOS21	differs	1	0	Y	0	0
IEDAYLL	AOST3	identical	1	0	N	0	0
IEDAYM	AOS21	differs	1	0	Y	0	0
IEDAYN	AOS21	differs	1	0	Y	0	0
IEDAYO	AOS21	differs	1	0	Y	0	0
IEDAYOO	AOST3	differs	1	0	Y	0	0
IEDAYP	AOS21	differs	1	0	Y	0	0
IEDAYQ	AOS21	differs	1	0	Y	0	0
IEDAYQT	AOST3	differs	1	0	Y	0	0
IEDAYQT1	AOST3	no-deck	0	-1		0	0
IEDAYS	AOS21	differs	1	0	Y	0	0
IEDAYT	AOS21	differs	1	3	N	0	3
IEDAYV	AOS21	differs	1	0	Y	0	0
IEDAYW	AOS21	differs	1	0	Y	0	0
IEDAYX	AOS21	differs	1	0	Y	0	0
IEDAYY	AOS21	differs	1	0	Y	0	0
IEDAYZ	AOS21	differs	1	0	Y	0	0
IEDAYZZ	AOS21	differs	1	4	N	0	4
IEDBITN	AOS21	differs	1	0	Y	0	0
IEDBSM	AOS21	differs	1	0	Y	0	0
IEDCMIN	AOS21	differs	1	0	Y	0	0
IEDCMOUT	AOS21	differs	1	407	N	0	407
IEDCSA	AOS21	differs	5	0	Y	0	0
IEDCSCIN	AOS21	differs	1	1351	N	1	1350
IEDDFOUT	AOS21	differs	1	0	Y	0	0
IEDDVAS	AOS21	differs	1	0	Y	0	0
IEDFSSTB	AOS21	identical	1	0	N	0	0
IEDIAA	AOS21	differs	1	0	Y	0	0
IEDIAB	AOS21	differs	1	0	Y	0	0
IEDIAH	AOS21	differs	1	0	Y	0	0
IEDIAM	AOS21	differs	1	0	Y	0	0
IEDIAP	AOS21	differs	1	0	Y	0	0
IEDIAQ	AOS21	differs	1	0	Y	0	0
IEDIAR	AOS21	differs	1	0	Y	0	0
IEDIAS	AOS21	differs	1	113	N	2	111
IEDIAU	AOS21	identical	1	0	N	0	0
IEDKHISC	AOS21	differs	1	0	Y	0	0
IEDLUS	AOS21	differs	1	0	Y	0	0
IEDMVBFR	AOS21	differs	1	0	Y	0	0
IEDN25	AOS21	identical	1	0	N	0	0
IEDNCU	AOS21	differs	1	1669	N	4	1665
IEDNCU2	AOS21	differs	1	0	Y	0	0
IEDNGD	AOS21	differs	1	0	Y	0	0
IEDNID	AOS21	differs	1	0	Y	0	0
IEDNKA	AOS21	differs	1	0	Y	0	0
IEDNLT	AOS21	differs	1	0	Y	0	0
IEDNMG	AOS21	identical	1	0	N	0	0
IEDNSL	AOS21	differs	1	0	Y	0	0
IEDNTR	AOS21	differs	1	0	Y	0	0
IEDOPTN	AOS21	differs	1	0	Y	0	0
IEDPCIN	AOS21	differs	1	0	Y	0	0
IEDPCOUT	AOS21	differs	1	0	Y	0	0
IEDPMD	AOS21	differs	1	0	Y	0	0
IEDQ10	AOS21	identical	1	0	N	0	0
IEDQ11	AOS21	identical	1	0	N	0	0
IEDQ12	AOS21	identical	1	0	N	0	0
IEDQ13	AOS21	identical	1	0	N	0	0
IEDQ14	AOS21	identical	1	0	N	0	0
IEDQ15	AOS21	no-deck	0	-1		0	0
IEDQ16	AOS21	identical	1	0	N	0	0
IEDQ17	AOS21	identical	1	0	N	0	0
IEDQ18	AOS21	identical	1	0	N	0	0
IEDQ19	AOS21	identical	1	0	N	0	0
IEDQ20	AOS21	identical	1	0	N	0	0
IEDQ21	AOS21	identical	1	0	N	0	0
IEDQ22	AOS21	identical	1	0	N	0	0
IEDQ23	AOS21	identical	1	0	N	0	0
IEDQ24	AOS21	identical	1	0	N	0	0
IEDQ25	AOS21	identical	1	0	N	0	0
IEDQ26	AOS21	identical	1	0	N	0	0
IEDQ27	AOS21	identical	1	0	N	0	0
IEDQ28	AOS21	identical	1	0	N	0	0
IEDQA0	AOS21	differs	1	0	Y	0	0
IEDQA1	AOS21	differs	1	0	Y	0	0
IEDQA2	AOS21	differs	1	0	Y	0	0
IEDQA3	AOS21	differs	1	0	Y	0	0
IEDQA4	AOS21	differs	1	0	Y	0	0
IEDQA5	AOS21	differs	1	0	Y	0	0
IEDQA6	AOS21	differs	1	0	Y	0	0
IEDQA7	AOS21	identical	1	0	N	0	0
IEDQA8	AOS21	differs	1	0	Y	0	0
IEDQA9	AOS21	identical	1	0	N	0	0
IEDQAA	AOS21	differs	1	0	Y	0	0
IEDQAB	AOS21	differs	1	0	Y	0	0
IEDQAC	AOS21	differs	1	0	Y	0	0
IEDQAD	AOS21	differs	1	0	Y	0	0
IEDQAE	AOS21	differs	1	0	Y	0	0
IEDQAF	AOS21	differs	1	0	Y	0	0
IEDQAG	AOS21	differs	1	0	Y	0	0
IEDQAH	AOS21	differs	1	0	Y	0	0
IEDQAI	AOS21	differs	1	0	Y	0	0
IEDQAJ	AOS21	differs	1	0	Y	0	0
IEDQAK	AOS21	differs	1	0	Y	0	0
IEDQAL	AOS21	differs	1	0	Y	0	0
IEDQAM	AOS21	differs	1	0	Y	0	0
IEDQAN	AOS21	differs	1	0	Y	0	0
IEDQAO	AOS21	differs	1	0	Y	0	0
IEDQAP	AOS21	differs	1	0	Y	0	0
IEDQAQ	AOS21	differs	1	0	Y	0	0
IEDQAR	AOS21	differs	1	0	Y	0	0
IEDQAS	AOS21	differs	1	0	Y	0	0
IEDQAT	AOS21	differs	1	0	Y	0	0
IEDQATTN	AOS21	differs	1	0	Y	0	0
IEDQAU	AOS21	differs	1	500	N	2	498
IEDQAV	AOS21	differs	1	0	Y	0	0
IEDQAW	AOS21	differs	1	0	Y	0	0
IEDQAX	AOS21	differs	1	0	Y	0	0
IEDQAY	AOS21	differs	1	0	Y	0	0
IEDQAZ	AOS21	differs	1	0	Y	0	0
IEDQB1	AOS21	differs	1	0	Y	0	0
IEDQB2	AOS21	differs	1	112	N	0	112
IEDQB3	AOS21	differs	1	0	Y	0	0
IEDQB4	AOS21	differs	1	0	Y	0	0
IEDQB7	AOS21	differs	1	0	Y	0	0
IEDQBA	AOS21	differs	1	0	Y	0	0
IEDQBB	AOS21	identical	1	0	N	0	0
IEDQBC	AOS21	differs	1	0	Y	0	0
IEDQBD	AOS21	differs	1	0	Y	0	0
IEDQBE	AOS21	differs	1	0	Y	0	0
IEDQBF	AOS21	differs	1	0	Y	0	0
IEDQBG	AOS21	differs	1	0	Y	0	0
IEDQBH	AOS21	differs	1	0	Y	0	0
IEDQBI	AOS21	differs	1	0	Y	0	0
IEDQBJ	AOS21	differs	1	0	Y	0	0
IEDQBL	AOS21	differs	1	0	Y	0	0
IEDQBM	AOS21	differs	1	0	Y	0	0
IEDQBN	AOS21	differs	1	0	Y	0	0
IEDQBO	AOS21	differs	1	0	Y	0	0
IEDQBP	AOS21	differs	1	0	Y	0	0
IEDQBQ	AOS21	differs	1	1063	N	2	1061
IEDQBR	AOS21	differs	1	0	Y	0	0
IEDQBS	AOS21	differs	1	0	Y	0	0
IEDQBT	AOS21	differs	1	0	Y	0	0
IEDQBU	AOS21	differs	1	0	Y	0	0
IEDQBUFF	AOS21	differs	1	0	Y	0	0
IEDQBV	AOS21	differs	1	0	Y	0	0
IEDQBX	AOS21	differs	1	0	Y	0	0
IEDQBY	AOS21	differs	1	0	Y	0	0
IEDQBZ	AOS21	differs	1	0	Y	0	0
IEDQCA	AOS21	differs	2	0	Y	0	0
IEDQDA	AOS21	differs	1	0	Y	0	0
IEDQE1	AOS21	differs	1	0	Y	0	0
IEDQE2	AOS21	differs	1	0	Y	0	0
IEDQE3	AOS21	differs	1	72	N	0	72
IEDQE4	AOS21	differs	1	64	N	0	64
IEDQE6	AOS21	differs	1	0	Y	0	0
IEDQE8	AOS21	differs	1	0	Y	0	0
IEDQEB	AOS21	differs	1	0	Y	0	0
IEDQEC	AOS21	differs	1	0	Y	0	0
IEDQES	AOS21	differs	1	0	Y	0	0
IEDQET	AOS21	differs	1	132	N	0	132
IEDQEU	AOS21	differs	1	0	Y	0	0
IEDQEW	AOS21	differs	1	0	Y	0	0
IEDQFA	AOS21	differs	1	0	Y	0	0
IEDQFA1	AOS21	differs	1	0	Y	0	0
IEDQFA2	AOS21	differs	1	0	Y	0	0
IEDQFE	AOS21	identical	1	0	N	0	0
IEDQFE10	AOS21	differs	1	0	Y	0	0
IEDQFE20	AOS21	differs	1	0	Y	0	0
IEDQFE30	AOS21	differs	1	0	Y	0	0
IEDQFM	AOS21	differs	1	0	Y	0	0
IEDQFSC	AOS21	differs	1	0	Y	0	0
IEDQFW	AOS21	differs	2	0	Y	0	0
IEDQGA	AOS21	differs	1	0	Y	0	0
IEDQGH	AOS21	differs	1	2385	N	0	2385
IEDQGP	AOS21	differs	1	0	Y	0	0
IEDQGQ	AOS21	differs	1	0	Y	0	0
IEDQGR	AOS21	differs	1	54	N	2	52
IEDQGT	AOS21	differs	1	0	Y	0	0
IEDQHG	AOS21	differs	1	749	N	0	749
IEDQHI	AOS21	differs	1	0	Y	0	0
IEDQHK	AOS21	differs	1	0	Y	0	0
IEDQHM	AOS21	differs	1	0	Y	0	0
IEDQHM1	AOS21	differs	1	0	Y	0	0
IEDQHM2	AOS21	differs	1	0	Y	0	0
IEDQIN	AOS21	differs	1	0	Y	0	0
IEDQKA	AOS21	differs	1	0	Y	0	0
IEDQKB	AOS21	differs	1	0	Y	0	0
IEDQKC	AOS21	differs	1	0	Y	0	0
IEDQKD	AOS21	differs	1	0	Y	0	0
IEDQKE	AOS21	differs	1	0	Y	0	0
IEDQNA	AOS21	identical	1	0	N	0	0
IEDQNA2	AOS21	differs	1	411	N	3	408
IEDQNB	AOS21	differs	1	387	N	2	385
IEDQNB02	AOS21	no-deck	0	-1		0	0
IEDQNB05	AOS21	no-deck	0	-1		0	0
IEDQND	AOS21	differs	1	0	Y	0	0
IEDQNF	AOS21	differs	1	0	Y	0	0
IEDQNG	AOS21	differs	1	0	Y	0	0
