module	dlib	verdict	sections	diff_bytes	length_differs	diff_in_holes	diff_in_text
IFCS3032	AOSCD	identical	1	0	N	0	0
IFCS3033	AOSCD	identical	1	0	N	0	0
IFCS33XX	AOSCD	differs	2	0	Y	0	0
IFCS5424	AOSCD	differs	1	0	N	0	0
IFCSAEXX	AOSCD	identical	1	0	N	0	0
IFCSAXXX	AOSCD	differs	1	0	Y	0	0
IFCSCHAR	AOSCD	identical	1	0	N	0	0
IFCSCRND	AOSCD	identical	1	0	N	0	0
IFCSCRXX	AOSCD	identical	1	0	N	0	0
IFCSDASD	AOSCD	differs	1	0	Y	0	0
IFCSDICH	AOSCD	identical	1	0	N	0	0
IFCSGUS1	AOSCD	differs	1	0	Y	0	0
IFCSHARE	AOSCD	differs	1	0	Y	0	0
IFCSI115	AOSCD	differs	1	0	N	0	0
IFCSI145	AOSCD	differs	1	0	Y	0	0
IFCSI155	AOSCD	identical	1	0	N	0	0
IFCSIPL0	AOSCD	identical	1	0	N	0	0
IFCSNAGO	AOSCD	identical	1	0	N	0	0
IFCSSOFT	AOSCD	differs	1	0	Y	0	0
IFCST003	AOSCD	identical	1	0	N	0	0
IFCST005	AOSCD	differs	1	0	Y	0	0
IFCST006	AOSCD	identical	1	0	N	0	0
IFCST008	AOSCD	differs	1	0	Y	0	0
IFCST00B	AOSCD	identical	1	0	N	0	0
IFCSUKNO	AOSCD	identical	1	0	N	0	0
IFCSXXX0	AOSCD	identical	1	0	N	0	0
IFCSXXX1	AOSCD	identical	1	0	N	0	0
IFCSXXX2	AOSCD	identical	1	0	N	0	0
IFCSXXX3	AOSCD	identical	1	0	N	0	0
IFCSXXX4	AOSCD	identical	1	0	N	0	0
IFCSXXX5	AOSCD	identical	1	0	N	0	0
IFCSXXX6	AOSCD	identical	1	0	N	0	0
IFCSXXX7	AOSCD	differs	1	0	Y	0	0
IFCSXXX8	AOSCD	identical	1	0	N	0	0
IFCSXXX9	AOSCD	differs	1	0	Y	0	0
IFCSXXXA	AOSCD	differs	1	0	Y	0	0
IFCSXXXB	AOSCD	differs	1	0	Y	0	0
IFCSXXXD	AOSCD	identical	1	0	N	0	0
IFCSXXXE	AOSCD	differs	1	0	Y	0	0
IFCSXXXF	AOSCD	differs	1	0	Y	0	0
IFCSXXXG	AOSCD	identical	1	0	N	0	0
IFCSXXXH	AOSCD	differs	1	0	Y	0	0
IFCSXXXX	AOSCD	differs	1	0	Y	0	0
IFCSYMCD	AOSCD	differs	1	2	N	0	2
IFCSYSUM	AOSCD	differs	1	0	Y	0	0
IFCT1107	AOSCD	identical	1	0	N	0	0
IFCT1204	AOSCD	identical	1	0	N	0	0
IFCT1307	AOSCD	identical	1	0	N	0	0
IFCT2104	AOSCD	identical	1	0	N	0	0
IFCT2204	AOSCD	identical	1	0	N	0	0
IFCT2305	AOSCD	identical	1	0	N	0	0
IFCT3102	AOSCD	identical	1	0	N	0	0
IFCT3204	AOSCD	identical	1	0	N	0	0
IFCTA105	AOSCD	identical	1	0	N	0	0
IFCTA201	AOSCD	identical	1	0	N	0	0
IFCTA301	AOSCD	identical	1	0	N	0	0
IFCTABLE	AOSCD	identical	1	0	N	0	0
IFCTB105	AOSCD	identical	1	0	N	0	0
IFCTB205	AOSCD	identical	1	0	N	0	0
IFCTB305	AOSCD	identical	1	0	N	0	0
IFCTB405	AOSCD	identical	1	0	N	0	0
IFCTC104	AOSCD	identical	1	0	N	0	0
IFCTC201	AOSCD	identical	1	0	N	0	0
IFCTC205	AOSCD	identical	1	0	N	0	0
IFCTC301	AOSCD	identical	1	0	N	0	0
IFCTC305	AOSCD	identical	1	0	N	0	0
IFCTC401	AOSCD	identical	1	0	N	0	0
IFCTHRSH	AOSCD	differs	1	0	Y	0	0
IFCTREND	AOSCD	differs	1	0	Y	0	0
IFDMSG00	AOS06	identical	1	0	N	0	0
IFDMSG03	AOS06	holes	1	41	N	41	0
IFDMSG04	AOS06	holes	1	4	N	4	0
IFDMSG05	AOS06	identical	1	0	N	0	0
IFDMSG06	AOS06	holes	1	9	N	9	0
IFDMSG07	AOS06	holes	1	25	N	25	0
IFDMSG08	AOS06	identical	1	0	N	0	0
IFDMSG13	AOS06	identical	1	0	N	0	0
IFDMSG22	AOS06	holes	1	2	N	2	0
IFDMSG31	AOS06	holes	1	16	N	16	0
IFDMSG32	AOS06	identical	1	0	N	0	0
IFDMSG33	AOS06	holes	1	10	N	10	0
IFDMSG37	AOS06	holes	1	2	N	2	0
IFDMSG38	AOS06	identical	1	0	N	0	0
IFDMSG50	AOS06	holes	1	6	N	6	0
IFDMSG53	AOS06	holes	1	22	N	22	0
IFDMSG54	AOS06	holes	1	14	N	14	0
IFDMSG56	AOS06	holes	1	17	N	17	0
IFDMSG61	AOS06	holes	1	8	N	8	0
IFDMSG73	AOS06	holes	1	17	N	17	0
IFDMSG74	AOS06	identical	1	0	N	0	0
IFDMSGAJ	AOS06	holes	1	7	N	7	0
IFDOLT00	AOS06	differs	2	0	Y	0	0
IFDOLT03	AOS06	differs	2	0	Y	0	0
IFDOLT04	AOS06	holes	2	62	N	62	0
IFDOLT05	AOS06	holes	2	84	N	84	0
IFDOLT06	AOS06	differs	2	0	N	0	0
IFDOLT07	AOS06	holes	2	203	N	203	0
IFDOLT08	AOS06	holes	2	277	N	277	0
IFDOLT09	AOS06	holes	1	68	N	68	0
IFDOLT0A	AOS06	identical	1	0	N	0	0
IFDOLT10	AOS06	holes	1	10	N	10	0
IFDOLT11	AOS06	holes	1	10	N	10	0
IFDOLT12	AOS06	differs	2	0	N	0	0
IFDOLT13	AOS06	holes	2	69	N	69	0
IFDOLT14	AOS06	differs	2	208	N	202	6
IFDOLT15	AOS06	differs	2	0	N	0	0
IFDOLT16	AOS06	holes	2	282	N	282	0
IFDOLT17	AOS06	differs	2	78	N	74	4
IFDOLT18	AOS06	differs	2	0	Y	0	0
IFDOLT21	AOS06	holes	2	99	N	99	0
IFDOLT22	AOS06	differs	2	0	Y	0	0
IFDOLT23	AOS06	identical	1	0	N	0	0
IFDOLT24	AOS06	differs	2	0	Y	0	0
IFDOLT26	AOS06	holes	2	38	N	38	0
IFDOLT28	AOS06	holes	2	101	N	101	0
IFDOLT30	AOS06	differs	2	0	Y	0	0
IFDOLT31	AOS06	holes	2	63	N	63	0
IFDOLT32	AOS06	differs	2	0	N	0	0
IFDOLT33	AOS06	differs	2	0	N	0	0
IFDOLT35	AOS06	differs	2	15	N	9	6
IFDOLT36	AOS06	differs	1	0	Y	0	0
IFDOLT37	AOS06	holes	2	57	N	57	0
IFDOLT38	AOS06	holes	2	68	N	68	0
IFDOLT39	AOS06	differs	2	157	N	145	12
IFDOLT41	AOS06	holes	1	10	N	10	0
IFDOLT42	AOS06	differs	2	6	N	0	6
IFDOLT43	AOS06	differs	2	3	N	0	3
IFDOLT44	AOS06	differs	1	0	Y	0	0
IFDOLT46	AOS06	differs	1	143	N	138	5
IFDOLT48	AOS06	holes	2	20	N	20	0
IFDOLT49	AOS06	holes	2	195	N	195	0
IFDOLT50	AOS06	holes	2	72	N	72	0
IFDOLT51	AOS06	differs	1	84	N	78	6
IFDOLT52	AOS06	differs	2	0	Y	0	0
IFDOLT53	AOS06	differs	2	0	Y	0	0
IFDOLT54	AOS06	holes	2	241	N	241	0
IFDOLT55	AOS06	differs	2	0	Y	0	0
IFDOLT56	AOS06	holes	2	304	N	304	0
IFDOLT57	AOS06	differs	1	6	N	2	4
IFDOLT58	AOS06	differs	1	0	Y	0	0
IFDOLT59	AOS06	holes	1	6	N	6	0
IFDOLT61	AOS06	differs	2	0	N	0	0
IFDOLT62	AOS06	differs	1	0	Y	0	0
IFDOLT67	AOS06	differs	2	0	Y	0	0
IFDOLT73	AOS06	holes	2	147	N	147	0
IFDOLT74	AOS06	holes	2	62	N	62	0
IFDOLT98	AOS06	holes	1	3113	N	3113	0
IFDOLT99	AOS06	differs	1	0	Y	0	0
IFDOLTAA	AOS06	differs	1	10	N	4	6
IFDOLTAB	AOS06	differs	1	10	N	4	6
IFDOLTAJ	AOS06	holes	2	164	N	164	0
IFFAAA01	AOS07	differs	2	0	Y	0	0
IFFAAA02	AOS07	differs	2	0	Y	0	0
IFFAAA03	AOS07	differs	1	0	Y	0	0
IFFAAA04	AOS07	differs	1	0	Y	0	0
IFFAAA05	AOS07	differs	1	93	N	0	93
IFFAAA06	AOS07	differs	1	0	Y	0	0
IFFABA	AOSG0	identical	1	0	N	0	0
IFFACA00	AOS07	differs	2	165	N	0	165
IFFACA01	AOS07	differs	2	180	N	0	180
IFFACA02	AOS07	differs	1	126	N	0	126
IFFACA03	AOS07	differs	2	103	N	0	103
IFFACA04	AOS07	differs	2	279	N	0	279
IFFACA05	AOS07	differs	2	85	N	0	85
IFFACA06	AOS07	differs	1	90	N	0	90
IFFACA07	AOS07	differs	2	122	N	1	121
IFFACA08	AOS07	differs	1	0	Y	0	0
IFFACA13	AOS07	differs	2	12	N	0	12
IFFACA50	AOS07	differs	2	0	Y	0	0
IFFADA01	AOS07	differs	1	0	Y	0	0
IFFADA02	AOS07	differs	1	51	N	0	51
IFFADA03	AOS07	differs	1	0	Y	0	0
IFFAEA01	AOS07	differs	1	242	N	0	242
IFFAEA02	AOS07	differs	1	60	N	0	60
IFFAEA03	AOS07	differs	1	62	N	0	62
IFFAEA04	AOS07	differs	1	0	Y	0	0
IFFAEA06	AOS07	differs	1	44	N	0	44
IFFAEA07	AOS07	differs	1	0	Y	0	0
IFFAFA01	AOS07	differs	1	0	Y	0	0
IFFAFA02	AOS07	differs	1	0	Y	0	0
IFFAFA03	AOS07	differs	1	0	Y	0	0
IFFAFA04	AOS07	differs	1	0	Y	0	0
IFFAFA05	AOS07	differs	1	69	N	0	69
IFFAFA06	AOS07	differs	2	29	N	0	29
IFFAFA07	AOS07	differs	2	79	N	0	79
IFFAFA08	AOS07	differs	2	0	Y	0	0
IFFAFA09	AOS07	differs	2	0	Y	0	0
IFFAFA10	AOS07	no-deck	0	-1		0	0
IFFAFA11	AOS07	differs	1	0	Y	0	0
IFFAFA12	AOS07	differs	1	0	Y	0	0
IFFAFA13	AOS07	differs	2	0	Y	0	0
IFFAFA14	AOS07	differs	2	10	N	1	9
IFFAFA15	AOS07	differs	2	0	Y	0	0
IFFAFA16	AOS07	no-deck	0	-1		0	0
IFFAFA17	AOS07	no-deck	0	-1		0	0
IFFAFA18	AOS07	no-deck	0	-1		0	0
IFFAFA19	AOS07	differs	1	78	N	0	78
IFFAFA20	AOS07	no-deck	0	-1		0	0
IFFAGA01	AOS07	differs	1	0	Y	0	0
IFFAGA02	AOS07	differs	1	85	N	0	85
IFFAGA03	AOS07	differs	1	41	N	0	41
IFFAGA04	AOS07	differs	1	0	Y	0	0
IFFAGA05	AOS07	differs	1	269	N	0	269
IFFAGA06	AOS07	differs	1	0	Y	0	0
IFFAGA07	AOS07	differs	1	0	Y	0	0
IFFAGA08	AOS07	differs	1	214	N	0	214
IFFAHA01	AOS07	differs	1	140	N	0	140
IFFAHA02	AOS07	differs	1	171	N	1	170
IFFAHA03	AOS07	differs	2	0	Y	0	0
IFFAHA04	AOS07	differs	1	87	N	0	87
IFFAHA05	AOS07	differs	1	0	Y	0	0
IFFAHA06	AOS07	differs	1	141	N	0	141
IFFAHA07	AOS07	differs	1	333	N	0	333
IFFAHA11	AOS07	differs	2	0	Y	0	0
IFFAHA12	AOS07	differs	1	11	N	0	11
IFFAHA13	AOS07	differs	1	0	Y	0	0
IFFAHA14	AOS07	no-deck	0	-1		0	0
IFFAHA15	AOS07	no-deck	0	-1		0	0
IFFAHA16	AOS07	identical	1	0	N	0	0
IFFAJA01	AOS07	identical	1	0	N	0	0
IFFAJA02	AOS07	differs	1	0	Y	0	0
IFFAJA03	AOS07	no-deck	0	-1		0	0
IFFAJA04	AOS07	differs	2	0	Y	0	0
IFFANA	AOSG0	holes	2	4	N	4	0
IFFCAN01	AOSG0	differs	1	0	Y	0	0
IFFCAN02	AOSG0	differs	1	0	Y	0	0
IFFCAN03	AOSG0	identical	1	0	N	0	0
IFFPAAST	AOSG0	holes	1	1	N	1	0
IFFPBAPR	AOSG0	identical	1	0	N	0	0
IFFPCAAR	AOSG0	identical	1	0	N	0	0
IFFPDAPL	AOSG0	identical	1	0	N	0	0
IFFPEAGR	AOSG0	identical	1	0	N	0	0
IFFPFAVA	AOSG0	identical	1	0	N	0	0
IFFPGAVP	AOSG0	identical	1	0	N	0	0
IFFPHALA	AOSG0	identical	1	0	N	0	0
IFFPIAPG	AOSG0	identical	1	0	N	0	0
IFFPJAPV	AOSG0	differs	1	1507	N	0	1507
IFFPKADG	AOSG0	differs	2	0	Y	0	0
IFFPLARE	AOSG0	identical	1	0	N	0	0
IFFPPASG	AOSG0	identical	1	0	N	0	0
IFG0190P	AOSD0	differs	1	214	N	9	205
IFG0191X	AOSA0	differs	1	0	Y	0	0
IFG0191Y	AOSA0	differs	1	0	Y	0	0
IFG0192A	AOSA0	differs	1	0	Y	0	0
IFG0193A	AOSD0	differs	1	0	Y	0	0
IFG0193C	AOSD0	differs	1	9	N	0	9
IFG0193D	AOSD0	differs	1	0	Y	0	0
IFG0193E	AOSD0	differs	1	0	Y	0	0
IFG0194A	AOSD0	differs	1	0	Y	0	0
IFG0194C	AOSD0	differs	1	0	Y	0	0
IFG0194F	AOSD0	differs	1	0	Y	0	0
IFG0194J	AOSD0	differs	1	0	Y	0	0
IFG0195A	AOSD0	differs	1	0	Y	0	0
IFG0195B	AOSD0	differs	1	0	Y	0	0
IFG0195C	AOSD0	differs	1	12	N	2	10
IFG0195D	AOSD0	differs	1	10	N	0	10
IFG0195F	AOSD0	no-deck	0	-1		0	0
IFG0195G	AOSD0	differs	1	9	N	0	9
IFG0195H	AOSD0	differs	1	0	Y	0	0
IFG0195J	AOSD0	differs	1	16	N	5	11
IFG0195K	AOSD0	differs	1	0	Y	0	0
IFG0195N	AOSD0	differs	1	769	N	0	769
IFG0195T	AOSD0	differs	1	9	N	0	9
IFG0195U	AOSD0	differs	1	0	Y	0	0
IFG0195V	AOSD0	differs	1	0	Y	0	0
IFG0196J	AOSD0	differs	1	10	N	0	10
IFG0196K	AOSD0	differs	1	11	N	3	8
IFG0196L	AOSD0	differs	1	0	Y	0	0
IFG0196M	AOSD0	differs	1	10	N	0	10
IFG0196N	AOSD0	differs	1	0	Y	0	0
IFG0196O	AOSD0	differs	1	0	Y	0	0
IFG0196P	AOSD0	no-deck	0	-1		0	0
IFG0196Q	AOSD0	differs	1	11	N	0	11
IFG0196T	AOSD0	differs	1	0	Y	0	0
IFG0196U	AOSD0	differs	1	0	Y	0	0
IFG0196V	AOSD0	differs	1	10	N	0	10
IFG0196W	AOSD0	differs	1	132	N	4	128
IFG0196X	AOSD0	differs	1	0	Y	0	0
IFG0198N	AOSD0	differs	1	0	Y	0	0
IFG0199B	AOSD0	differs	1	0	Y	0	0
IFG0199D	AOSD0	differs	1	0	Y	0	0
IFG0199E	AOSD0	differs	1	0	Y	0	0
IFG019RA	AOSD0	differs	1	0	Y	0	0
IFG019TR	AOSD0	differs	1	0	Y	0	0
IFG0200N	AOSA0	differs	1	0	Y	0	0
IFG0200P	AOSD0	differs	1	10	N	0	10
IFG0200V	AOSD0	differs	1	0	Y	0	0
IFG0200W	AOSD0	differs	1	0	Y	0	0
IFG0200Y	AOSD0	differs	1	0	Y	0	0
IFG0200Z	AOSD0	differs	1	0	Y	0	0
IFG0201R	AOSD0	differs	1	6	N	1	5
IFG0202A	AOSD0	differs	1	0	Y	0	0
IFG0202B	AOSD0	differs	1	10	N	0	10
IFG0202C	AOSD0	differs	1	0	Y	0	0
IFG0202D	AOSD0	differs	1	7	N	2	5
IFG0202E	AOSD0	differs	1	0	Y	0	0
IFG0202F	AOSD0	differs	1	0	Y	0	0
IFG0202H	AOSD0	differs	1	0	Y	0	0
IFG0202I	AOSD0	differs	1	0	Y	0	0
IFG0202J	AOSD0	differs	1	0	Y	0	0
IFG0202K	AOSD0	differs	1	0	Y	0	0
IFG0202L	AOSD0	differs	1	0	Y	0	0
IFG0202U	AOSD0	no-deck	0	-1		0	0
IFG0204A	AOSD0	no-deck	0	-1		0	0
IFG0204J	AOSD0	no-deck	0	-1		0	0
IFG0209B	AOSD0	no-deck	0	-1		0	0
IFG0209D	AOSD0	no-deck	0	-1		0	0
IFG0209E	AOSD0	no-deck	0	-1		0	0
IFG020TR	AOSD0	no-deck	0	-1		0	0
IFG0230P	AOSD0	differs	1	13	N	3	10
IFG0232A	AOSD0	no-deck	0	-1		0	0
IFG0232D	AOSD0	differs	1	12	N	1	11
IFG0232G	AOSD0	differs	1	0	Y	0	0
IFG0232J	AOSD0	differs	1	829	N	2	827
IFG0232M	AOSD0	differs	1	0	Y	0	0
IFG0232S	AOSD0	differs	1	785	N	2	783
IFG0232Z	AOSD0	differs	1	0	Y	0	0
IFG0239B	AOSD0	no-deck	0	-1		0	0
IFG0239D	AOSD0	no-deck	0	-1		0	0
IFG0239E	AOSD0	no-deck	0	-1		0	0
IFG023TR	AOSD0	no-deck	0	-1		0	0
IFG0550P	AOSD0	differs	1	0	Y	0	0
IFG0550Y	AOSA0	no-deck	0	-1		0	0
IFG0551B	AOSD0	differs	1	0	Y	0	0
IFG0551D	AOSD0	differs	1	0	Y	0	0
IFG0551F	AOSD0	differs	1	0	Y	0	0
IFG0551H	AOSD0	differs	1	10	N	0	10
IFG0551L	AOSD0	differs	1	0	Y	0	0
IFG0551N	AOSD0	no-deck	0	-1		0	0
IFG0551P	AOSD0	differs	1	14	N	4	10
IFG0551R	AOSD0	differs	1	0	Y	0	0
IFG0551T	AOSD0	differs	1	0	Y	0	0
IFG0552B	AOSD0	differs	1	0	Y	0	0
IFG0552D	AOSD0	differs	1	0	Y	0	0
IFG0552F	AOSD0	differs	1	0	Y	0	0
IFG0552N	AOSD0	differs	1	0	Y	0	0
IFG0552R	AOSD0	differs	1	0	Y	0	0
IFG0552T	AOSD0	differs	1	0	Y	0	0
IFG0552V	AOSD0	differs	1	13	N	4	9
IFG0552X	AOSD0	differs	1	0	Y	0	0
IFG0553B	AOSD0	no-deck	0	-1		0	0
IFG0553C	AOSD0	differs	1	9	N	0	9
IFG0553F	AOSD0	differs	1	0	Y	0	0
IFG0553H	AOSD0	differs	1	10	N	0	10
IFG0553P	AOSD0	differs	1	0	Y	0	0
IFG0553X	AOSD0	differs	1	0	Y	0	0
IFG0553Z	AOSD0	differs	1	17	N	6	11
IFG0554A	AOSD0	no-deck	0	-1		0	0
IFG0554B	AOSD0	differs	1	15	N	4	11
IFG0554C	AOSD0	no-deck	0	-1		0	0
IFG0554F	AOSD0	no-deck	0	-1		0	0
IFG0554J	AOSD0	no-deck	0	-1		0	0
IFG0554L	AOSD0	differs	1	9	N	0	9
IFG0554N	AOSD0	differs	1	0	Y	0	0
IFG0554P	AOSD0	differs	1	0	Y	0	0
IFG0554T	AOSD0	differs	1	0	Y	0	0
IFG0554Z	AOSD0	differs	1	9	N	0	9
IFG0555B	AOSD0	differs	1	10	N	0	10
IFG0555H	AOSD0	differs	1	0	Y	0	0
IFG0555J	AOSD0	differs	1	920	N	2	918
IFG0555T	AOSD0	no-deck	0	-1		0	0
IFG0558X	AOSD0	differs	1	7	N	1	6
IFG0559B	AOSD0	no-deck	0	-1		0	0
IFG0559C	AOSD0	identical	1	0	N	0	0
IFG0559D	AOSD0	no-deck	0	-1		0	0
IFG0559E	AOSD0	no-deck	0	-1		0	0
IFG055TR	AOSD0	no-deck	0	-1		0	0
IFG0EX0A	AOSD0	identical	1	0	N	0	0
IFG0RR0A	AOSD0	differs	1	0	Y	0	0
IFG0RR0B	AOSD0	differs	1	0	Y	0	0
IFG0RR0E	AOSD0	differs	1	0	Y	0	0
IFG0RR0F	AOSD0	differs	1	298	N	2	296
IFG0TC0A	AOSD0	differs	1	0	Y	0	0
IFG0TC4A	AOSD0	no-deck	0	-1		0	0
IFHSTATR	AOSU0	holes	1	140	N	140	0
IFNX1A	AOS03	differs	4	2960	N	32	2928
IFNX1J	AOS03	differs	1	8	N	0	8
IFNX1K	AOS03	differs	1	0	Y	0	0
IFNX1S	AOS03	differs	1	8	N	0	8
IFNX2A	AOS03	differs	2	16	N	0	16
IFNX3A	AOS03	differs	2	83	N	8	75
IFNX3B	AOS03	differs	1	50	N	4	46
IFNX3K	AOS03	differs	1	0	Y	0	0
IFNX3N	AOS03	differs	1	306	N	6	300
IFNX4D	AOS03	differs	1	9	N	4	5
IFNX4E	AOS03	differs	1	5	N	0	5
IFNX4M	AOS03	differs	1	0	Y	0	0
IFNX4N	AOS03	differs	1	7	N	2	5
IFNX4S	AOS03	differs	1	11	N	6	5
IFNX4T	AOS03	differs	1	0	Y	0	0
IFNX4V	AOS03	differs	1	12	N	6	6
IFNX5A	AOS03	differs	5	40	N	0	40
IFNX5C	AOS03	differs	1	8	N	0	8
IFNX5D	AOS03	differs	1	25	N	11	14
IFNX5F	AOS03	differs	1	7	N	0	7
IFNX5L	AOS03	differs	1	0	Y	0	0
IFNX5M	AOS03	differs	1	637	N	2	635
IFNX5P	AOS03	differs	1	2036	N	3	2033
IFNX5V	AOS03	differs	1	7	N	0	7
IFNX6A	AOS03	differs	2	23	N	11	12
IFNX6B	AOS03	differs	2	0	Y	0	0
IFNX6C	AOS03	differs	1	2051	N	0	2051
IFOX0A	AOS03	differs	1	0	Y	0	0
IFOX0B	AOS03	differs	1	8	N	0	8
IFOX0C	AOS03	differs	1	6	N	0	6
IFOX0D	AOS03	differs	1	0	Y	0	0
IFOX0E	AOS03	differs	1	7	N	0	7
IFOX0F	AOS03	differs	1	0	Y	0	0
IFOX0G	AOS03	differs	1	11	N	0	11
IFOX0H	AOS03	differs	1	10	N	2	8
IFOX0I	AOS03	differs	1	805	N	10	795
IFOX0J	AOS03	identical	1	0	N	0	0
IGARPT01	AOSC5	holes	1	6	N	6	0
IGC0001G	ALPALIB	differs	1	13	N	0	13
IGC0001I	AOSD0	differs	1	0	Y	0	0
IGC00020	AOSD0	differs	1	0	Y	0	0
IGC0002A	AOSD0	differs	1	0	Y	0	0
IGC0002B	AOSD0	differs	1	0	Y	0	0
IGC0002C	AOSD0	differs	1	0	Y	0	0
IGC0002D	AOSD0	differs	1	0	Y	0	0
IGC0002E	AOSD0	differs	1	0	Y	0	0
IGC0002F	AOSD0	differs	1	0	Y	0	0
IGC0002G	AOSD0	differs	1	0	Y	0	0
IGC0002I	AOSD0	identical	1	0	N	0	0
IGC00030	AOSD0	differs	1	0	Y	0	0
IGC0003A	AOSD0	differs	1	0	Y	0	0
IGC0003B	AOSD0	differs	1	9	N	0	9
IGC0003I	AOSU0	identical	1	0	N	0	0
IGC0005C	AOSD7	differs	1	0	Y	0	0
IGC0005D	AOSD8	identical	1	0	N	0	0
IGC0005E	AOSD0	differs	1	0	Y	0	0
IGC0005G	AOSD7	differs	1	0	Y	0	0
IGC0005I	AOS06	differs	1	0	Y	0	0
IGC0006D	AOSD0	differs	1	0	Y	0	0
IGC0006F	AOS20	differs	1	0	Y	0	0
IGC0006H	AOSD0	differs	1	0	Y	0	0
IGC0006I	AOSD0	differs	1	0	Y	0	0
IGC0007A	AOSG0	differs	1	0	Y	0	0
IGC0007C	AOSG0	differs	1	0	Y	0	0
IGC0007D	AOSG0	differs	1	0	Y	0	0
IGC0007E	AOSG0	differs	1	0	Y	0	0
IGC0007H	AOSD0	differs	1	0	Y	0	0
IGC0008A	AOSD0	differs	1	0	Y	0	0
IGC0008B	AOSU0	differs	1	0	Y	0	0
IGC0008E	AOSCE	holes	1	3	N	3	0
IGC0008F	AOSU0	differs	1	0	Y	0	0
IGC0008H	AOSC5	differs	1	0	Y	0	0
IGC0009C	AOST3	differs	1	0	Y	0	0
IGC0009D	AOST3	differs	1	0	Y	0	0
IGC0009H	AOSD0	differs	1	0	Y	0	0
IGC0010C	AOSD0	differs	1	15	N	2	13
IGC0010D	AOS21	differs	1	0	Y	0	0
IGC0010E	AOSD0	differs	1	0	Y	0	0
IGC0012F	AOSD0	differs	1	0	Y	0	0
IGC0101I	AOSD0	no-deck	0	-1		0	0
IGC01020	AOSD0	no-deck	0	-1		0	0
IGC0102G	AOSD0	differs	1	0	Y	0	0
IGC0106F	AOS20	holes	1	3	N	3	0
IGC0106H	AOSD0	differs	1	0	Y	0	0
IGC0107C	AOSG0	differs	1	9	N	7	2
IGC0107D	AOSG0	differs	1	13	N	11	2
IGC0107H	AOSD0	differs	1	0	Y	0	0
IGC0108B	AOSU0	differs	1	48	N	0	48
IGC0109H	AOSD0	differs	1	0	Y	0	0
IGC0110D	AOS21	differs	1	0	Y	0	0
IGC0112F	AOSD0	differs	1	0	Y	0	0
IGC018	AOSD0	differs	2	0	Y	0	0
IGC0203E	AOSB3	differs	1	0	Y	0	0
IGC0206F	AOS20	identical	1	0	N	0	0
IGC0206H	AOSD0	differs	1	0	Y	0	0
IGC0207A	AOSG0	holes	1	12	N	12	0
IGC0208B	AOSU0	differs	1	36	N	0	36
IGC0209H	AOSD0	differs	1	0	Y	0	0
IGC0210D	AOS21	differs	1	0	Y	0	0
IGC0306F	AOS20	holes	1	3	N	3	0
IGC0306H	AOSD0	differs	1	0	Y	0	0
IGC0308B	AOSU0	identical	1	0	N	0	0
IGC0310D	AOS21	differs	1	0	Y	0	0
IGC0406F	AOS20	holes	1	6	N	6	0
IGC0406H	AOSD0	differs	1	0	Y	0	0
IGC0408B	AOSU0	holes	1	272	N	272	0
IGC0410D	AOS21	differs	1	0	Y	0	0
IGC0505I	AOS06	differs	1	0	Y	0	0
IGC0506C	AOSC6	differs	1	0	Y	0	0
IGC0506F	AOS20	differs	1	0	Y	0	0
IGC0506H	AOSD0	differs	1	0	Y	0	0
IGC0508B	AOSU0	identical	1	0	N	0	0
IGC0510D	AOS21	differs	1	0	Y	0	0
IGC058	AOS20	differs	1	3	N	0	3
IGC0606F	AOS20	holes	1	1	N	1	0
IGC0606H	AOSD0	differs	1	0	Y	0	0
IGC0610D	AOS21	differs	1	0	Y	0	0
IGC070	AOSG0	identical	1	0	N	0	0
IGC0706F	AOS20	differs	1	0	Y	0	0
IGC0706H	AOSD0	differs	1	0	Y	0	0
IGC0710D	AOS21	differs	1	0	Y	0	0
IGC0806F	AOS20	differs	1	442	N	2	440
IGC0806H	AOSD0	differs	1	0	Y	0	0
IGC0810D	AOS21	differs	1	0	Y	0	0
IGC084	AOSG0	identical	1	0	N	0	0
IGC0905I	AOS06	differs	1	0	Y	0	0
IGC0906F	AOS20	identical	1	0	N	0	0
IGC0906H	AOSD0	differs	1	0	Y	0	0
IGC0910D	AOS21	differs	1	0	Y	0	0
IGC0A06F	AOS20	holes	1	5	N	5	0
IGC0A10D	AOS21	differs	1	0	Y	0	0
IGC0B06F	AOS20	identical	1	0	N	0	0
IGC0B10D	AOS21	differs	1	0	Y	0	0
IGC0C06F	AOS20	holes	1	7	N	7	0
IGC0C10D	AOS21	differs	1	0	Y	0	0
IGC0D06F	AOS20	differs	1	0	Y	0	0
IGC0D10D	AOS21	differs	1	0	Y	0	0
IGC0E05A	AOS21	differs	2	0	Y	0	0
IGC0E06F	AOS20	differs	1	0	Y	0	0
IGC0E10D	AOS21	differs	1	0	Y	0	0
IGC0F05A	AOS11	differs	1	0	Y	0	0
IGC0F06F	AOS20	differs	1	0	Y	0	0
IGC0G05B	AOSC6	identical	1	0	N	0	0
IGC0G10D	AOS21	differs	1	0	Y	0	0
IGC0G95B	AOSC6	identical	1	0	N	0	0
IGC0H05B	AOSC6	identical	1	0	N	0	0
IGC0H10D	AOS21	differs	1	0	Y	0	0
IGC0I05B	AOSC6	identical	1	0	N	0	0
IGC0I10D	AOS21	differs	1	0	Y	0	0
IGC0J05B	AOS21	differs	1	94	N	0	94
