module	before	after
IEAVSWCH	bytes	identical
IEE4903D	cards	identical
IFCED155	no-as370-deck	cards
IFCEG155	no-as370-deck	cards
IFCEM155	no-as370-deck	cards
IFCEXXXH	no-as370-deck	cards
IFCSGUS1	no-as370-deck	cards
IFNX1S	cards	bytes
IFNX3A	cards	bytes
IKJEBEMA	cards	bytes
IKJEGSCD	cards	identical
ILRPGEXP	cards	identical
