module	before	after
BNGC3270	cards	bytes
BNGCDISP	cards	bytes
BNGI3270	bytes	identical
BNGIDISP	bytes	identical
BNGT3270	bytes	identical
BNGTDISP	cards	identical
BNGTLOCL	bytes	identical
BNGTRMOT	bytes	identical
IEESC03D	bytes	identical
