module	before	after
AHLMCER	cards	identical
AHLSETEV	cards	identical
IEAVEMDL	cards	identical
IEAVEMRQ	cards	identical
IEAVNP10	cards	identical
IEE3703D	cards	identical
IGARPT01	cards	bytes
IGC0009C	bytes	identical
IGG09301	bytes	identical
IGG09302	bytes	identical
