module	ifox_rc	start	deck_bytes	job
IDA121A4	0008	05:20:06	3600	IFX0005/JOB00296
IDCRC04	0000	05:20:06	6880	IFX0005/JOB00296
IGG01930	0008	05:20:07	1200	IFX0005/JOB00296
IGFDV0	0000	05:20:07	2800	IFX0005/JOB00296
IRBMFTTB	0000	05:20:07	240	IFX0005/JOB00296
ISTZBFEB	0000	05:20:07	1120	IFX0005/JOB00296
IGG019VK	0000	05:20:08	960	IFX0005/JOB00296
ISTINCSH	0000	05:20:08	1040	IFX0005/JOB00296
IEFDB410	0000	05:20:08	8160	IFX0005/JOB00296
BLSFUP00	0000	05:20:08	2720	IFX0005/JOB00296
IFNX1A	0000	05:20:09	20720	IFX0005/JOB00296
HMASMTRM	0000	05:20:11	22480	IFX0005/JOB00296
ISDAGET0	0000	05:20:12	1120	IFX0005/JOB00296
AMDSADER	0000	05:20:12	5360	IFX0005/JOB00296
ICBVSC00	0000	05:24:32	3680	IFX0006/JOB00298
IGG019TH	0008	05:24:33	4320	IFX0006/JOB00298
IDCLV01	0000	05:24:33	19760	IFX0006/JOB00298
IGG0193Y	0000	05:24:34	3520	IFX0006/JOB00298
IRBMFDDP	0000	05:24:35	4960	IFX0006/JOB00298
IKT09412	0000	05:24:35	560	IFX0006/JOB00298
IERBGA	0000	05:24:35	6160	IFX0006/JOB00298
ICB2ACT	0000	05:24:36	720	IFX0006/JOB00298
IGG019CJ	0000	05:24:36	640	IFX0006/JOB00298
IEFAB4F9	0000	05:24:36	1280	IFX0006/JOB00298
IFCTB105	0000	05:24:36	8480	IFX0006/JOB00298
IDCPM01	0000	05:24:36	3280	IFX0006/JOB00298
IGG0CLA4	0000	05:24:37	6480	IFX0006/JOB00298
IKJEFLG	0000	05:24:37	1680	IFX0006/JOB00298
IEDQB2	0008	05:24:37	560	IFX0006/JOB00298
IDA019RK	0000	05:24:37	3040	IFX0006/JOB00298
IGC0E06F	0000	05:24:38	1360	IFX0006/JOB00298
IGCMR10D	0008	05:24:38	1280	IFX0006/JOB00298
ISTRCC53	0000	05:24:38	1040	IFX0006/JOB00298
IDA019RC	0000	05:24:39	880	IFX0006/JOB00298
ISTEC123	0000	05:24:39	8240	IFX0006/JOB00298
ILRTERMR	0008	05:24:39	5200	IFX0006/JOB00298
ICKTSBI0	0000	05:24:39	2720	IFX0006/JOB00298
IEDQB7	0008	05:24:39	640	IFX0006/JOB00298
IFFAEA07	0012	05:24:33	400	IFX0007/JOB00299
IFOX0A	0008	05:24:40	2080	IFX0007/JOB00299
IKJEFT55	0000	05:24:41	5840	IFX0007/JOB00299
IGC0410D	0008	05:24:41	1680	IFX0007/JOB00299
IEDQAG	0008	05:24:41	560	IFX0007/JOB00299
IEECVETW	0000	05:24:42	2960	IFX0007/JOB00299
IGG0CLBJ	0000	05:24:42	2400	IFX0007/JOB00299
ISTSEC10	0000	05:24:43	2480	IFX0007/JOB00299
IGCT006H	0000	05:24:43	2400	IFX0007/JOB00299
IGG0290E	0008	05:24:43	2240	IFX0007/JOB00299
BLSUPRTA	0000	05:24:44	1920	IFX0007/JOB00299
IKJEFT03	0000	05:24:44	1920	IFX0007/JOB00299
IGG0CLBZ	0000	05:24:44	3360	IFX0007/JOB00299
IGFPKREF	0000	05:24:44	480	IFX0007/JOB00299
IDCSA02	0000	05:24:45	18000	IFX0007/JOB00299
IEAVEAC0	0000	05:24:45	2080	IFX0007/JOB00299
IEFVGM70	0000	05:24:46	720	IFX0007/JOB00299
IEDQ16	0000	05:24:46	1040	IFX0007/JOB00299
IEFVGM10	0000	05:24:46	800	IFX0007/JOB00299
IDCAU02	0000	05:24:46	6560	IFX0007/JOB00299
IEDQE1	0008	05:24:46	560	IFX0007/JOB00299
ISTZIFBI	0000	05:24:46	1600	IFX0007/JOB00299
IEDQFA	0008	05:24:47	11200	IFX0007/JOB00299
HMASMUC1	0008	05:24:47	45360	IFX0007/JOB00299
IGG0CLB8	0000	05:24:48	5360	IFX0007/JOB00299
IFCEXXX0	0000	05:24:40	11600	IFX0008/JOB00300
HMASMAR3	0000	05:24:49	6320	IFX0008/JOB00300
IEFI922B	0000	05:24:49	480	IFX0008/JOB00300
IGG1AN	0000	05:24:50	960	IFX0008/JOB00300
IKJEBEMC	0000	05:24:50	7920	IFX0008/JOB00300
ISTNMC5P	0000	05:24:50	800	IFX0008/JOB00300
ICGDSB14	0000	05:24:50	1840	IFX0008/JOB00300
IKJEES74	0008	05:24:50	1680	IFX0008/JOB00300
IEDQTL	0008	05:24:51	320	IFX0008/JOB00300
ISTINCD1	0000	05:24:51	640	IFX0008/JOB00300
IGC0T05B	0000	05:24:51	1600	IFX0008/JOB00300
ISTESC01	0000	05:24:51	320	IFX0008/JOB00300
IEDQBC	0000	05:24:52	720	IFX0008/JOB00300
IGCT105C	0000	05:24:52	4480	IFX0008/JOB00300
BLSVPVT	0000	05:24:52	2800	IFX0008/JOB00300
ILRVSAMI	0000	05:24:53	9600	IFX0008/JOB00300
IGC0406H	0000	05:24:54	1600	IFX0008/JOB00300
ISTCSCAQ	0000	05:24:54	2640	IFX0008/JOB00300
HMASMTPR	0000	05:24:54	8560	IFX0008/JOB00300
IGG0CLAW	0000	05:24:55	5440	IFX0008/JOB00300
IFDMSG04	0000	05:24:55	720	IFX0008/JOB00300
IERROT	0000	05:24:55	1680	IFX0008/JOB00300
IEECB909	0000	05:24:55	29440	IFX0008/JOB00300
IGFPMMSG	0000	05:24:56	560	IFX0008/JOB00300
BLSUVSPO	0000	05:24:56	560	IFX0008/JOB00300
BLSRRDAR	0000	05:24:49	800	IFX0009/JOB00301
IFCST006	0000	05:24:57	4800	IFX0009/JOB00301
IGG0325C	0008	05:24:57	1120	IFX0009/JOB00301
IEDN25	0000	05:24:58	640	IFX0009/JOB00301
IGCD610D	0008	05:24:58	1440	IFX0009/JOB00301
IFFAHA03	0012	05:24:58	880	IFX0009/JOB00301
IFCST008	0000	05:24:59	21760	IFX0009/JOB00301
IDCTSTU0	0000	05:25:00	3680	IFX0009/JOB00301
ISTAPC63	0000	05:25:00	880	IFX0009/JOB00301
IHJACP20	0000	05:25:01	960	IFX0009/JOB00301
AHLTSLIP	0000	05:25:01	10800	IFX0009/JOB00301
IGFPMSCA	0000	05:25:02	880	IFX0009/JOB00301
AMDPRCTL	0000	05:25:02	11760	IFX0009/JOB00301
AHLTMMSG	0000	05:25:03	1200	IFX0009/JOB00301
ISTZBFNB	0000	05:25:03	960	IFX0009/JOB00301
ISTSC026	0000	05:25:03	400	IFX0009/JOB00301
BLSCAMER	0000	05:25:03	4160	IFX0009/JOB00301
IERAPC	0000	05:25:03	640	IFX0009/JOB00301
IEDQEW	0008	05:25:04	7600	IFX0009/JOB00301
ISTZDFKA	0000	05:25:04	2080	IFX0009/JOB00301
IFDOLT59	0000	05:25:04	320	IFX0009/JOB00301
IFCTB305	0000	05:25:04	6560	IFX0009/JOB00301
ISTZBFFB	0000	05:25:05	3360	IFX0009/JOB00301
IGC0C10D	0008	05:25:05	1920	IFX0009/JOB00301
IRBMFMFC	0000	05:25:05	2640	IFX0009/JOB00301
IOESDKTI	0000	05:24:56	6800	IFX0010/JOB00302
IEE7503D	0000	05:25:06	4000	IFX0010/JOB00302
BLSUVSOQ	0000	05:25:06	1120	IFX0010/JOB00302
IEDQFE	0000	05:25:07	240	IFX0010/JOB00302
IGE0704C	0000	05:25:07	1040	IFX0010/JOB00302
IGG01928	0000	05:25:07	1520	IFX0010/JOB00302
IDCVS03	0000	05:25:08	10960	IFX0010/JOB00302
ISTZDFF0	0000	05:25:08	2080	IFX0010/JOB00302
HMASMRCD	0000	05:25:09	7280	IFX0010/JOB00302
IEHPROG5	0000	05:25:09	960	IFX0010/JOB00302
IERABZ	0000	05:25:09	400	IFX0010/JOB00302
IGC0610D	0008	05:25:09	2080	IFX0010/JOB00302
IERRC1	0000	05:25:10	640	IFX0010/JOB00302
IEDQAN	0008	05:25:10	3040	IFX0010/JOB00302
IEFQB580	0000	05:25:10	640	IFX0010/JOB00302
IDA019RP	0000	05:25:10	3600	IFX0010/JOB00302
IERRCE	0000	05:25:11	2960	IFX0010/JOB00302
IEDQA7	0000	05:25:11	320	IFX0010/JOB00302
IEBGENS3	0000	05:25:11	6560	IFX0010/JOB00302
IGG019Q8	0008	05:25:12	6480	IFX0010/JOB00302
IEE0303D	0000	05:25:12	1840	IFX0010/JOB00302
IEE8603D	0000	05:25:12	3680	IFX0010/JOB00302
IERRGC	0000	05:25:13	1920	IFX0010/JOB00302
IEAFTRT2	0000	05:25:13	15520	IFX0010/JOB00302
IEDAYY	0008	05:25:06	400	IFX0011/JOB00303
IDCCP01	0000	05:25:14	9280	IFX0011/JOB00303
IEAVAR04	0000	05:25:14	2400	IFX0011/JOB00303
AHLTSIO	0000	05:25:14	4160	IFX0011/JOB00303
IGC0D10D	0008	05:25:15	2000	IFX0011/JOB00303
IEECB907	0000	05:25:15	8640	IFX0011/JOB00303
IECVOID	0008	05:25:15	960	IFX0011/JOB00303
IDA019RH	0000	05:25:16	5760	IFX0011/JOB00303
IEBBAM	0008	05:25:16	1680	IFX0011/JOB00303
IGC0K10D	0008	05:25:16	2400	IFX0011/JOB00303
HEWLFINP	0000	05:25:17	3280	IFX0011/JOB00303
IGCMSG6C	0000	05:25:17	1440	IFX0011/JOB00303
IKJEFF05	0000	05:25:17	4720	IFX0011/JOB00303
IFFAFA02	0012	05:25:18	3760	IFX0011/JOB00303
IGG019MB	0000	05:25:18	10080	IFX0011/JOB00303
ISTZBFZ0	0000	05:25:18	1920	IFX0011/JOB00303
IEAVTSDR	0000	05:25:19	3840	IFX0011/JOB00303
IGE0002A	0000	05:25:19	1920	IFX0011/JOB00303
IFCET003	0000	05:25:19	5200	IFX0011/JOB00303
ISTINCW2	0000	05:25:19	960	IFX0011/JOB00303
ISTSDCPC	0000	05:25:20	2480	IFX0011/JOB00303
IRBMFIWK	0000	05:25:20	1840	IFX0011/JOB00303
IGG0CLC9	0000	05:25:20	12160	IFX0011/JOB00303
BLSVPCCV	0000	05:28:37	2640	IFX0012/JOB00305
ISTZFMUA	0000	05:28:37	640	IFX0012/JOB00305
IEDQWL3	0008	05:28:37	4000	IFX0012/JOB00305
IGG0CLBQ	0000	05:28:37	2400	IFX0012/JOB00305
IEZNCODE	0000	05:28:38	960	IFX0012/JOB00305
IEWSUOVR	0000	05:28:38	560	IFX0012/JOB00305
IKJEHAL1	0000	05:28:38	10000	IFX0012/JOB00305
IDCTP06	0000	05:28:39	2960	IFX0012/JOB00305
ISTAPC41	0000	05:28:39	640	IFX0012/JOB00305
IFCIOHND	0000	05:28:40	19600	IFX0012/JOB00305
IGG019G0	0000	05:28:40	3920	IFX0012/JOB00305
IER8PM	0000	05:28:41	720	IFX0012/JOB00305
IDCCDRL	0000	05:28:41	480	IFX0012/JOB00305
AHLSETD	0000	05:28:41	1760	IFX0012/JOB00305
ISTSC030	0000	05:28:41	9520	IFX0012/JOB00305
IFFAFA01	0012	05:28:42	3040	IFX0012/JOB00305
BLSUZZ2C	0000	05:28:42	640	IFX0012/JOB00305
IRBMFALL	0000	05:28:42	720	IFX0012/JOB00305
BLSCRFM	0000	05:28:42	1040	IFX0012/JOB00305
ISTINCL0	0000	05:28:43	1440	IFX0012/JOB00305
IEAVTEST	0000	05:28:43	800	IFX0012/JOB00305
IECVIOPM	0000	05:28:43	4400	IFX0012/JOB00305
IDCEX03	0000	05:28:44	1280	IFX0012/JOB00305
IEBCQSAM	0000	05:28:44	2160	IFX0012/JOB00305
ISTSDCRS	0000	05:28:44	2800	IFX0012/JOB00305
ISTORFID	0000	05:28:37	400	IFX0013/JOB00306
BLSRSUMM	0000	05:28:44	6240	IFX0013/JOB00306
IEHPROG3	0000	05:28:45	5840	IFX0013/JOB00306
BLSFPERS	0000	05:28:45	1040	IFX0013/JOB00306
IGX00015	0000	05:28:45	560	IFX0013/JOB00306
IGE0011A	0000	05:28:46	1520	IFX0013/JOB00306
BLSCAMPR	0000	05:28:46	1040	IFX0013/JOB00306
IFG0195K	0000	05:28:46	2240	IFX0013/JOB00306
IGG019AT	0000	05:28:47	1360	IFX0013/JOB00306
IGG01946	0008	05:28:47	2400	IFX0013/JOB00306
IGG019OE	0000	05:28:48	3360	IFX0013/JOB00306
IEHLIST3	0000	05:28:48	2160	IFX0013/JOB00306
IFCED155	0000	05:28:48	36320	IFX0013/JOB00306
IFDOLT67	0000	05:29:01	2640	IFX0013/JOB00306
IEBCCS02	0000	05:29:01	4720	IFX0013/JOB00306
IEEVSND6	0004	05:29:01	2640	IFX0013/JOB00306
HMASMTPC	0000	05:29:02	3360	IFX0013/JOB00306
IEFAB4M9	0000	05:29:02	1840	IFX0013/JOB00306
IEECVET6	0000	05:29:02	1600	IFX0013/JOB00306
ISTZIFBB	0000	05:29:02	1120	IFX0013/JOB00306
ISTRCC80	0000	05:29:02	800	IFX0013/JOB00306
ISTOCCQU	0000	05:29:03	2560	IFX0013/JOB00306
IGG0202A	0000	05:29:03	2000	IFX0013/JOB00306
IERAOC	0000	05:29:03	720	IFX0013/JOB00306
IKJEFA21	0000	05:29:04	4240	IFX0013/JOB00306
AMDPREID	0000	05:28:44	480	IFX0014/JOB00307
IKJEES75	0008	05:29:04	2560	IFX0014/JOB00307
BLSUMONL	0000	05:29:05	1440	IFX0014/JOB00307
IEFIB605	0000	05:29:05	960	IFX0014/JOB00307
IDCTSIO5	0000	05:29:05	1120	IFX0014/JOB00307
ISTZGFBB	0000	05:29:05	1520	IFX0014/JOB00307
ISTOCCFO	0000	05:29:05	1040	IFX0014/JOB00307
IKTCAS52	0000	05:29:06	1520	IFX0014/JOB00307
IEAVEXS	0008	05:29:06	960	IFX0014/JOB00307
ISTNMCCS	0000	05:29:06	640	IFX0014/JOB00307
IGC084	0000	05:29:06	480	IFX0014/JOB00307
IERRBJ	0000	05:29:07	720	IFX0014/JOB00307
IGC0009G	0000	05:29:07	4560	IFX0014/JOB00307
IKJEES10	0008	05:29:08	6560	IFX0014/JOB00307
IKJEFA23	0000	05:29:08	3920	IFX0014/JOB00307
IFCEWIN1	0000	05:29:08	9920	IFX0014/JOB00307
IEFVGM78	0000	05:29:09	640	IFX0014/JOB00307
IGG01943	0008	05:29:09	2480	IFX0014/JOB00307
IKJEFR00	0000	05:29:10	12240	IFX0014/JOB00307
IGG0CLB0	0000	05:29:10	6480	IFX0014/JOB00307
IKJEFD34	0000	05:29:11	4160	IFX0014/JOB00307
IGC0K05B	0000	05:29:11	3840	IFX0014/JOB00307
IGCDM10D	0000	05:29:12	1040	IFX0014/JOB00307
IERADJ	0000	05:29:12	400	IFX0014/JOB00307
IKJEFF49	0000	05:29:04	2720	IFX0015/JOB00308
BLSRSYRB	0000	05:29:12	960	IFX0015/JOB00308
IGG032I3	0008	05:29:13	1920	IFX0015/JOB00308
IEAVTABI	0012	05:29:13	6400	IFX0015/JOB00308
IEFAB424	0000	05:29:14	3440	IFX0015/JOB00308
ISTINCPH	0000	05:29:14	7280	IFX0015/JOB00308
IRBMFLAV	0000	05:29:14	240	IFX0015/JOB00308
BLSRVPCP	0000	05:29:15	1440	IFX0015/JOB00308
IASXSD82	0000	05:29:15	6240	IFX0015/JOB00308
IEDQGR	0008	05:29:16	480	IFX0015/JOB00308
IGG0192C	0000	05:29:16	1680	IFX0015/JOB00308
IEAVNPS5	0012	05:29:16	1200	IFX0015/JOB00308
IEAVCKEY	0000	05:29:16	2080	IFX0015/JOB00308
BLSRESRU	0000	05:29:17	2400	IFX0015/JOB00308
IEHDASDR	0000	05:29:17	1680	IFX0015/JOB00308
ICKSA04	0000	05:29:17	9600	IFX0015/JOB00308
IEDQB3	0008	05:29:18	880	IFX0015/JOB00308
BLST08	0000	05:29:18	2640	IFX0015/JOB00308
IGG0325A	0008	05:29:18	1920	IFX0015/JOB00308
IGCMF10D	0008	05:29:19	1600	IFX0015/JOB00308
ISTAPC32	0000	05:29:19	720	IFX0015/JOB00308
IEFJJCLS	0000	05:29:19	800	IFX0015/JOB00308
IERRDH	0000	05:29:19	400	IFX0015/JOB00308
IFCSXXXA	0000	05:29:20	17360	IFX0015/JOB00308
BLSCANLE	0000	05:29:21	4640	IFX0015/JOB00308
IECVXTPT	0012	05:29:12	240	IFX0016/JOB00309
IFG0RR0F	0000	05:29:22	2000	IFX0016/JOB00309
IEDQFE10	0008	05:29:22	1120	IFX0016/JOB00309
IGC121	0000	05:29:22	5680	IFX0016/JOB00309
IGG019TI	0008	05:29:23	1680	IFX0016/JOB00309
IKJEBECH	0000	05:29:23	12480	IFX0016/JOB00309
IEEMB878	0000	05:29:24	1520	IFX0016/JOB00309
IKJEFT07	0000	05:29:24	1440	IFX0016/JOB00309
IEDQFSC	0008	05:29:25	1600	IFX0016/JOB00309
AHLTPMT	0000	05:29:25	6080	IFX0016/JOB00309
IEHMOVE	0000	05:29:26	1360	IFX0016/JOB00309
IGG019JA	0000	05:29:26	1760	IFX0016/JOB00309
IDAICIA1	0000	05:29:26	3600	IFX0016/JOB00309
IDA019RX	0000	05:29:27	8560	IFX0016/JOB00309
ISTCC010	0000	05:29:27	3040	IFX0016/JOB00309
IEECB801	0000	05:29:27	800	IFX0016/JOB00309
IFFCAN03	0000	05:29:28	320	IFX0016/JOB00309
IGG0197D	0000	05:29:28	1360	IFX0016/JOB00309
IKJEFF54	0000	05:29:28	1760	IFX0016/JOB00309
IEBTCR02	0000	05:29:29	2400	IFX0016/JOB00309
IKJEGTCB	0000	05:29:29	8240	IFX0016/JOB00309
IFG0552B	0000	05:29:30	3040	IFX0016/JOB00309
IGG019CU	0000	05:29:31	2400	IFX0016/JOB00309
ISTORFSR	0000	05:29:31	2000	IFX0016/JOB00309
IGCMI10D	0008	05:29:31	1600	IFX0016/JOB00309
IFNX4D	0000	05:29:21	2720	IFX0017/JOB00310
ISTINCIO	0000	05:29:33	9040	IFX0017/JOB00310
ISTOCCCL	0000	05:29:33	7600	IFX0017/JOB00310
IGG019G6	0000	05:29:33	5280	IFX0017/JOB00310
IERAPH	0000	05:29:34	2560	IFX0017/JOB00310
IEDQNS	0008	05:29:34	720	IFX0017/JOB00310
ISTAPC64	0000	05:29:34	640	IFX0017/JOB00310
BLSCFAMS	0000	05:29:35	3600	IFX0017/JOB00310
IER9GB	0000	05:29:35	960	IFX0017/JOB00310
IEE7203D	0000	05:29:35	1600	IFX0017/JOB00310
IFDMSG38	0000	05:29:35	480	IFX0017/JOB00310
BLSCAAMS	0000	05:29:36	3200	IFX0017/JOB00310
IGG0191I	0000	05:29:36	1360	IFX0017/JOB00310
IEFJDWRT	0000	05:29:37	560	IFX0017/JOB00310
BLSTB	0000	05:29:37	480	IFX0017/JOB00310
IFNX3N	0000	05:29:37	5840	IFX0017/JOB00310
IKJEES70	0008	05:29:38	3360	IFX0017/JOB00310
IERRPC	0000	05:29:38	960	IFX0017/JOB00310
IFDOLT39	0000	05:29:38	5600	IFX0017/JOB00310
HMASMRCC	0000	05:29:39	2320	IFX0017/JOB00310
IEFVGM2	0000	05:29:39	720	IFX0017/JOB00310
IEFAB454	0000	05:29:39	2000	IFX0017/JOB00310
IEECVXIT	0000	05:29:39	240	IFX0017/JOB00310
BLSCALOC	0000	05:29:40	2720	IFX0017/JOB00310
IERAO1	0000	05:29:40	1120	IFX0017/JOB00310
IDCCDSD	0000	05:33:46	1600	IFX0018/JOB00312
IERRDD	0000	05:33:46	1040	IFX0018/JOB00312
IKJEBEDX	0008	05:33:46	2800	IFX0018/JOB00312
IFDOLT99	0000	05:33:47	7840	IFX0018/JOB00312
IKJEFP60	0000	05:33:47	11840	IFX0018/JOB00312
IDCAM01	0000	05:33:48	720	IFX0018/JOB00312
IEDNCU	0008	05:33:48	3120	IFX0018/JOB00312
ISTZDFC0	0000	05:33:48	2240	IFX0018/JOB00312
BLSEMDP1	0000	05:33:49	1840	IFX0018/JOB00312
IEFJWRTE	0000	05:33:49	800	IFX0018/JOB00312
HEWLFENS	0000	05:33:49	1360	IFX0018/JOB00312
BLSEDEL1	0000	05:33:49	960	IFX0018/JOB00312
IEECB800	0000	05:33:49	7760	IFX0018/JOB00312
IGC0009D	0000	05:33:50	720	IFX0018/JOB00312
HEWLFESD	0000	05:33:50	3360	IFX0018/JOB00312
IGC0112F	0000	05:33:51	3760	IFX0018/JOB00312
IFG0202K	0000	05:33:51	3120	IFX0018/JOB00312
IGC0209H	0000	05:33:52	1840	IFX0018/JOB00312
IGCMS10D	0008	05:33:52	2080	IFX0018/JOB00312
IGG0192R	0000	05:33:53	1440	IFX0018/JOB00312
IECVXURT	0012	05:33:53	320	IFX0018/JOB00312
IEHMVESK	0000	05:33:53	1600	IFX0018/JOB00312
IKJEBEVE	0008	05:33:53	960	IFX0018/JOB00312
BLSFMD00	0000	05:33:54	4480	IFX0018/JOB00312
IGCMZ10D	0008	05:33:46	880	IFX0019/JOB00313
IDCCDSV	0000	05:33:55	560	IFX0019/JOB00313
IRBMFLHV	0000	05:33:55	3520	IFX0019/JOB00313
ISTSC02C	0000	05:33:55	1040	IFX0019/JOB00313
IDCRD02	0000	05:33:55	9200	IFX0019/JOB00313
ISTINCUM	0000	05:33:56	2400	IFX0019/JOB00313
IEFDB4D0	0000	05:33:56	12800	IFX0019/JOB00313
IERABT	0000	05:33:56	480	IFX0019/JOB00313
IEFAB422	0000	05:33:56	2800	IFX0019/JOB00313
ILRGOS01	0000	05:33:57	4960	IFX0019/JOB00313
BLSFDALL	0000	05:33:57	1440	IFX0019/JOB00313
BLSUIT01	0000	05:33:57	560	IFX0019/JOB00313
IGG019V4	0000	05:33:58	880	IFX0019/JOB00313
IFCSXXXB	0000	05:33:58	27760	IFX0019/JOB00313
IRBMFDTA	0000	05:34:02	2880	IFX0019/JOB00313
IGG0195D	0000	05:34:03	1280	IFX0019/JOB00313
IGG019HA	0000	05:34:03	1520	IFX0019/JOB00313
BLSCRTCB	0000	05:34:03	1200	IFX0019/JOB00313
AMDPRPMS	0000	05:34:03	8000	IFX0019/JOB00313
IGG0191J	0000	05:34:04	1440	IFX0019/JOB00313
IFFAEA02	0012	05:34:04	480	IFX0019/JOB00313
IEAVNPA6	0012	05:34:04	1280	IFX0019/JOB00313
HMASMTM3	0000	05:34:05	6880	IFX0019/JOB00313
ISTZIFNB	0000	05:34:05	2640	IFX0019/JOB00313
ISTIC000	0000	05:34:05	8880	IFX0019/JOB00313
ICBVMT00	0000	05:33:54	10400	IFX0020/JOB00314
IKJEFF10	0000	05:34:07	320	IFX0020/JOB00314
IEE90110	0000	05:34:07	480	IFX0020/JOB00314
IDCAV01	0000	05:34:07	19600	IFX0020/JOB00314
IDA0557A	0000	05:34:07	19120	IFX0020/JOB00314
IEAVTMTC	0000	05:34:08	2560	IFX0020/JOB00314
IGG08104	0008	05:34:08	2080	IFX0020/JOB00314
ISTZAF0B	0000	05:34:09	3200	IFX0020/JOB00314
IGG0196M	0000	05:34:09	1840	IFX0020/JOB00314
IGG0193S	0000	05:34:10	2080	IFX0020/JOB00314
ISDAPARM	0000	05:34:11	11280	IFX0020/JOB00314
HMBLKCTL	0000	05:34:11	14240	IFX0020/JOB00314
IEHDREST	0008	05:34:12	4640	IFX0020/JOB00314
ISTZJF0B	0000	05:34:13	480	IFX0020/JOB00314
HMASMUC2	0008	05:34:13	18000	IFX0020/JOB00314
IFDOLT09	0000	05:34:13	800	IFX0020/JOB00314
IFCSXXX3	0000	05:34:13	14000	IFX0020/JOB00314
IFNX5V	0000	05:34:15	2800	IFX0020/JOB00314
BLSFPERA	0000	05:34:16	1440	IFX0020/JOB00314
BLSELPDS	0000	05:34:16	720	IFX0020/JOB00314
IEDPCIN	0008	05:34:16	3280	IFX0020/JOB00314
IFCTA201	0000	05:34:16	7120	IFX0020/JOB00314
ISTZDFMF	0000	05:34:17	640	IFX0020/JOB00314
IERAGM	0000	05:34:17	1440	IFX0020/JOB00314
IGG0192L	0000	05:34:17	1120	IFX0020/JOB00314
IKJEBEMR	0008	05:34:06	1360	IFX0021/JOB00315
HMASMFXF	0000	05:34:18	3680	IFX0021/JOB00315
IEAVAD05	0000	05:34:18	3600	IFX0021/JOB00315
IEEZB03D	0000	05:34:18	3280	IFX0021/JOB00315
BLSRESGU	0000	05:34:18	800	IFX0021/JOB00315
IEFSD162	0000	05:34:19	4000	IFX0021/JOB00315
IFDOLT13	0000	05:34:20	1280	IFX0021/JOB00315
IGC0I10D	0008	05:34:20	2560	IFX0021/JOB00315
HMASMLCC	0000	05:34:20	6400	IFX0021/JOB00315
IFCT1107	0000	05:34:21	6880	IFX0021/JOB00315
ICKEX02	0000	05:34:21	960	IFX0021/JOB00315
IEAVAD00	0000	05:34:21	9600	IFX0021/JOB00315
BLSVIOC	0000	05:34:22	3040	IFX0021/JOB00315
IEDSAO	0008	05:34:22	1520	IFX0021/JOB00315
IECLMSGD	0000	05:34:22	2480	IFX0021/JOB00315
ICBVIN00	0000	05:34:22	18480	IFX0021/JOB00315
IKT0940D	0000	05:34:23	560	IFX0021/JOB00315
ISTINCX2	0000	05:34:23	720	IFX0021/JOB00315
ISTZIFSB	0000	05:34:23	1360	IFX0021/JOB00315
ICBME	0000	05:34:23	1920	IFX0021/JOB00315
IGG019RN	0008	05:34:24	4080	IFX0021/JOB00315
IEFICPUA	0000	05:34:24	640	IFX0021/JOB00315
IDA0192P	0000	05:34:24	4320	IFX0021/JOB00315
IEBUPDTE	0000	05:34:25	2000	IFX0021/JOB00315
ISTZIFMB	0000	05:34:25	3600	IFX0021/JOB00315
AMDSYS04	0000	05:34:17	7280	IFX0022/JOB00316
IKJEFLCM	0000	05:34:26	640	IFX0022/JOB00316
IEEMPS03	0000	05:34:26	3840	IFX0022/JOB00316
IEE6703D	0000	05:34:27	2720	IFX0022/JOB00316
IGG3PCAN	0000	05:34:27	1120	IFX0022/JOB00316
IERRBN	0000	05:34:27	400	IFX0022/JOB00316
IEECVFTL	0000	05:34:28	1760	IFX0022/JOB00316
IEECVETC	0008	05:34:28	1520	IFX0022/JOB00316
IKT09414	0000	05:34:28	400	IFX0022/JOB00316
IEAVESC0	0008	05:34:28	1120	IFX0022/JOB00316
ISTINCE5	0000	05:34:29	720	IFX0022/JOB00316
IERRDT	0000	05:34:29	1040	IFX0022/JOB00316
BLSSCSD	0000	05:34:29	880	IFX0022/JOB00316
IGG019TX	0000	05:34:29	320	IFX0022/JOB00316
IFFAFA05	0012	05:34:30	1120	IFX0022/JOB00316
IEAVEDS0	0008	05:34:30	7280	IFX0022/JOB00316
IDA0192S	0000	05:34:30	3040	IFX0022/JOB00316
IEFAB4M4	0000	05:34:31	1360	IFX0022/JOB00316
IDA019RM	0000	05:34:31	3760	IFX0022/JOB00316
IEAVGFRR	0000	05:34:31	4960	IFX0022/JOB00316
IKJEGATD	0008	05:34:31	1440	IFX0022/JOB00316
ISTCSCAC	0000	05:34:32	960	IFX0022/JOB00316
IERAPL	0000	05:34:32	2320	IFX0022/JOB00316
ISTAICTN	0000	05:34:32	2000	IFX0022/JOB00316
BLSRDUDE	0000	05:34:32	1440	IFX0022/JOB00316
IGE0404A	0000	05:34:25	800	IFX0023/JOB00317
IGG0940H	0008	05:34:33	1920	IFX0023/JOB00317
IGG019GO	0000	05:34:33	6240	IFX0023/JOB00317
IGE0904B	0000	05:34:34	1840	IFX0023/JOB00317
IEECB912	0000	05:34:34	1520	IFX0023/JOB00317
IGC0C06F	0000	05:34:34	1680	IFX0023/JOB00317
IKJEFF76	0000	05:34:35	2080	IFX0023/JOB00317
IDCIO04	0000	05:34:35	2080	IFX0023/JOB00317
IEHMVESM	0000	05:34:35	4160	IFX0023/JOB00317
IEEVSND3	0000	05:34:36	2400	IFX0023/JOB00317
IGG019OC	0000	05:34:36	320	IFX0023/JOB00317
