module	before	after
IFCE5424	cards	bytes
IFCEARG6	cards	bytes
IFCEARG7	cards	bytes
IFCECUT0	cards	bytes
IFCEFBA4	cards	bytes
IFCEFBA5	cards	bytes
IFCETRN7	cards	bytes
