module	before	after
AMDPRCOM	bytes	identical
IASXSD82	bytes	identical
IEAVGM00	bytes	identical
IEHMVESM	bytes	identical
IEHMVSRK	bytes	identical
IEHMVSTC	bytes	identical
IKJEFT02	bytes	identical
