module	before	after
IEBTCR04	bytes	identical
IEE1603D	bytes	identical
IEE5403D	bytes	identical
IEECVFTB	bytes	identical
IEEVSTAR	bytes	identical
IEFVFB	bytes	identical
IEFVINA	bytes	identical
IFDOLT39	cards	bytes
IFFAHA16	cards	bytes
IGCM810D	bytes	identical
IKJEFP20	cards	identical
IKJEFP40	cards	identical
IKJEGASN	bytes	identical
IKJEGDCB	cards	bytes
ISTINCPH	cards	identical
