module	before	after
AMDPRAPP	cards	identical
AMDPRCOM	cards	bytes
AMDPREXT	cards	identical
AMDPRFCB	cards	identical
AMDPRREC	cards	identical
AMDPRUIM	cards	bytes
IGG019MA	cards	identical
