module	as370_rc	ifox_rc	tool	tool_restamped	dlib
IGCN410D	8	0008	identical		mixed
IGCN510D	8	0008	identical		mixed
IGCR010D	8	0008	identical		length
IGCSW10D	8	0008	identical		mixed
IGCT0018	0	0000	identical		length
IGCT0021	0	0000	identical		length
IGCT002D	0	0000	identical		identical
IGCT002E	0	0000	identical		identical
IGCT005C	0	0000	identical		length
IGCT005G	0	0000	identical		length
IGCT0069	0	0000	identical		identical
IGCT006H	0	0000	identical		identical
IGCT010D	8	0008	identical		length
IGCT010E	0	0000	identical		text
IGCT105C	0	0000	identical		length
IGCT1081	0	0000	identical		identical
IGCT110D	8	0008	identical		length
IGCT210D	8	0008	identical		length
IGCV010D	8	0008	identical		length
IGCV110D	8	0008	identical		length
IGCV210D	8	0008	identical		length
IGCV310D	8	0008	identical		length
IGCV410D	8	0008	identical		length
IGCV510D	8	0008	identical		mixed
IGCV610D	8	0008	identical		mixed
IGCV710D	8	0008	identical		length
IGCV810D	8	0008	identical		length
IGCV910D	8	0008	identical		length
IGCVA10D	8	0008	identical		length
IGCVE10D	8	0008	identical		length
IGCVF10D	8	0008	identical		length
IGCVG10D	8	0008	identical		length
IGCVI10D	8	0008	identical		length
IGCVK10D	0	0000	identical		identical
IGCZ010D	8	0008	identical		length
IGCZ110D	8	0008	identical		length
IGE0000D	0	0000	identical		length
IGE0000E	0	0000	identical		identical
IGE0000G	0	0000	identical		unpaired
IGE0000H	0	0000	bytes	bytes	holes
IGE0000I	12	0000	cards		length
IGE0001A	0	0000	identical		length
IGE0001C	0	0000	identical		length
IGE0001F	0	0000	identical		holes
IGE0001G	0	0000	identical		identical
IGE0001H	0	0000	bytes	bytes	mixed
IGE0002A	12	0000	cards		length
IGE0002B	0	0000	identical		text
IGE0002C	0	0000	identical		length
IGE0002E	0	0000	identical		length
IGE0003C	0	0000	identical		length
IGE0004A	0	0000	bytes	bytes	length
IGE0004B	0	0000	identical		length
IGE0004C	0	0000	bytes	bytes	length
IGE0004D	0	0000	identical		length
IGE0004G	8	0008	bytes	bytes	length
IGE0004H	8	0008	bytes	bytes	length
IGE0004I	8	0008	identical		length
IGE0010A	0	0000	identical		length
IGE0010B	0	0000	identical		length
IGE0010D	0	0000	identical		length
IGE0010E	0	0000	identical		length
IGE0011A	0	0000	identical		length
IGE0011C	0	0000	identical		length
IGE0011D	0	0000	identical		length
IGE0011E	0	0000	identical		text
IGE0019I	0	0000	cards		length
IGE0025C	0	0000	identical		no-pair
IGE0025D	0	0000	identical		no-pair
IGE0025F	0	0000	identical		no-pair
IGE0100I	0	0000	identical		mixed
IGE0101F	0	0000	identical		length
IGE0104A	0	0000	identical		length
IGE0104B	0	0000	identical		length
IGE0104C	0	0000	identical		text
IGE0104G	8	0008	identical		length
IGE0104H	0	0000	identical		identical
IGE0119I	0	0000	cards		holes
IGE0125F	0	0000	identical		no-pair
IGE0204A	0	0000	identical		length
IGE0204B	0	0000	identical		length
IGE0204C	0	0000	identical		length
IGE0204G	8	0008	identical		length
IGE0204H	8	0008	identical		length
IGE0301H	0	0000	identical		length
IGE0304A	0	0000	identical		length
IGE0304B	0	0000	identical		length
IGE0304C	0	0000	identical		length
IGE0304G	8	0008	identical		length
IGE0404A	0	0000	identical		length
IGE0404B	0	0000	identical		length
IGE0404C	0	0000	identical		length
IGE0404G	8	0008	identical		length
IGE0404H	0	0000	identical		length
IGE0504A	0	0000	identical		length
IGE0504B	0	0000	identical		length
IGE0504C	0	0000	identical		length
IGE0504G	0	0000	identical		length
IGE0504H	8	0008	identical		length
IGE0604A	0	0000	identical		length
IGE0604B	0	0000	identical		length
IGE0604C	0	0000	identical		length
IGE0604G	8	0008	identical		length
IGE0660A	0	0000	bytes	bytes	text
IGE0704A	0	0000	identical		length
IGE0704B	0	0000	identical		length
IGE0704C	0	0000	identical		length
IGE0804A	0	0000	identical		length
IGE0804B	0	0000	identical		length
IGE0804C	0	0000	identical		length
IGE0804G	8	0008	identical		length
IGE0804H	0	0000	identical		identical
IGE0904A	0	0000	identical		length
IGE0904B	0	0000	bytes	bytes	length
IGE0904C	0	0000	identical		length
IGE0904G	8	0008	identical		length
IGE0904H	8	0008	identical		length
IGE0904I	8	0008	identical		length
IGF2503D	0	0000	bytes	bytes	mixed
IGF2603D	0	0000	identical		identical
IGFC60	0	0000	bytes	bytes	length
IGFC70	0	0000	identical		text
IGFC80	0	0000	identical		text
IGFCCHCR	8	0008	bytes	bytes	text
IGFCCHED	8	0008	bytes	bytes	text
IGFCHDA	0	0000	identical		identical
IGFCIC	0	0000	identical		length
IGFCINIT	8	0000	bytes	bytes	text
IGFDD0	0	0000	bytes	bytes	mixed
IGFDD1	0	0000	identical		holes
IGFDE0	0	0000	identical		length
IGFDE1	0	0000	identical		length
IGFDI0	0	0000	identical		identical
IGFDI1	0	0000	identical		length
IGFDL1	0	0000	identical		holes
IGFDM0	0	0000	identical		holes
IGFDM1	0	0000	identical		length
IGFDMTXT	0	0000	identical		length
IGFDR0	0	0000	bytes	bytes	length
IGFDS0	0	0000	identical		mixed
IGFDS1	0	0000	bytes	bytes	mixed
IGFDT0	0	0000	bytes	bytes	mixed
IGFDT1	0	0000	identical		length
IGFDT2	0	0000	identical		text
IGFDU0	0	0000	bytes	bytes	mixed
IGFDU1	0	0000	identical		holes
IGFDV0	0	0000	identical		length
IGFDV1	0	0000	bytes	bytes	length
IGFDW0	0	0000	identical		length
IGFINTVL	0	0008	identical		text
IGFPBUCR	8	0008	identical		text
IGFPEXIT	8	0000	bytes	bytes	text
IGFPINIT	8	0008	identical		text
IGFPKREF	0	0000	identical		text
IGFPMCIH	0	0000	bytes	bytes	text
IGFPMFRS	0	0000	bytes	bytes	text
IGFPMHCA	0	0000	identical		text
IGFPMKTA	0	0000	identical		text
IGFPMMSG	0	0000	identical		identical
IGFPMPFX	0	0000	identical		text
IGFPMRTM	0	0000	bytes	bytes	text
IGFPMSCA	0	0000	identical		identical
IGFPMTHA	0	0000	identical		identical
IGFPNRFH	8	0000	bytes	bytes	text
IGFPNSAV	0	0000	identical		identical
IGFPSAD0	0	0000	identical		identical
IGFPTAIM	0	0000	identical		text
IGFPTCON	0	0000	bytes	bytes	text
IGFPTERM	0	0000	identical		identical
IGFPTREC	8	0000	bytes	bytes	text
IGFPTSIG	0	0000	bytes	bytes	text
IGFPWMSG	0	0000	identical		length
IGFPXMFA	0	0000	identical		identical
IGFRINIT	8	0012	identical		length
IGFRWAC	0	0000	identical		identical
IGFTMC00	0	0000	cards		length
IGFTMCHK	8	0008	identical		text
IGG01910	0	0000	bytes	bytes	identical
IGG01911	0	0000	bytes	bytes	identical
IGG01912	0	0000	bytes	bytes	identical
IGG01913	0	0000	bytes	bytes	identical
IGG01915	0	0000	bytes	bytes	identical
IGG01916	0	0000	bytes	bytes	length
IGG01917	0	0000	bytes	bytes	identical
IGG01918	0	0000	bytes	bytes	identical
IGG01919	0	0000	bytes	bytes	identical
IGG0191A	0	0000	bytes	bytes	length
IGG0191B	0	0000	bytes	bytes	text
IGG0191C	0	0000	bytes	bytes	length
IGG0191D	8	0000	bytes	bytes	text
IGG0191F	0	0000	identical		length
IGG0191G	0	0000	bytes	bytes	identical
IGG0191H	0	0000	bytes	bytes	text
IGG0191I	0	0000	bytes	bytes	length
IGG0191J	0	0000	bytes	bytes	length
IGG0191K	0	0000	bytes	bytes	identical
IGG0191L	0	0000	bytes	bytes	length
IGG0191M	0	0000	bytes	bytes	length
IGG0191N	8	0000	bytes	bytes	length
IGG0191O	8	0000	bytes	bytes	text
IGG0191P	0	0000	bytes	bytes	identical
IGG0191Q	0	0000	bytes	bytes	length
IGG0191R	0	0000	bytes	bytes	length
IGG0191S	0	0000	bytes	bytes	length
IGG0191T	0	0000	bytes	bytes	length
IGG0191U	0	0000	bytes	bytes	length
IGG0191V	0	0000	bytes	bytes	length
IGG0191W	0	0000	bytes	bytes	identical
IGG0191X	0	0000	bytes	bytes	identical
IGG0191Y	0	0000	bytes	bytes	identical
IGG0191Z	0	0000	bytes	bytes	identical
IGG01920	0	0000	identical		length
IGG01921	0	0000	bytes	bytes	length
IGG01922	0	0000	identical		length
IGG01923	0	0000	bytes	bytes	text
IGG01924	0	0000	identical		length
IGG01926	0	0000	bytes	bytes	identical
IGG01928	0	0000	identical		length
IGG01929	0	0000	identical		length
IGG0192A	0	0000	identical		length
IGG0192B	0	0000	identical		length
IGG0192C	8	0000	bytes	bytes	length
IGG0192D	0	0000	identical		length
IGG0192E	0	0000	identical		length
IGG0192F	0	0000	identical		length
IGG0192G	0	0000	identical		length
IGG0192H	0	0000	identical		length
IGG0192I	0	0000	identical		length
IGG0192J	0	0000	identical		length
IGG0192K	0	0000	identical		length
IGG0192L	0	0000	identical		length
IGG0192M	0	0000	identical		length
IGG0192N	0	0000	identical		length
IGG0192O	0	0000	identical		mixed
IGG0192P	0	0000	identical		text
IGG0192Q	0	0000	identical		length
IGG0192R	0	0000	identical		length
IGG0192S	0	0000	identical		length
IGG0192T	0	0000	identical		length
IGG0192U	0	0000	identical		length
IGG0192V	0	0000	identical		text
IGG0192W	0	0000	identical		length
IGG0192X	0	0000	identical		length
IGG0192Z	0	0000	identical		mixed
IGG01930	8	0008	identical		length
IGG01931	8	0008	bytes	bytes	length
IGG01933	8	0008	cards		length
IGG01934	8	0008	identical		length
IGG01935	8	0008	identical		length
IGG01936	8	0008	identical		length
IGG01937	8	0008	identical		mixed
IGG01938	8	0008	identical		length
IGG01939	8	0008	identical		length
IGG0193A	0	0000	bytes	bytes	length
IGG0193I	0	0000	bytes	bytes	text
IGG0193K	0	0000	bytes	bytes	length
IGG0193M	0	0000	bytes	bytes	text
IGG0193Q	0	0000	bytes	bytes	length
IGG0193S	8	0000	cards		length
IGG0193Y	0	0000	identical		length
IGG01940	8	0008	identical		text
IGG01941	8	0008	identical		length
IGG01942	8	0008	identical		length
IGG01943	8	0008	identical		length
IGG01944	8	0008	cards		length
IGG01945	8	0008	identical		length
IGG01946	8	0008	identical		length
IGG01948	8	0008	identical		text
IGG01949	8	0008	identical		length
IGG0194B	8	0008	identical		text
IGG0194N	0	0000	identical		length
IGG0194P	0	0000	bytes	bytes	mixed
IGG0194Q	8	0000	cards		length
IGG01950	0	0000	identical		length
IGG0195D	0	0000	identical		text
IGG0195G	0	0000	identical		length
IGG0195T	0	0000	identical		mixed
IGG0195U	0	0000	identical		length
IGG0196A	0	0000	bytes	bytes	length
IGG0196B	0	0000	bytes	bytes	text
IGG0196C	0	0000	identical		length
IGG0196D	0	0000	identical		mixed
IGG0196G	0	0000	identical		length
IGG0196I	0	0000	bytes	bytes	text
IGG0196K	0	0000	bytes	bytes	length
IGG0196L	8	0000	bytes	bytes	length
IGG0196M	0	0000	identical		mixed
IGG0196P	0	0000	bytes	bytes	identical
IGG0196Q	0	0000	bytes	bytes	text
IGG0196R	0	0000	bytes	bytes	mixed
IGG0196S	0	0000	identical		length
IGG0197A	0	0000	identical		length
IGG0197B	0	0000	cards		length
IGG0197C	0	0000	identical		text
IGG0197D	0	0000	identical		text
IGG0197E	0	0000	bytes	bytes	length
IGG0197F	0	0000	bytes	bytes	length
IGG0197J	0	0000	identical		identical
IGG0197K	0	0000	identical		identical
IGG0197L	0	0000	identical		text
IGG0197M	0	0000	identical		mixed
IGG0197N	0	0000	identical		length
IGG0197P	0	0000	identical		length
IGG0197Q	0	0000	identical		length
IGG0197U	0	0000	bytes	bytes	length
IGG0197V	0	0000	cards		mixed
IGG0198B	8	0008	identical		length
IGG0198D	8	0008	identical		mixed
IGG0198E	8	0008	identical		mixed
IGG0198L	0	0000	identical		text
IGG01991	0	0000	bytes	bytes	identical
IGG01992	0	0000	bytes	bytes	identical
IGG01993	0	0000	bytes	bytes	identical
IGG01994	0	0000	bytes	bytes	identical
IGG0199F	0	0000	identical		length
IGG0199G	0	0000	identical		text
IGG0199K	0	0000	bytes	bytes	text
IGG0199L	0	0000	identical		text
IGG0199O	0	0000	bytes	bytes	identical
IGG0199W	0	0000	identical		length
IGG019A4	0	0000	identical		identical
IGG019AA	0	0000	identical		length
IGG019AB	0	0000	identical		length
IGG019AC	0	0000	identical		text
IGG019AD	0	0000	identical		length
IGG019AE	0	0000	identical		length
IGG019AF	0	0000	identical		length
IGG019AG	0	0000	identical		identical
IGG019AH	0	0000	identical		mixed
IGG019AI	0	0000	identical		identical|unpaired
IGG019AJ	0	0000	identical		length
IGG019AK	0	0000	identical		length
IGG019AL	0	0000	identical		length
IGG019AM	0	0000	identical		text
IGG019AN	0	0000	identical		identical
IGG019AQ	0	0000	identical		length
IGG019AR	0	0000	identical		length
IGG019AT	0	0000	identical		holes
IGG019AV	0	0000	identical		length
IGG019AW	0	0000	identical		length
IGG019AX	0	0000	identical		identical
IGG019B0	0	0000	identical		identical
IGG019BA	0	0000	identical		length
IGG019BB	0	0000	identical		length
IGG019BC	0	0000	identical		length
IGG019BD	0	0000	identical		text
IGG019BE	0	0000	identical		length
IGG019BF	0	0000	identical		length
IGG019BG	0	0000	identical		identical|unpaired
IGG019BH	0	0000	identical		length
IGG019BI	0	0000	identical		length
IGG019BK	0	0000	identical		length
IGG019BL	0	0000	identical		length
IGG019BM	0	0000	identical		length
IGG019BN	0	0000	cards		length
IGG019BO	0	0000	cards		length
IGG019BP	0	0000	identical		length
IGG019BQ	0	0000	identical		length
IGG019BR	0	0000	identical		length
IGG019BS	0	0000	identical		identical
IGG019BT	0	0000	identical		holes
IGG019BU	0	0000	identical		identical
IGG019BV	0	0000	identical		length
IGG019C0	0	0000	identical		length
IGG019C1	0	0000	identical		length
IGG019C2	0	0000	bytes	bytes	length
IGG019C3	0	0000	identical		length
IGG019C4	0	0000	identical		length
IGG019C8	0	0000	identical		length
IGG019CA	0	0000	identical		identical
IGG019CB	0	0000	identical		length
IGG019CC	0	0000	identical		length
IGG019CD	0	0000	bytes	bytes	length
IGG019CE	0	0000	identical		length
IGG019CF	0	0000	identical		length
IGG019CG	0	0000	identical		length
IGG019CH	0	0000	identical		length
IGG019CI	0	0000	identical		length
IGG019CJ	0	0000	identical		length
IGG019CL	0	0000	identical		length
IGG019CM	0	0000	identical		identical
IGG019CN	0	0000	identical		identical
IGG019CO	0	0000	identical		identical
IGG019CP	0	0000	identical		identical
IGG019CQ	0	0000	identical		identical
IGG019CR	0	0000	identical		identical
IGG019CS	0	0000	identical		length
IGG019CT	0	0000	identical		length
IGG019CU	0	0000	bytes	bytes	length
IGG019CV	0	0000	identical		length
IGG019CW	0	0000	identical		length
IGG019CX	0	0000	identical		length
IGG019CY	0	0000	identical		length
IGG019CZ	0	0000	identical		length
IGG019DA	0	0000	identical		length
IGG019DB	0	0000	identical		length
IGG019DC	0	0000	identical		identical
IGG019DD	0	0000	identical		length
IGG019DJ	0	0000	identical		length
IGG019DK	0	0000	identical		length
IGG019EI	0	0000	identical		length
IGG019EJ	0	0000	identical		length
IGG019EK	0	0000	bytes	bytes	mixed
IGG019EM	0	0000	identical		identical
IGG019FA	0	0000	identical		holes
IGG019FB	0	0000	identical		length
IGG019FD	0	0000	identical		length
IGG019FF	0	0000	identical		length
IGG019FG	0	0000	identical		length
IGG019FJ	0	0000	identical		length
IGG019FK	0	0000	identical		holes
IGG019FL	0	0000	identical		length
IGG019FP	0	0000	identical		length
IGG019FQ	0	0000	identical		text
IGG019FR	0	0000	identical		length
IGG019FS	0	0000	identical		length
IGG019FT	0	0000	identical		text
IGG019FU	0	0000	identical		length
IGG019G0	0	0000	identical		length
IGG019G1	0	0000	identical		length
IGG019G2	0	0000	bytes	bytes	length
IGG019G3	0	0000	bytes	bytes	length
IGG019G4	0	0000	identical		length
IGG019G5	0	0000	identical		length
IGG019G6	0	0000	bytes	bytes	length
IGG019G7	0	0000	bytes	bytes	length
IGG019G8	0	0000	bytes	bytes	length
IGG019G9	0	0000	bytes	bytes	length
IGG019GA	0	0000	identical		identical
IGG019GB	0	0000	bytes	bytes	text
IGG019GC	0	0000	bytes	bytes	text
IGG019GD	0	0000	bytes	bytes	text
IGG019GE	0	0000	identical		identical
IGG019GF	0	0000	identical		identical
IGG019GG	0	0000	bytes	bytes	length
IGG019GN	0	0000	identical		identical
IGG019GO	0	0000	bytes	bytes	text
IGG019GW	0	0000	bytes	bytes	length
IGG019GZ	0	0000	bytes	bytes	length
IGG019H3	0	0000	identical		length
IGG019HA	0	0000	identical		length
IGG019HB	0	0000	identical		length
IGG019HD	0	0000	identical		holes
IGG019HF	0	0000	identical		identical
IGG019HG	0	0000	identical		length
IGG019HH	0	0000	identical		identical
IGG019HI	0	0000	identical		holes
IGG019HJ	0	0000	identical		identical
IGG019HK	0	0000	identical		length
IGG019HL	0	0000	identical		identical
IGG019HN	0	0000	identical		length
IGG019HP	0	0000	identical		text
IGG019HT	0	0000	identical		identical
IGG019I1	0	0000	identical		identical
IGG019I2	0	0000	identical		identical
IGG019I9	0	0000	bytes	bytes	length
IGG019IA	0	0000	identical		length
IGG019IB	0	0000	bytes	bytes	length
IGG019IE	0	0000	identical		identical
IGG019IF	0	0000	identical		identical
IGG019IN	0	0000	bytes	bytes	text
IGG019IO	0	0000	bytes	bytes	length
IGG019IZ	0	0000	bytes	bytes	length
IGG019J0	0	0000	identical		holes
IGG019J3	0	0000	identical		length
IGG019JA	0	0000	identical		length
IGG019JB	0	0000	identical		text
IGG019JC	0	0000	identical		holes
IGG019JD	0	0000	identical		identical
IGG019JG	0	0000	identical		identical
IGG019JH	8	0000	bytes	bytes	length
IGG019JI	0	0000	bytes	bytes	mixed
IGG019JJ	0	0000	identical		identical
IGG019JK	0	0000	identical		identical
IGG019JL	0	0000	identical		identical
IGG019JM	0	0000	identical		identical
IGG019JN	0	0000	identical		text
IGG019JO	0	0000	identical		text
IGG019JP	0	0000	identical		text
IGG019JQ	0	0000	identical		text
IGG019JR	0	0000	identical		text
IGG019JS	0	0000	identical		text
IGG019JT	0	0000	identical		text
IGG019JU	0	0000	identical		text
IGG019JV	0	0000	identical		identical
IGG019JW	0	0000	identical		text
IGG019JX	0	0000	identical		identical
IGG019KA	0	0000	bytes	bytes	text
IGG019KC	0	0000	identical		identical
IGG019KE	0	0000	identical		identical
IGG019KF	0	0000	identical		identical
IGG019KG	0	0000	identical		identical
IGG019KH	0	0000	identical		identical
IGG019KI	0	0000	identical		identical
IGG019KJ	0	0000	identical		length
IGG019KK	0	0000	identical		length
IGG019KL	0	0000	identical		mixed
IGG019KM	0	0000	identical		length
IGG019KN	0	0000	identical		length
IGG019KO	0	0000	identical		identical
IGG019KQ	0	0000	identical		identical
IGG019KR	0	0000	identical		identical
IGG019KU	0	0000	identical		length
IGG019KW	0	0000	identical		identical
IGG019KY	0	0000	identical		holes
IGG019LA	0	0000	identical		identical
IGG019LC	0	0000	identical		length
IGG019LE	0	0000	identical		length
IGG019LI	0	0000	identical		identical
IGG019LP	0	0000	identical		holes
IGG019LS	0	0000	identical		length
IGG019LT	0	0000	identical		holes
IGG019LU	0	0000	identical		holes
IGG019M0	0	0000	cards		length
IGG019M1	0	0000	identical		text
IGG019M2	0	0000	identical		identical
IGG019M3	0	0000	cards		length
IGG019M4	0	0000	identical		identical
IGG019M5	0	0000	identical		identical
IGG019M6	0	0000	identical		identical
IGG019MA	8	0000	cards		mixed
IGG019MB	8	0000	bytes	bytes	length
IGG019MC	0	0000	bytes	bytes	length
IGG019MD	0	0000	cards		length
IGG019ME	0	0000	cards		length
IGG019MF	0	0000	identical		identical
IGG019MI	0	0000	identical		identical
IGG019MJ	0	0000	cards		length
IGG019MK	0	0000	cards		length
IGG019ML	0	0000	identical		identical
IGG019MN	0	0000	cards		length
IGG019MP	0	0000	cards		length
IGG019MR	0	0000	identical		text
IGG019MS	0	0000	identical		text
IGG019MT	0	0000	identical		identical
IGG019MU	0	0000	cards		length
IGG019MV	0	0000	cards		length
IGG019MW	0	0000	cards		length
IGG019MX	0	0000	identical		identical
IGG019MY	0	0000	cards		length
IGG019MZ	0	0000	cards		length
IGG019OA	0	0000	bytes	bytes	length
IGG019OB	0	0000	identical		text
IGG019OC	0	0000	identical		text
IGG019OE	0	0000	identical		length
IGG019OJ	0	0000	identical		identical
IGG019OK	0	0000	identical		identical|unpaired
IGG019P2	0	0000	identical		identical
IGG019P7	0	0000	bytes	bytes	text
IGG019P8	0	0000	identical		identical
IGG019P9	8	0008	identical		text
IGG019PA	0	0000	identical		length
IGG019PB	0	0000	cards		length
IGG019PC	0	0000	identical		identical
IGG019PD	8	0000	cards		length
IGG019PE	0	0000	cards		length
IGG019PF	0	0000	cards		length
IGG019PG	0	0000	identical		length
IGG019PH	0	0000	identical		length
IGG019PI	0	0000	identical		length
IGG019PK	0	0000	identical		length
IGG019PL	0	0000	identical		identical
IGG019PM	0	0000	identical		identical
IGG019PN	0	0000	identical		identical
IGG019PO	0	0000	identical		identical
IGG019PP	0	0000	cards		length
IGG019PQ	0	0000	identical		identical
IGG019Q0	8	0008	cards		length
IGG019Q1	8	0008	identical		length
IGG019Q2	8	0008	cards		length
IGG019Q3	8	0008	cards		length
IGG019Q4	8	0008	cards		length
IGG019Q5	8	0008	cards		length
IGG019Q6	8	0008	identical		length
IGG019Q7	8	0008	identical		length
IGG019Q8	8	0008	bytes	bytes	text
IGG019Q9	8	0008	identical		length
IGG019QE	8	0008	bytes	bytes	length
IGG019R0	8	0008	cards		length
IGG019R1	8	0008	identical		text
IGG019R2	8	0008	bytes	bytes	mixed
IGG019R3	8	0008	identical		length
IGG019R4	8	0008	identical		length
IGG019R5	8	0008	bytes	bytes	text
IGG019R6	8	0008	identical		length
IGG019R7	0	0000	identical		identical
IGG019R8	0	0000	identical		identical
IGG019R9	0	0000	identical		identical
IGG019RA	0	0000	bytes	bytes	text
IGG019RC	8	0008	bytes	bytes	mixed
IGG019RD	8	0008	identical		length
IGG019RE	0	0000	identical		identical
IGG019RF	8	0008	identical		mixed
IGG019RG	8	0008	identical		length
IGG019RI	8	0008	identical		mixed
IGG019RK	8	0008	identical		text
IGG019RL	8	0008	bytes	bytes	length
IGG019RM	8	0008	identical		length
IGG019RN	8	0008	bytes	bytes	length
IGG019RO	8	0012	bytes	bytes	length
IGG019RP	8	0008	bytes	bytes	text
IGG019RQ	8	0008	identical		text
IGG019RR	0	0000	identical		identical
IGG019RS	0	0000	identical		identical
IGG019RT	0	0000	identical		identical
IGG019RU	0	0000	identical		identical
IGG019RV	0	0000	identical		identical
IGG019RW	0	0000	identical		identical
IGG019RX	0	0000	identical		identical
IGG019RY	0	0000	identical		identical
IGG019RZ	0	0000	identical		identical
IGG019SI	0	0000	identical		holes
IGG019T2	0	0000	bytes	bytes	length
IGG019T3	0	0000	identical		length
IGG019T4	0	0000	identical		length
IGG019T5	0	0000	identical		length
IGG019T6	0	0000	identical		length
IGG019T7	0	0000	identical		length
