module	before	after
IEAVTABD	cards	bytes
IEDBITN	cards	identical
IEDQBV	cards	identical
IEDQOB	bytes	identical
IEE7803D	bytes	identical
IEECVETU	bytes	identical
IEECVFTR	bytes	identical
IGG0194P	bytes	identical
IKTCAS40	cards	identical
ISTINM01	bytes	identical
