module	as370_rc	as370_flagged	as370_severity	as370_messages	ifox_rc	ifox_flagged	ifox_severity	ifox_messages	tool	first_diff	len_ifox	len_as370	dlib	signal	owner	excluded
IEAVSY50	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IEAVTABI	8	91	8	Undefined symbol | IFO092 keyword parameter PLS is not declared in the macro prototype | Undefined operation code	0012	91	12	IFO188 NVTPAREA IS AN UNDEFINED SYMBOL | IFO188 NVT IS AN UNDEFINED SYMBOL | IFO188 NIPPANAM IS AN UNDEFINED SYMBOL | IFO188 NIPPAREA IS AN UNDEFINED SYMBOL | IFO188 NIPPARC IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IEAVTERM	8	11	8	IFO026 Characters appear between the begin and continue columns on a continuation card | Undefined symbol | Undefined operation code	0008	10	8	IFO188 SPCTFLG1 IS AN UNDEFINED SYMBOL | IFO188 SPCT IS AN UNDEFINED SYMBOL | IFO188 SPCTOUT IS AN UNDEFINED SYMBOL | IFO188 SPCTSWRT IS AN UNDEFINED SYMBOL | IFO188 SPCTSWIN IS AN UNDEFINED SYMBOL | IFO085 MACRO HEADER MISSING, MACRO NOT EXPANDABLE	identical				text	both flag	source	
IEAVTRCE	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IEAVTRT1	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IEAVTRTH	8	7	8	IFO092 keyword parameter PLS is not declared in the macro prototype | Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Relocatable displacement in machine instruction (explicit base requires an absolute displacement)	0008	7	8	IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO228 RELOCATABLE DISPLACEMENT IN MACHINE INSTRUCTION NEAR OPERAND COLUMN 15	identical				length	both flag	source	
IEAVTRTR	8	7	8	IFO092 keyword parameter PLS is not declared in the macro prototype | Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Relocatable displacement in machine instruction (explicit base requires an absolute displacement)	0008	7	8	IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO228 RELOCATABLE DISPLACEMENT IN MACHINE INSTRUCTION NEAR OPERAND COLUMN 15	identical				text	both flag	source	
IEAVTRTS	8	7	8	IFO092 keyword parameter PLS is not declared in the macro prototype | Addressability error - no active USING covers the operand's section (base and displacement set to 0) | Relocatable displacement in machine instruction (explicit base requires an absolute displacement)	0008	7	8	IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION | IFO209 ADDRESSABILITY ERROR- BASE AND DISPLACEMENT CANNOT BE RESOLVED AND ARE SET TO 0 | IFO228 RELOCATABLE DISPLACEMENT IN MACHINE INSTRUCTION NEAR OPERAND COLUMN 15	identical				text	both flag	source	
IEAVTRV	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				mixed	both flag	source	
IEAVTSDI	8	101	8	IFO092 keyword parameter PLS is not declared in the macro prototype | Undefined symbol | Undefined operation code	0012	101	12	IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION | IFO188 RPARM IS AN UNDEFINED SYMBOL | IFO188 RENTRY IS AN UNDEFINED SYMBOL | IFO188 NVTWTO IS AN UNDEFINED SYMBOL | IFO188 RNVT IS AN UNDEFINED SYMBOL | IFO226 BASE REGISTER OF MACHINE INSTRUCTION NOT ABSOLUTE NEAR OPERAND COLUMN 21	identical				mixed	both flag	source	
IEAVTSDX	8	1	8	Undefined operation code	0008	1	8	IFO078 UNDEFINED OP CODE	identical				text	both flag	source	
IEAVVCRA	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IEAVVCRX	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				mixed	both flag	source	
IEAVVCTR	8	1	8	Undefined symbol	0008	1	8	IFO188 CSASWTCH IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
IEBBAM	8	7	8	Undefined symbol	0008	7	8	IFO188 CCWAREA IS AN UNDEFINED SYMBOL | IFO188 ADDLPT16 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT20 IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IEBDRD	8	4	8	Undefined symbol	0008	4	8	IFO188 CCWAREA IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IEBDSCPY	8	19	8	Undefined symbol	0008	19	8	IFO188 ADDLPT04 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT20 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT16 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT08 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT12 IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IEBDWR	8	4	8	Undefined symbol	0008	4	8	IFO188 CCWAREA IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IEBSCN	8	7	8	Undefined symbol	0008	7	8	IFO188 ADDLPT16 IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IEBVTM	8	6	8	Undefined symbol	0008	6	8	IFO188 ADDLPT12 IS AN UNDEFINED SYMBOL | IFO188 ADDLPT04 IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IEBVTT	8	1	8	Undefined symbol	0008	1	8	IFO188 ADDLPT12 IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
IEBWSU	8	3	8	Undefined symbol	0008	3	8	IFO188 LASTTRK IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IECIHIO	8	7	8	Undefined symbol | Undefined operation code	0008	7	8	IFO188 CRCACSSA IS AN UNDEFINED SYMBOL | IFO188 CSTFLAGS IS AN UNDEFINED SYMBOL | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO188 CSTVALID IS AN UNDEFINED SYMBOL | IFO188 CSTCPU IS AN UNDEFINED SYMBOL | IFO188 CSTSCDP IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IECVDAVV	8	3	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype | Undefined symbol | Undefined operation code	0008	3	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO078 UNDEFINED OP CODE	identical				mixed	both flag	source	
IECVDDT0	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				mixed	both flag	source	
IECVDDT1	8	11	8	Undefined symbol | Undefined operation code	0012	11	12	IFO188 DVC3350 IS AN UNDEFINED SYMBOL | IFO188 A000074 IS AN UNDEFINED SYMBOL | IFO188 CHT IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 4 | IFO188 CHTTYPE IS AN UNDEFINED SYMBOL | IFO188 CHTMPX IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IECVDERP	8	31	8	Undefined symbol | Undefined operation code	0008	31	8	IFO188 DVC2314 IS AN UNDEFINED SYMBOL | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO188 DVC3350 IS AN UNDEFINED SYMBOL | IFO188 DVC2305A IS AN UNDEFINED SYMBOL | IFO188 DVC3330 IS AN UNDEFINED SYMBOL | IFO188 DVC3330B IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IECVEXCP	8	4	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype | Undefined symbol	0008	4	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO188 BEBKEY IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IECVGENA	8	7	8	Undefined operation code | Undefined symbol	0008	7	8	IFO078 UNDEFINED OP CODE | IFO188 CRCACSSA IS AN UNDEFINED SYMBOL | IFO188 CSTFLAGS IS AN UNDEFINED SYMBOL | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO188 CSTVALID IS AN UNDEFINED SYMBOL | IFO188 CSTCPU IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IECVIRST	8	61	8	Undefined symbol | Undefined operation code	0008	61	8	IFO188 CSTENTRY IS AN UNDEFINED SYMBOL | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO188 CSTCPU IS AN UNDEFINED SYMBOL | IFO188 CSTCATP IS AN UNDEFINED SYMBOL | IFO188 DCCBWPL IS AN UNDEFINED SYMBOL | IFO188 DCCBMSGS IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IECVPURG	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IECVRSTI	8	28	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype | Undefined symbol | Undefined operation code	0008	28	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO188 CSTELP2 IS AN UNDEFINED SYMBOL | IFO188 CSTCATP IS AN UNDEFINED SYMBOL | IFO188 CSTE IS AN UNDEFINED SYMBOL | IFO188 CSTFLAGS IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
IECVTCCW	8	5	8	Undefined symbol	0008	5	8	IFO188 BEB006 IS AN UNDEFINED SYMBOL | IFO188 BEBKEY IS AN UNDEFINED SYMBOL	identical				text	both flag	source	
IECVXDAS	8	23	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	23	8	IFO078 UNDEFINED OP CODE | IFO188 DVC3330 IS AN UNDEFINED SYMBOL | IFO188 DVC3330B IS AN UNDEFINED SYMBOL | IFO188 DVC3340 IS AN UNDEFINED SYMBOL | IFO188 DAS50 IS AN UNDEFINED SYMBOL | IFO188 DAS70 IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IECVXDAT	8	10	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	10	8	IFO078 UNDEFINED OP CODE | IFO188 DAT10 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXDAU	8	4	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	4	8	IFO078 UNDEFINED OP CODE | IFO188 DAU10 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXGRT	8	3	8	Undefined operation code | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	3	8	IFO078 UNDEFINED OP CODE | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXPRE	8	10	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	10	8	IFO078 UNDEFINED OP CODE | IFO188 PRE30 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXSKE	8	4	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	4	8	IFO078 UNDEFINED OP CODE | IFO188 SKE10 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXSKN	8	4	8	Undefined operation code | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	4	8	IFO078 UNDEFINED OP CODE | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXSKS	8	27	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	27	8	IFO078 UNDEFINED OP CODE | IFO188 SKS30 IS AN UNDEFINED SYMBOL | IFO188 SKS120 IS AN UNDEFINED SYMBOL | IFO188 SKS140 IS AN UNDEFINED SYMBOL | IFO188 SKS180 IS AN UNDEFINED SYMBOL | IFO188 SKS230 IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
IECVXT3S	8	7	8	Undefined operation code | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	7	8	IFO078 UNDEFINED OP CODE | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXTAT	8	5	8	Undefined operation code | Undefined symbol | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	5	8	IFO078 UNDEFINED OP CODE | IFO188 TAT20 IS AN UNDEFINED SYMBOL | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IECVXTPT	8	3	8	Undefined symbol | Undefined operation code	0012	3	12	IFO188 BASER IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 15 | IFO078 UNDEFINED OP CODE	identical				length	both flag	source	
IECVXURS	8	4	8	Undefined operation code | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	4	8	IFO078 UNDEFINED OP CODE | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IED1303D	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYA	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYAB	8	2	8	IFO117 first expression in substring notation exceeds the length of the string | Undefined operation code	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3 | IFO078 UNDEFINED OP CODE	identical				length	both flag	source	
IEDAYBX	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYC	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYD	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYE	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYF	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3 | IFO197 *** MNOTE ***	identical				length	both flag	source	
IEDAYH	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYI	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYJ	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYL	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYM	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYN	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYO	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYP	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYQ	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYS	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYT	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				text	both flag	source	
IEDAYV	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYW	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYX	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYY	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDAYZ	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	4	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3 | IFO197 *** MNOTE ***	identical				length	both flag	source	
IEDAYZZ	8	3	8	Undefined symbol | Undefined operation code	0012	4	12	IFO188 TSCVT IS AN UNDEFINED SYMBOL | IFO217 RELOCATABILITY ERROR NEAR OPERAND COLUMN 6 | IFO188 TSCVTRPT IS AN UNDEFINED SYMBOL | IFO195 INVALID USING OR DROP STATEMENT NEAR OPERAND COLUMN 7 | IFO078 UNDEFINED OP CODE	identical				text	both flag	source	
IEDBSM	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDCMIN	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDCMOUT	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				text	both flag	source	
IEDCSA	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDCSCIN	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				mixed	both flag	source	
IEDDFOUT	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDDVAS	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAA	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAB	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAH	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAM	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAP	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAQ	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAR	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDIAS	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				mixed	both flag	source	
IEDKHISC	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	3	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
IEDLUS	8	1	8	IFO117 first expression in substring notation exceeds the length of the string	0008	2	8	IFO117 FIRST EXPRESSION IN SUBSTRING NOTATION EXCEEDS THE LENGTH OF THE STRING | IFO178 SYNTAX ERROR NEAR OPERAND COLUMN 3	identical				length	both flag	source	
