module	as370_rc	as370_flagged	as370_severity	as370_messages	ifox_rc	ifox_flagged	ifox_severity	ifox_messages	tool	first_diff	len_ifox	len_as370	dlib	signal	owner	excluded
IKJEBEDA	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEDE	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEDO	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEDX	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEEX	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEFC	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEFI	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEHE	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEIA	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEMR	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEMS	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBERE	8	3	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	3	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBESA	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBESE	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBETA	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBETO	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEUI	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEUP	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEUT	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEBEVE	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEES10	8	1	8	IFO092 keyword parameter DATE is not declared in the macro prototype | IFO092 keyword parameter PTF is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEES11	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				no-pair	both flag	source	
IKJEES20	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				mixed	both flag	source	
IKJEES70	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				mixed	both flag	source	
IKJEES74	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
IKJEES75	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				text	both flag	source	
IKJEGLDF	8	1	8	Undefined symbol	0008	1	8	IFO188 TCOM004C IS AN UNDEFINED SYMBOL	identical				no-pair	both flag	source	
IKJEGLST	8	11	8	Undefined symbol	0008	11	8	IFO188 TCOM00FC IS AN UNDEFINED SYMBOL | IFO188 TCOM0100 IS AN UNDEFINED SYMBOL	identical				no-pair	both flag	source	
ILRASM00	8	1	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype	0008	1	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION	identical				length	both flag	source	
ILRASRIM	8	89	8	Undefined symbol | IFO092 keyword parameter PLS is not declared in the macro prototype | Undefined operation code	0012	89	12	IFO188 NVTFLPO IS AN UNDEFINED SYMBOL | IFO188 NVT IS AN UNDEFINED SYMBOL | IFO188 NVTFLQS IS AN UNDEFINED SYMBOL | IFO188 NVTFLWS IS AN UNDEFINED SYMBOL | IFO188 NVTPTAB IS AN UNDEFINED SYMBOL | IFO188 PAGNUM IS AN UNDEFINED SYMBOL	identical				length	both flag	source	
ILRCMP	8	25	8	IFO092 keyword parameter PTF is not declared in the macro prototype | IFO092 keyword parameter DATE is not declared in the macro prototype | Undefined symbol | Undefined operation code	0008	25	8	IFO092 KEYWORD PARAMETER DATE UNDEFINED IN MACRO DEFINITION | IFO092 KEYWORD PARAMETER PTF UNDEFINED IN MACRO DEFINITION | IFO188 AIAFLG1 IS AN UNDEFINED SYMBOL | IFO188 AIA IS AN UNDEFINED SYMBOL | IFO188 AIADUPLX IS AN UNDEFINED SYMBOL | IFO188 AIALSID2 IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
ILRCMP01	8	6	8	Undefined symbol | Undefined operation code	0008	6	8	IFO188 AIAFLG2 IS AN UNDEFINED SYMBOL | IFO188 AIA IS AN UNDEFINED SYMBOL | IFO188 AIAIORTY IS AN UNDEFINED SYMBOL | IFO188 AIANXAIA IS AN UNDEFINED SYMBOL | IFO078 UNDEFINED OP CODE	identical				text	both flag	source	
ILRFRR01	8	4	8	Undefined symbol | Undefined operation code	0008	4	8	IFO188 AIANXAIA IS AN UNDEFINED SYMBOL | IFO188 AIA IS AN UNDEFINED SYMBOL | IFO188 AIAOP IS AN UNDEFINED SYMBOL | IFO078 UNDEFINED OP CODE	identical				text	both flag	source	
ILRGOS	8	2	8	IFO026 Characters appear between the begin and continue columns on a continuation card | Undefined operation code	0008	1	8	IFO085 MACRO HEADER MISSING, MACRO NOT EXPANDABLE	identical				text	both flag	source	
ILRIMMSG	8	23	8	IFO092 keyword parameter PLS is not declared in the macro prototype | Undefined symbol | Undefined operation code	0012	23	12	IFO092 KEYWORD PARAMETER PLS UNDEFINED IN MACRO DEFINITION | IFO188 RPARM IS AN UNDEFINED SYMBOL | IFO188 RENTRY IS AN UNDEFINED SYMBOL | IFO188 NVTWTOR IS AN UNDEFINED SYMBOL | IFO188 RNVT IS AN UNDEFINED SYMBOL | IFO226 BASE REGISTER OF MACHINE INSTRUCTION NOT ABSOLUTE NEAR OPERAND COLUMN 22	identical				text	both flag	source	
ILRIOFRR	8	39	8	Undefined symbol | Undefined operation code	0008	39	8	IFO188 AIAFLG2 IS AN UNDEFINED SYMBOL | IFO188 AIA IS AN UNDEFINED SYMBOL | IFO188 AIAERROR IS AN UNDEFINED SYMBOL | IFO188 AIANXAIA IS AN UNDEFINED SYMBOL | IFO188 AIAFLG1 IS AN UNDEFINED SYMBOL | IFO188 AIAPAGDS IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
ILRMSG00	8	6	8	Undefined symbol | Undefined operation code	0008	6	8	IFO188 AIAFLG2 IS AN UNDEFINED SYMBOL | IFO188 AIA IS AN UNDEFINED SYMBOL | IFO188 AIASECER IS AN UNDEFINED SYMBOL | IFO188 AIALSID IS AN UNDEFINED SYMBOL | IFO188 AIADPXCT IS AN UNDEFINED SYMBOL | IFO188 AIANXAIA IS AN UNDEFINED SYMBOL	identical				mixed	both flag	source	
