module	before	after
IDA019S6	bytes	identical
IEAXPDXR	bytes	identical
IECIHIO	bytes	identical
IECVCRHH	bytes	identical
IECVXDAS	bytes	identical
IECVXSKS	bytes	identical
IEDQAK	bytes	identical
IEDQAS	bytes	identical
IEDQAX	bytes	identical
IEDQFA	bytes	identical
IEDQFA2	bytes	identical
IFFPBAPR	bytes	identical
IFFPDAPL	bytes	identical
IFFPGAVP	bytes	identical
IFFPHALA	bytes	identical
IGC0003C	bytes	identical
IGG019RN	bytes	identical
