dataset	tape	tapefile	member	records	verdict	corpus_path	manifest_status	manifest_origin	sha256_cols_1_72	sha256_cols_1_80
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCDEVIC	2491	identical-default	ibm/IFC/IFCDEVIC.asm	conflict	tape	49623e3994f7b24ad8475ad1572371d036b6baaba56d761c69d6c9f46b4b5aa8	13f435cfc4503c4d51dcc5f7c320ff777d5140e6cf2298eda65999466c6625ee
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0115	331	identical-default	ibm/IFC/IFCE0115.asm	unique	tape	be62be57e9e807f7559283a3196de9d994cc408b52e0be5757e7b81ce9ec096b	fa18101cac8fac0ddd65f137eba889a2ca9985c64ba3fb6776a2c0329552ac7e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0125	837	identical-default	ibm/IFC/IFCE0125.asm	unique	tape	5659ae3275f1dc8a78cc546dc601633526fbbc31f7f57324e254379d0f8c88f0	7f9d4d8e6470200b51ea18f7b3155d499b6d2565aa8c60d92404c4ea53775416
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0135	1083	identical-default	ibm/IFC/IFCE0135.asm	conflict	tape	796f9e7cd9671ead99393b1d7a714787a3a826b3778b4de815584053394ab633	8d91f51d1c66a221e30d5559a11ea4e82787adf0dd54e5ac9d053509a612fa93
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0145	1444	identical-default	ibm/IFC/IFCE0145.asm	conflict	tape	de435b9e4d9a6b8fb7afbd1b920d5d2d8c419572609e9049dfaa25485054a175	d548d4f162aa2166c008b93be8a95d7623d6e097b6e23ecac974e6a4f2b4152d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0155	1813	identical-default	ibm/IFC/IFCE0155.asm	conflict	tape	8b7d6cdbc3d80b304f86b17f73b9067f424334bb6565fcf525d494df2ed953ce	f4bf4a3f623ee29a95df5736062a59c095fa9412d252349055734953521e10d6
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE0165	1669	identical-default	ibm/IFC/IFCE0165.asm	conflict	tape	4b8967324482e536333ab8c0068e013797d8d1cb9a7c6b04551420bde74ea3c5	826bdf29486449355bd2c85a1794650dc10271983dfc680f9c1ce990fc2db270
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE1017	384	identical-default	ibm/IFC/IFCE1017.asm	unique	tape	1471dddfab83b51cbf37309c1aa026c0e6f3b05e9b5fd38fc9b7e87dd0d77637	cda561938a6b04dcbc5958913b9294b7bdb7795b121464af4ca66bb3eb8210d0
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE1018	380	identical-default	ibm/IFC/IFCE1018.asm	unique	tape	36621d90e75bb5323aba449d6d3b53d8608fa9883e4f4e01a6a6629bd9c631ce	ff9541244d042882c5e7de8559c6f38ec2288d09b99200e7c2493bf07d7db44c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE2860	1433	identical-default	ibm/IFC/IFCE2860.asm	conflict	tape	82f39feae641c8e3f5c0ed1a330ffd508617f4e5b3b09314fede21ad4d005aa1	1719ad6ad6422c5f5e504865bad0bcfcd8ca7762cf53613efb48af95305ae0f3
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE2870	1456	identical-default	ibm/IFC/IFCE2870.asm	conflict	tape	a34288d2fc997762b3c00130e1c4fd130b86791d31024cabe4f6a8062e57a358	7d37396de87ef21ab0a27ac60476f6a37b02b885e2eb9a56e1b3a8220053345b
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE2880	3302	identical-default	ibm/IFC/IFCE2880.asm	conflict	tape	81a393bf73c4b94286a351baff0c82fbde447f5d8defa68be35e6026102cad6b	902a08af13293bd12748d7fdaf6747f7362b360e1f4a7e8da621682bc2b38d8c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE33XX	3169	identical-default	ibm/IFC/IFCE33XX.asm	unique	tape	8e742bd35b3cc3e1b1aa17a9e73af201256c0ae8df4e35ef365102cffd881387	a7addf048e3e8ab8b2ed8bd4235ab7230661e59dff4e79b6aa94e473997c1d71
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE3401	264	identical-default	ibm/IFC/IFCE3401.asm	unique	tape	3aa522c4ca3c814bf8d6bece45897fa28cb794cbdedf00d5ef2158be9867e8f0	bf482d7c1c4553138e74f0aeb3a4ce95ae4ff941ac1456132fccddf320aa31c4
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCE5424	274	identical-default	ibm/IFC/IFCE5424.asm	unique	tape	369f32e4390f4171d3f687182965821e25a51765386fe79592805b6692b88176	079c6645f396651adc1a908d8196961a0e4a4c4040d7c3311c6ca44032b26664
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEAXXX	1091	identical-default	ibm/IFC/IFCEAXXX.asm	conflict	tape	1e42bd180c182b18d164e7e4b1c2f4b068dd0f45c09b83d27e511c8ebf75390b	665bf0e74b11f3a67c7e058aabfeb41eb936b0d1bb24234e6a120423d2003d3a
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCECUT0	285	identical-default	ibm/IFC/IFCECUT0.asm	unique	tape	26a6df42d9b2de07751206097f19d6b79febb8447c786416c9ad28d9d7329297	4f40cf7238dcfb10222c012b5fa69856fa8603a998881383d7969e060be47aa2
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEDDR0	275	identical-default	ibm/IFC/IFCEDDR0.asm	conflict	tape	f3dae8f2f39541a17c497f680065a6b65cc66c4b373850f19276dd38468fe892	582c4b7fd7839bc6162db7aaa8df02bc676001248be63f4a8152cf04949c57e9
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEDSUM	3915	identical-default	ibm/IFC/IFCEDSUM.asm	conflict	tape	304266303506c332c5133aeec56e1a137665aabefba05f45e08400f9bb805557	29a90712dd5b5437ad24398443900798f78a80a953fd6edddc591fdd3c7fc17d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEEDIT	1646	identical-default	ibm/IFC/IFCEEDIT.asm	conflict	tape	8a10411bef271ec9c5c563545198a4553b447516dd828e3aba6de57e9eb8f857	8f143c5a0f744dbd87a72cad98ae22d296d26b65821e70b6c944e12c1eaaaf1c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEFBA4	296	identical-default	ibm/IFC/IFCEFBA4.asm	unique	tape	aeb0b27688ba442cd332c494e278c98d18de2b445a1ab9004ae4f048e880fb91	5844014f2914ded2c3b2abb61405753a2eb64bda7420228c92e05653c3f92e2d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEFBA5	292	identical-default	ibm/IFC/IFCEFBA5.asm	unique	tape	0d83acfa5c431903355ed80e2141374f005590991958a36aca306708cdc40afb	1392ddf541b866ec5606f32ee3d28d65ec864eb80ed7395a7b1453ce71cf364d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEGUS1	1319	identical-default	ibm/IFC/IFCEGUS1.asm	conflict	tape	54324086bd5678ce36edf6f3fe40281c98f1887bda0d974f1aef82a999519302	317ff837b4cb8b9374d4de2d71b8f3d28432f2627ec89045e0999b666b1d94f1
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEI115	257	identical-default	ibm/IFC/IFCEI115.asm	unique	tape	149e18022af84439e2026a66d15b957fa32b5a7b635d3d65c18e9075fa836ba6	11f086fe5947011d5f2ea445a80bfbd3b7029c339ae8bf2faeae957fd78ded26
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEI135	1422	identical-default	ibm/IFC/IFCEI135.asm	conflict	tape	10efaffe3ed86343fad1c5fb5208ee8b5d85ce8245b018c6150b83fd55dffb3b	f91a195903e97404a16c36dd4ac8016e24a3b3640c903735ba8ad37d960cb843
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEI145	1892	identical-default	ibm/IFC/IFCEI145.asm	conflict	tape	033c70fcf6134a48371fbd8a887055536a623b530ad5140eff2edb302367c7fe	28e4ff234899b97dae7dc0b78c2ebfdd1c99cfcfbfd28b5789aad0b38e29db47
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEI155	1258	identical-default	ibm/IFC/IFCEI155.asm	conflict	tape	d9eceb8489af990b3c61bd1ca1b30a4ab567efe5ce5e8cdb950d4c7048b00441	509593878a23a291ecd5b9eb5c33501de6b260c8c70c9b436a72c08551dbc19e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEIPL0	389	identical-default	ibm/IFC/IFCEIPL0.asm	conflict	tape	49ec46e8467cdb1ec87dbf5459c152ad08df8d11226ef59df2d201f5d279c156	56d85858ab53b0e4c68a34fa4e30a4c4ba5a6ee8da318bf4f9f564178319b14d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEMAD1	1075	identical-default	ibm/IFC/IFCEMAD1.asm	conflict	tape	6a8fee1d3993fb436cf1d2d8d83509af664de2ec3eea2f3b6e40bd0b193fade0	e02ac2949ecf06aa4c6bb720fd69b028e49f551ff16161cccce5de4c52ae3d7e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCENF11	470	identical-default	ibm/IFC/IFCENF11.asm	unique	tape	5fe1368411acfeaec9a787170f57ee3f030e81f5c8379100b2e9fa78c53b981a	2ce43c2ecc6bf9f5724549b184fe87433fa4ef72184e4f80208fc12f17aa516b
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCENFH3	404	identical-default	ibm/IFC/IFCENFH3.asm	unique	tape	2c105351470e586c23449eb054e1a2f61f7fcfe57aa55c8c6f4931a9d8ef971f	c0b9dd9d6354ddcf34851d2999c0cdb0a010d0ef6c24fb6455676c4cee306ec5
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCENFM3	436	identical-default	ibm/IFC/IFCENFM3.asm	unique	tape	92bf7d69180bfc4eb7478386bc2f3b5c3ba7b53c684514fabaaf302a5bae3e0f	97d3f488ce16530a142b2057297d81a83625f271506575e25b2fb301e0bb70f4
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCENFP1	491	identical-default	ibm/IFC/IFCENFP1.asm	unique	tape	1b80662563d0be3b3aeda37efcca54a6bfe052f25a653062f196376c06058a9e	6843e8e8b05e70c53ef635e758b0c28d98648bf90b57987641db18ec7c6098d6
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCENFP2	405	identical-default	ibm/IFC/IFCENFP2.asm	unique	tape	6400ba7123bcc9a437a47f5d9d9df178065522d2d407e705c3cb041e7fcaf2ce	31471d6290fd059197e58c281f906d3768fa29a37c505ca9bde36f81352a254e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEREP1	1384	identical-default	ibm/IFC/IFCEREP1.asm	conflict	tape	69f5d6320120894f93317441fa7afe5d12b78232d9fcccc41c87bb4353e2bf49	c7400ff6670911e9112ce0a57a6e9bd1c9cb4d64668bef2085f55b179b947e74
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCERFMT	3938	identical-default	ibm/IFC/IFCERFMT.asm	conflict	tape	7a1f876daec6f338516428f2cf3f6a31850033e434fa7db133d29a106016b808	6a629b3a61e921376118c20e8f018b81f5e3952c4b31e71a10373d8e88013912
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCESOFT	770	identical-default	ibm/IFC/IFCESOFT.asm	conflict	tape	eb0dd864cbbecd57afcd6ad26d79fd377a22505087e1c5a7f3f7ac4a50ca6903	3692fa2d049ea3fee5df426fd12fea11fad4c0e8450e50bc763bda17f6360c0f
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCESUMS	1554	identical-default	ibm/IFC/IFCESUMS.asm	conflict	tape	1c222f1e70aa3ca6ed37d7e729be10982b3b447e57cafc44e89db5e941bb8d2c	e31f90687207206edae425026602913cd19a97c7f82ecca792acdf0aed89e927
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET002	551	identical-default	ibm/IFC/IFCET002.asm	conflict	tape	9870ea11a78f356a69f45b52a1f1ecac3ddade1cad1a3d14fe73ef7361bca1ad	17c01062dccb5a03a01b121ea078d7ad408523650b030173b64c8e146de44fed
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET003	208	identical-default	ibm/IFC/IFCET003.asm	conflict	tape	10981356165c7455018f137179d24f592608579077808bb8b9e474fdab28df91	189fdde5823029fb346acae543d1a4b7a26afeeb0331a31a7570333195ab2d1f
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET004	317	identical-default	ibm/IFC/IFCET004.asm	conflict	tape	89ea276fba5113e25d9bae1a717f57ff3e655d489cabeed6a41f55473243f1ea	386dbd18446d9283aeee0883c27315fc57fedb5ca5b56a4062f9352be1a5f0e0
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET005	242	identical-default	ibm/IFC/IFCET005.asm	conflict	tape	8274dc64c85a01e8f69447e5556f3d138e642e1baac18c9e8cd532403057feec	d54da4b3f1f5eba5e477aecdcb75f761c2ff1f4cd61b29a967c4ec93ec802b54
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET006	197	identical-default	ibm/IFC/IFCET006.asm	conflict	tape	8ba46db83c00001c82d5bc9c6b0c4b1a4811dfddf9689717a8cebc0b8ab12080	9ec7469491bb76018172a850d414a5c62f3dc3ae33121bb6d50e08b2261cedf5
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET008	994	identical-default	ibm/IFC/IFCET008.asm	conflict	tape	0d090f6423dbd2848816a03872955d6a999d278cf4abd1702a2fdf8a1a7d7df9	6bdd3749237c3c0f57b4d81d726194833c4cda5b2ab90401e0b22e8386bd930c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET00B	173	identical-default	ibm/IFC/IFCET00B.asm	conflict	tape	5c1c3f42f006d057a71396a27258826d718c2f178a35cdfb423031b4ea923c85	164d1a1d7f334b626b7a49e8c390bf52ce455e23c54bf6c3a0306640c2087515
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET00C	598	identical-default	ibm/IFC/IFCET00C.asm	conflict	tape	7501e989004f3bc121f4148767071869acb63266d0d1c4f012ef93326ae4bafb	6067c09a109e73616220b38fc4eb57ea0837b9cfcc2e6466ffc4347416078e87
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET00D	506	identical-default	ibm/IFC/IFCET00D.asm	conflict	tape	a4087ca34de767b77aaafacf6dfd95310d46b5f53e0661cb8dc3fce77ac980d4	465e4af26d2ebd16bc3069dc8a15df73ccc96f6592119e30a0e01765da275756
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCET040	234	identical-default	ibm/IFC/IFCET040.asm	unique	tape	9a04e7b9970ccd0cb39add2bbed5ca253349f705dcb91c432d11d8f494a463ea	804c959b5bcdc799bd45fac4aeaad442f32a5bb6bf4e7a692fb01bb496c7e1c3
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCETRN4	245	identical-default	ibm/IFC/IFCETRN4.asm	conflict	tape	7a2a33c280c2ca1dbc5cbe0d4851fe5859a91d2dda0297a2966377bf7d14839b	3bd3cddd70bbb810ebe60e31919cbe4dddb0e7bb36ef091952e1efb1ea2c3429
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCETRN6	310	identical-default	ibm/IFC/IFCETRN6.asm	unique	tape	cf59051706473c610eb5644582632d8095f7eec5df3433debcd6ceac7a79d8fb	819329997b6a8911cdf1e14abf53a9dd0b382717453eaf66fc55e043139f5946
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCETRN7	67	identical-default	ibm/IFC/IFCETRN7.asm	unique	tape	7af3c2839281b4a1e0c27de1a3d45dfd98de0d16c91f016d777c900380cc2d85	d4e38c5c402a650057f191dfa305dd0ad3a34635ffb85d7b56d9bc7e60a8b2d5
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCETUL1	1414	identical-default	ibm/IFC/IFCETUL1.asm	conflict	tape	b357dadee7b246a825f9327d6ba177c7d45df95ce9aff4845120568f81f2f2c5	fb4e8f72aaef5b592e037a0fb03a4ab67c4106c1d1eb99f24a81a9fe996969e5
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEUKNO	478	identical-default	ibm/IFC/IFCEUKNO.asm	conflict	tape	cea7da4d78b6fb37b12093f33917bfed666994d7a058f9c56efe45c0d36fdd99	6d43fae1fd39db50d793eca166ea523c5f29132db64ac74fc1e72daf4cc3f64e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEVENT	4345	identical-default	ibm/IFC/IFCEVENT.asm	conflict	tape	dc9a0c7c54e0d34e414c20e4ae59cf7c594224cca6c4b870049222cd0367b538	64831eff7cde4a0cebf7700f7950478e0919c31ab74d8952544aed81b63df338
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEWIN1	541	identical-default	ibm/IFC/IFCEWIN1.asm	conflict	tape	0001e35cb5460a43047c4482d0e9e65b60dad75ce9f054ad5321626204bfee1f	61a8a13d9a695f558abe3d24306a0b39df8831137d9829066cab512a3ab625e6
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEWIN2	439	identical-default	ibm/IFC/IFCEWIN2.asm	unique	tape	4d4f489676530e706e6cf0dbdf31ab6ee5ff67a719154b7a0c19c1a2e9eda2e3	7547b0c70a57cd589f0ef5f720beeccfd76d30c5fb8a526528777154acd9f7de
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEWOD1	658	identical-default	ibm/IFC/IFCEWOD1.asm	unique	tape	e4a8dd2c18cdaae3bad04e9956f9e28ed4c430ab669531015745e3f98b6210f0	ad383c24a658f322ec21abe738775e65839f050ba6251279e5bb91cda142e034
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX0	692	identical-default	ibm/IFC/IFCEXXX0.asm	conflict	tape	87f3fe53b52d13e7a53432a28b1fe9a8ce59ec7ac78a3281b05d6a11ee2d9aa6	90f5be2fb54861c23eeaf7cae6112b7488ee043cd37fc8c8c12ffa7d36e0e1fd
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX1	648	identical-default	ibm/IFC/IFCEXXX1.asm	conflict	tape	48bf841df5f9bb539a96750106ff7e31da74017889257c6c4c933d2ab478d58b	f7f41e331b24fddf57d5d88488468d45ec794f019921a4222ee3f4e31206f79e
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX2	657	identical-default	ibm/IFC/IFCEXXX2.asm	conflict	tape	335852ecaacdf5191e525b958678bd38d83b18ab349c79d3dd8ebdffc4fc8eac	aab2037e985c3606fabbe5a5bd5c8a2943268e5fda179fd8e3ef3de7ed0e287b
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX3	785	identical-default	ibm/IFC/IFCEXXX3.asm	conflict	tape	8b317891318a284eabd4057b3ad218a89cd03f9d5db04a6e62ef73d9e6bcfb4a	bfe698890f92d3878a80d3081c3f7ada27ac9baa9da72b4281bd7ee6560ca222
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX4	720	identical-default	ibm/IFC/IFCEXXX4.asm	conflict	tape	92cb31620f795333c9c62e734349936883ce93e5f8af235d70ae214642d34395	4179e4e5ad035297b63a55aebab7a14944435579795faa61b9d8032b009ee55d
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX5	641	identical-default	ibm/IFC/IFCEXXX5.asm	conflict	tape	e0264316fa4a3c83968b20a34f2fa821019d29d318b750c701039a79baeea97b	d273a31e84959442b9d453e5d89aeaa60050b32884e13116a70cb7d8c5f2dd4c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX6	659	identical-default	ibm/IFC/IFCEXXX6.asm	conflict	tape	837f563d08fd0ceaead4385f439b242620d0f8fdf56210118190aa062812acad	f77ce1af7a25dd352415e4a2ae66d0954cb2c78da4d858e3f708e5812452ce8c
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX7	693	identical-default	ibm/IFC/IFCEXXX7.asm	conflict	tape	400e442bd8dcde3b4d6f150ca6ec6677a284c92e977388474f06a50ad326b0d9	688aa680f3c3d0c684a224222ce50278982839b406f5364bbb09c38d0a1b2087
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX8	694	identical-default	ibm/IFC/IFCEXXX8.asm	conflict	tape	447a5576c862cf7b2773bbd011e63a40c35200bd962734de7df2c1457fc2436f	d2c019aedd4aa7c783db51e6da9b3738d57188bd8ba1f4997486556855a0cef6
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXX9	773	identical-default	ibm/IFC/IFCEXXX9.asm	conflict	tape	50cc48012158e9e9d2c7dbdbdef39b06198b7477de9ed1430416e83599f4e7e1	5a8d9c46b4ff6562854b38bd05c97dbc8c4c1337e73230bc7eae7709c7d53790
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXA	1304	identical-default	ibm/IFC/IFCEXXXA.asm	conflict	tape	8690650bd2ea8040527b86575cc6237c8d71536aa2a8759850dbb3132967ef03	df39a62a827c3603c4705bc211e9658eb6de1d642015fe9fbce9e58a5388d14b
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXB	932	identical-default	ibm/IFC/IFCEXXXB.asm	conflict	tape	0217303ff67aaf7fb35b342bf9d985d07ca33b6ab20929f4737877fb597b5f0d	4cde122904621bb8fac4010d5f3a2ff42d4582222210cdb52b66647ba5464485
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXC	422	identical-default	ibm/IFC/IFCEXXXC.asm	conflict	tape	01c04e5ebe9f48c2a98481a73f69c67e69cfe1f4a301a6ae5b711c25ad06311c	d05dd186ad5818487ff83a5c8b6d8d1f1381755e6af5acc1479b1b13f30c966a
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXD	765	identical-default	ibm/IFC/IFCEXXXD.asm	conflict	tape	ef50995bbc7066c49654782aa7f12d77cb6db40056987940464aca71e81a75fa	0b39eab107bb1de5dfcfc23f50b20caf8a8fd69dfda3426a72ac89eaf31c3cc9
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXE	536	identical-default	ibm/IFC/IFCEXXXE.asm	conflict	tape	b127e2f9e5ed14fc330ae77156329a48542fbedb788c26054ddbbb22aa6194f7	c3e6d1fbac65743b8c2ae8d43d21980d4c14481d4c60594527d15b9e99d2e9d7
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXF	576	identical-default	ibm/IFC/IFCEXXXF.asm	conflict	tape	8569a189103a4b70396697297c84a599a9932aff69200852ed45a66be5ca08e0	61a289248a6d73e7e7c3bfd1715401fd70e28b8d668652993af024a8b0a585da
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXG	4387	identical-default	ibm/IFC/IFCEXXXG.asm	conflict	tape	b4518fc5ac0a993726103b1f6e17f74f1c686076e4e3dedf48d7c74653ca93a5	8858b04da90e35f89d42173c3d1145247fc7553af9e3d38f1c36705f30cbb2aa
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXH	868	identical-default	ibm/IFC/IFCEXXXH.asm	conflict	tape	75806eb3a2a220d0dd335512d381384f16ec45f022c0db4c8ef8724e431b9d48	2a9c4df625ee09c87f4a30b945937493985c6981926990c27f0135eb1e80d4e8
MVSSRC.EREPSY.F01	erepsym	FILE0001	IFCEXXXX	719	identical-default	ibm/IFC/IFCEXXXX.asm	conflict	tape	6d4c3f2678a5a4a8e12ea5a645d346900c4f1fd0c182a10b200be928cd487696	c09fe8191a0851b81f16e2acac8b450ed380be8916cbe251d98a9706e4ec281f
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFILT1	5668	identical-default	ibm/IFC/IFCFILT1.asm	conflict	tape	0cb637c4390026e853a5351baebee7595492d2b28112d05b4b95ebba65a67fa9	23dd059e63baa02a3eeb5b0fe30392bef7cbeda278ed5e92d1eca60cd0484ed6
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFILT2	6031	identical-default	ibm/IFC/IFCFILT2.asm	conflict	tape	b4af03c331882d575a1d4205ed973d569c26ea38c7000b450a5b564efed157b3	27e40dea5f5812e167e7ea1c687256ef1b9a38fcad0d84414b4cd4a1cb36778f
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFILT3	6531	identical-default	ibm/IFC/IFCFILT3.asm	conflict	tape	2ac42f086d04ae060ec4458095fbed90a59812caac253a7a0be6bfd3eaef255b	a7ac838916f62289b003da2a010fdf39cd2ac74fe490fdb7f40d1b3f3aa3b56c
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFMTIO	1340	identical-default	ibm/IFC/IFCFMTIO.asm	conflict	tape	3d68dcb213ededf8cc9010555bb8b6fa26b55af15d826e7aab51419b414ef4fa	c67d5d02a585f9a5f141fa20dc5a6b18dee916fc99c0d43f54afe049fdd0c037
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFRAMC	3132	identical-default	ibm/IFC/IFCFRAMC.asm	conflict	tape	059b7beeb4eee82f74d706e987e1f556af13545c1cd02b68d4b64a2d2f2e0460	5be3c5e56f4faf117e738688a134b69d61ced0b583ec751d3dc48e7df6ca5710
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCFRAMM	3538	identical-default	ibm/IFC/IFCFRAMM.asm	conflict	tape	75a64522c9008d682fe623fdccde0a49ed8b9cc8a974e1196b601ca8c7430f66	e37c6a4e8cb0677c6decc75ae05cea3df707d98182451912bc36d9c81dc6087f
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCIOHND	4489	identical-default	ibm/IFC/IFCIOHND.asm	conflict	tape	40998959798f7508682f1931735b6cda3895d93ca602c5701d5ebba1fe99e312	d6fcaa36aadfc397aae167c28e74e030e23fc8f6c7f384c5e84bd028f321d3d6
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCMES01	1818	identical-default	ibm/IFC/IFCMES01.asm	conflict	tape	5a9a90bb68693e0aec3c1049bf84d2aa0674f6e6032733a22a15c05feca4d748	61854167e52d54aab481620593eb229a5d292523c55e25277216eda321509f16
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCMSG01	1230	identical-default	ibm/IFC/IFCMSG01.asm	conflict	tape	fa5f2a7a6cdde7ac0b651c6e96522591ebe8282fd9f47ee20967912c5e536ab4	ab147af345c152c245f62b3b02e8d225acf905a408e7f82c5ff8b0b3f7f10cef
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCNFPDR	8316	identical-default	ibm/IFC/IFCNFPDR.asm	unique	tape	369c8851d9ada4b3538ae23b88749d2b6d0fb83d6708bc7d5bf9db9499d6d435	1daa2f9d3b53025b57e18bb2222fab6d17c892806651bd870e04a847c1ef59f5
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCOFFLD	676	identical-default	ibm/IFC/IFCOFFLD.asm	conflict	tape	b5d8ab4abcb6bca73e1a5ca4b1062ca2d93ee958ebdf3347630ab2fe4f86a501	4924b0be338e890562401ea7e764be2f89a8d2ee0773344655fced20a4312016
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCPARM1	6610	identical-default	ibm/IFC/IFCPARM1.asm	conflict	tape	d0d71d353aaebf7ff176fccfa07c2925b4a4c783a74a8a2260cebdb624ddbd8d	4b34968ca0827ac00e2bf9fe9e83ad748fb52785e2bac083ef9698c116734791
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCPARM2	5394	identical-default	ibm/IFC/IFCPARM2.asm	conflict	tape	46ca8e9a4275f506653a975743c43e477734ffdd8ab1d117178b7b7712b61b4a	3a7a249f14924c8311c12081dd292801da6e352ca5fcb553eb1308b877f1c13c
MVSSRC.EREPSY.F02	erepsym	FILE0002	IFCSAXXX	829	identical-default	ibm/IFC/IFCSAXXX.asm	conflict	tape	2e7b457df0fe68143a9eb2cb9bab928bcf171d717b9b451f8934a3b7a24d4eaa	1126ead0cb6f4a55f6a151316694f1351b551ac477a91f9bab23ba19b05f13d5
